cluster_id,original_id,species
Cluster8945,orf19.1456,C_albicans
Cluster8946,CAGL0M14245r,C_glabrata
Cluster8947,CAGL0J09372g,C_glabrata
Cluster8948,orf19.1500,C_albicans
Cluster8949,orf19.1616,C_albicans
Cluster8950,gene:KLLA0_F01595g,K_lactis
Cluster8951,CAGL0A00385g,C_glabrata
Cluster8951,gene-YGL016W,S_cerevisiae
Cluster8951,gene:KLLA0_A04884g,K_lactis
Cluster8951,orf19.2094,C_albicans
Cluster8952,CAGL0A01111g,C_glabrata
Cluster8952,gene-YPL271W,S_cerevisiae
Cluster8952,orf19.5597.1,C_albicans
Cluster8953,gene:KLLA0_D11770g,K_lactis
Cluster8953,CAGL0B02673g,C_glabrata
Cluster8953,gene-YDR254W,S_cerevisiae
Cluster8953,orf19.6851,C_albicans
Cluster8954,CAGL0M09581g,C_glabrata
Cluster8954,gene-YBL099W,S_cerevisiae
Cluster8954,gene:KLLA0_E06667g,K_lactis
Cluster8954,orf19.6854,C_albicans
Cluster8955,orf19.3064,C_albicans
Cluster8955,gene-YBR282W,S_cerevisiae
Cluster8955,CAGL0B03267g,C_glabrata
Cluster8955,gene:KLLA0_F02035g,K_lactis
Cluster8956,orf19.685,C_albicans
Cluster8956,gene-YDL198C,S_cerevisiae
Cluster8956,CAGL0J09790g,C_glabrata
Cluster8956,gene:KLLA0_F13464g,K_lactis
Cluster8957,CAGL0H06193g,C_glabrata
Cluster8957,gene-YAL019W,S_cerevisiae
Cluster8957,gene:KLLA0_F07513g,K_lactis
Cluster8957,orf19.6291,C_albicans
Cluster8958,orf19.7377,C_albicans
Cluster8958,gene:KLLA0_F16324g,K_lactis
Cluster8958,gene-YOR058C,S_cerevisiae
Cluster8958,CAGL0L10252g,C_glabrata
Cluster8959,gene:KLLA0_D11748g,K_lactis
Cluster8959,gene-YPL045W,S_cerevisiae
Cluster8959,CAGL0L12694g,C_glabrata
Cluster8959,orf19.6848,C_albicans
Cluster8960,gene:KLLA0_E23563g,K_lactis
Cluster8960,CAGL0H05489g,C_glabrata
Cluster8960,gene-YPL078C,S_cerevisiae
Cluster8960,orf19.3579,C_albicans
Cluster8961,gene-YML005W,S_cerevisiae
Cluster8961,CAGL0M06809g,C_glabrata
Cluster8961,orf19.7369,C_albicans
Cluster8962,gene:KLLA0_B13409g,K_lactis
Cluster8963,CAGL0M14289r,C_glabrata
Cluster8964,CAGL0G00143g,C_glabrata
Cluster8965,CAGL0L13409r,C_glabrata
Cluster8965,gene-YNCL0027W,S_cerevisiae
Cluster8966,gene:KLLA0_C01870g,K_lactis
Cluster8966,gene-YDR500C,S_cerevisiae
Cluster8966,gene-YLR185W,S_cerevisiae
Cluster8966,orf19.667.1,C_albicans
Cluster8967,CAGL0M14157r,C_glabrata
Cluster8968,orf19.284,C_albicans
Cluster8969,gene-YBR255C-A,S_cerevisiae
Cluster8969,CAGL0D05318g,C_glabrata
Cluster8969,gene:KLLA0_D15829g,K_lactis
Cluster8970,gene-YNCE0020C,S_cerevisiae
Cluster8971,orf19.5134,C_albicans
Cluster8972,orf19.5132,C_albicans
Cluster8973,CAGL0L10065r,C_glabrata
Cluster8974,CAGL0M05093r,C_glabrata
Cluster8975,gene-YNCG0038C,S_cerevisiae
Cluster8976,gene-YER092W,S_cerevisiae
Cluster8976,CAGL0I04972g,C_glabrata
Cluster8976,gene:KLLA0_E20109g,K_lactis
Cluster8977,CAGL0C03384r,C_glabrata
Cluster8978,orf19.2836,C_albicans
Cluster8979,gene:KLLA0_D03795g,K_lactis
Cluster8979,CAGL0K01265g,C_glabrata
Cluster8979,gene-YGR075C,S_cerevisiae
Cluster8980,orf19.2839,C_albicans
Cluster8981,orf19.4175,C_albicans
Cluster8981,CAGL0L03476g,C_glabrata
Cluster8981,gene-YJL093C,S_cerevisiae
Cluster8981,gene:KLLA0_F14212g,K_lactis
Cluster8982,orf19.5025,C_albicans
Cluster8982,CAGL0B03839g,C_glabrata
Cluster8982,gene-YJR010W,S_cerevisiae
Cluster8982,gene:KLLA0_E09835g,K_lactis
Cluster8983,gene-YOL127W,S_cerevisiae
Cluster8983,gene:KLLA0_E07481g,K_lactis
Cluster8983,orf19.687.1,C_albicans
Cluster8984,orf19.6090,C_albicans
Cluster8984,gene-YGR159C,S_cerevisiae
Cluster8984,CAGL0E03245g,C_glabrata
Cluster8984,gene:KLLA0_C11495g,K_lactis
Cluster8985,gene-YNR054C,S_cerevisiae
Cluster8985,CAGL0C03355g,C_glabrata
Cluster8985,gene:KLLA0_C18865g,K_lactis
Cluster8985,orf19.3161,C_albicans
Cluster8986,gene:KLLA0_C12617g,K_lactis
Cluster8986,gene-YKL052C,S_cerevisiae
Cluster8986,CAGL0M13079g,C_glabrata
Cluster8986,orf19.4675,C_albicans
Cluster8987,CAGL0L11968g,C_glabrata
Cluster8987,gene-YER173W,S_cerevisiae
Cluster8987,gene:KLLA0_C17820g,K_lactis
Cluster8987,orf19.2728,C_albicans
Cluster8988,orf19.7368,C_albicans
Cluster8988,gene:KLLA0_E08779g,K_lactis
Cluster8988,gene-YNL016W,S_cerevisiae
Cluster8988,CAGL0H10604g,C_glabrata
Cluster8989,orf19.6766,C_albicans
Cluster8989,gene:KLLA0_D08206g,K_lactis
Cluster8989,gene-YNL175C,S_cerevisiae
Cluster8989,CAGL0J11154g,C_glabrata
Cluster8990,CAGL0H02211g,C_glabrata
Cluster8990,gene-YMR268C,S_cerevisiae
Cluster8990,gene:KLLA0_E11045g,K_lactis
Cluster8990,orf19.2563,C_albicans
Cluster8991,orf19.2261,C_albicans
Cluster8991,gene-YOR319W,S_cerevisiae
Cluster8991,CAGL0I09900g,C_glabrata
Cluster8991,gene:KLLA0_C14388g,K_lactis
Cluster8992,gene-YNCG0018C,S_cerevisiae
Cluster8993,gene:KLLA0_A11814g,K_lactis
Cluster8993,gene-YJR007W,S_cerevisiae
Cluster8993,CAGL0B03795g,C_glabrata
Cluster8993,orf19.6213,C_albicans
Cluster8994,gene:KLLA0_B14839g,K_lactis
Cluster8995,gene:KLLA0_A08690g,K_lactis
Cluster8996,CAGL0D04224r,C_glabrata
Cluster8997,CAGL0I02552g,C_glabrata
Cluster8997,gene-YHR178W,S_cerevisiae
Cluster8997,gene:KLLA0_A09251g,K_lactis
Cluster8997,orf19.3308,C_albicans
Cluster8998,gene:KLLA0_B14773g,K_lactis
Cluster8999,orf19.4895,C_albicans
Cluster9000,CAGL0D06248r,C_glabrata
Cluster9001,CAGL0G03949g,C_glabrata
Cluster9002,orf19.1618,C_albicans
Cluster9002,gene:KLLA0_F13596g,K_lactis
Cluster9002,gene-YKL104C,S_cerevisiae
Cluster9002,gene-YMR085W,S_cerevisiae
Cluster9002,CAGL0K08558g,C_glabrata
Cluster9003,gene-YMR175W,S_cerevisiae
Cluster9004,orf19.2297,C_albicans
Cluster9004,gene:KLLA0_E12805g,K_lactis
Cluster9004,gene-YPL051W,S_cerevisiae
Cluster9004,CAGL0L12826g,C_glabrata
Cluster9005,CAGL0I10604g,C_glabrata
Cluster9005,gene-YGR126W,S_cerevisiae
Cluster9005,gene:KLLA0_E04709g,K_lactis
Cluster9006,tD(GUC)3,unknown
Cluster9007,orf19.4295,C_albicans
Cluster9007,gene-YOR038C,S_cerevisiae
Cluster9007,CAGL0I00968g,C_glabrata
Cluster9007,gene:KLLA0_E21847g,K_lactis
Cluster9008,orf19.4893,C_albicans
Cluster9009,gene:KLLA0_F11396g,K_lactis
Cluster9010,CAGL0I07535g,C_glabrata
Cluster9010,gene-YOL098C,S_cerevisiae
Cluster9010,gene:KLLA0_F27071g,K_lactis
Cluster9010,orf19.6693,C_albicans
Cluster9011,CAGL0M04125g,C_glabrata
Cluster9011,gene-YNL320W,S_cerevisiae
Cluster9011,gene:KLLA0_E20989g,K_lactis
Cluster9011,orf19.7627,C_albicans
Cluster9012,CAGL0D04400g,C_glabrata
Cluster9012,gene-YDR014W-A,S_cerevisiae
Cluster9013,orf19.2228,C_albicans
Cluster9013,gene:KLLA0_C15719g,K_lactis
Cluster9013,gene-YGR080W,S_cerevisiae
Cluster9013,CAGL0K01133g,C_glabrata
Cluster9014,gene:KLLA0_C15521g,K_lactis
Cluster9014,CAGL0H03399g,C_glabrata
Cluster9014,gene-YGL077C,S_cerevisiae
Cluster9014,orf19.2072,C_albicans
Cluster9015,orf19.2925,C_albicans
Cluster9015,CAGL0I00858g,C_glabrata
Cluster9015,gene-YMR138W,S_cerevisiae
Cluster9015,gene:KLLA0_F17072g,K_lactis
Cluster9016,orf19.1551,C_albicans
Cluster9017,gene-YCR024C,S_cerevisiae
Cluster9017,CAGL0L08030g,C_glabrata
Cluster9017,gene:KLLA0_A11484g,K_lactis
Cluster9017,orf19.6698,C_albicans
Cluster9018,orf19.7038,C_albicans
Cluster9018,gene-YMR004W,S_cerevisiae
Cluster9018,CAGL0J11704g,C_glabrata
Cluster9018,gene:KLLA0_C06006g,K_lactis
Cluster9019,orf19.4323,C_albicans
Cluster9019,gene-YHR105W,S_cerevisiae
Cluster9019,CAGL0I01144g,C_glabrata
Cluster9020,orf19.953.1,C_albicans
Cluster9020,gene:KLLA0_E00463g,K_lactis
Cluster9020,gene-YLL050C,S_cerevisiae
Cluster9021,orf19.210,C_albicans
Cluster9021,CAGL0H05203g,C_glabrata
Cluster9021,gene-YPL066W,S_cerevisiae
Cluster9021,gene:KLLA0_E23145g,K_lactis
Cluster9022,CAGL0B04477g,C_glabrata
Cluster9022,gene-YOR104W,S_cerevisiae
Cluster9022,gene:KLLA0_C13321g,K_lactis
Cluster9023,orf19.2674,C_albicans
Cluster9024,gene:KLLA0_D18821g,K_lactis
Cluster9024,CAGL0F05467g,C_glabrata
Cluster9024,gene-YDR201W,S_cerevisiae
Cluster9025,orf19.4706,C_albicans
Cluster9026,CAGL0D02904g,C_glabrata
Cluster9026,gene-YLR014C,S_cerevisiae
Cluster9026,gene:KLLA0_C10923g,K_lactis
Cluster9026,orf19.3986,C_albicans
Cluster9027,orf19.7139,C_albicans
Cluster9028,gene:KLLA0_A04235g,K_lactis
Cluster9029,orf19.3881,C_albicans
Cluster9030,gene:KLLA0_A09405g,K_lactis
Cluster9030,CAGL0M13387g,C_glabrata
Cluster9030,gene-YHR185C,S_cerevisiae
Cluster9031,orf19.3874,C_albicans
Cluster9032,orf19.991,C_albicans
Cluster9032,CAGL0J01936g,C_glabrata
Cluster9032,gene-YIR004W,S_cerevisiae
Cluster9032,gene:KLLA0_D13464g,K_lactis
Cluster9033,orf19.3879,C_albicans
Cluster9034,orf19.1948,C_albicans
Cluster9035,orf19.1221,C_albicans
Cluster9035,gene:KLLA0_B02420g,K_lactis
Cluster9035,gene-YGL065C,S_cerevisiae
Cluster9035,CAGL0M05731g,C_glabrata
Cluster9036,orf19.3884,C_albicans
Cluster9037,gene:KLLA0_F17413g,K_lactis
Cluster9037,gene-YLR033W,S_cerevisiae
Cluster9037,CAGL0A03454g,C_glabrata
Cluster9037,orf19.2070,C_albicans
Cluster9038,orf19.3886,C_albicans
Cluster9039,gene:KLLA0_B04774g,K_lactis
Cluster9039,orf19.3720,C_albicans
Cluster9040,gene-YOL024W,S_cerevisiae
Cluster9041,orf19.5328,C_albicans
Cluster9041,gene-YGL195W,S_cerevisiae
Cluster9041,CAGL0D01826g,C_glabrata
Cluster9041,gene:KLLA0_F12430g,K_lactis
Cluster9042,orf19.3885,C_albicans
Cluster9043,orf19.7321,C_albicans
Cluster9043,gene:KLLA0_C12749g,K_lactis
Cluster9043,CAGL0L12848g,C_glabrata
Cluster9043,gene-YMR029C,S_cerevisiae
Cluster9044,gene:KLLA0_D03542g,K_lactis
Cluster9044,gene-YBR038W,S_cerevisiae
Cluster9044,CAGL0I04818g,C_glabrata
Cluster9044,orf19.5188,C_albicans
Cluster9045,gene:KLLA0_F20966g,K_lactis
Cluster9045,CAGL0J11506g,C_glabrata
Cluster9045,gene-YNL192W,S_cerevisiae
Cluster9045,orf19.5384,C_albicans
Cluster9046,orf19.7363,C_albicans
Cluster9046,gene:KLLA0_E03697g,K_lactis
Cluster9046,CAGL0F04873g,C_glabrata
Cluster9046,CAGL0I10054g,C_glabrata
Cluster9046,gene-YGR143W,S_cerevisiae
Cluster9046,gene-YPR159W,S_cerevisiae
Cluster9047,orf19.5978,C_albicans
Cluster9047,gene:KLLA0_F00638g,K_lactis
Cluster9048,orf19.3531,C_albicans
Cluster9048,CAGL0L10340g,C_glabrata
Cluster9048,gene-YOR060C,S_cerevisiae
Cluster9048,gene:KLLA0_F16445g,K_lactis
Cluster9049,orf19.7503,C_albicans
Cluster9049,gene-YLR307W,S_cerevisiae
Cluster9050,orf19.2827,C_albicans
Cluster9050,gene:KLLA0_E13003g,K_lactis
Cluster9050,CAGL0D02684g,C_glabrata
Cluster9050,gene-YIL144W,S_cerevisiae
Cluster9051,orf19.5061,C_albicans
Cluster9051,gene:KLLA0_A00957g,K_lactis
Cluster9051,CAGL0H07887g,C_glabrata
Cluster9051,gene-YGL234W,S_cerevisiae
Cluster9052,orf19.3412,C_albicans
Cluster9052,gene:KLLA0_C08679g,K_lactis
Cluster9052,CAGL0J03542g,C_glabrata
Cluster9052,gene-YCR068W,S_cerevisiae
Cluster9053,orf19.4542,C_albicans
Cluster9053,gene:KLLA0_E06689g,K_lactis
Cluster9053,gene-YPR025C,S_cerevisiae
Cluster9053,CAGL0K05115g,C_glabrata
Cluster9054,gene-YMR318C,S_cerevisiae
Cluster9054,gene-YCR105W,S_cerevisiae
Cluster9054,CAGL0H06853g,C_glabrata
Cluster9054,CAGL0M14047g,C_glabrata
Cluster9054,gene:KLLA0_E19889g,K_lactis
Cluster9054,orf19.5517,C_albicans
Cluster9055,orf19.4833,C_albicans
Cluster9055,gene:KLLA0_F23914g,K_lactis
Cluster9055,gene-YNL117W,S_cerevisiae
Cluster9056,orf19.2262,C_albicans
Cluster9056,gene-YBR046C,S_cerevisiae
Cluster9056,CAGL0H09944g,C_glabrata
Cluster9056,gene:KLLA0_A10549g,K_lactis
Cluster9057,gene:KLLA0_F12540g,K_lactis
Cluster9057,CAGL0K01969g,C_glabrata
Cluster9057,gene-YBL025W,S_cerevisiae
Cluster9057,orf19.519,C_albicans
Cluster9058,orf19.3792,C_albicans
Cluster9058,gene:KLLA0_F27357g,K_lactis
Cluster9058,CAGL0M07029g,C_glabrata
Cluster9058,gene-YCR077C,S_cerevisiae
Cluster9059,gene:KLLA0_E10869g,K_lactis
Cluster9059,CAGL0A01562g,C_glabrata
Cluster9059,gene-YGR148C,S_cerevisiae
Cluster9059,gene-YGL031C,S_cerevisiae
Cluster9059,orf19.3789,C_albicans
Cluster9060,gene-YGL030W,S_cerevisiae
Cluster9060,gene:KLLA0_E10847g,K_lactis
Cluster9060,orf19.3788.1,C_albicans
Cluster9061,gene:KLLA0_C11385g,K_lactis
Cluster9061,orf19.5293,C_albicans
Cluster9062,orf19.5862,C_albicans
Cluster9062,gene:KLLA0_F04235g,K_lactis
Cluster9063,orf19.1164,C_albicans
Cluster9063,CAGL0H02057g,C_glabrata
Cluster9063,gene-YHR089C,S_cerevisiae
Cluster9063,gene:KLLA0_F21604g,K_lactis
Cluster9064,orf19.2555,C_albicans
Cluster9064,CAGL0J06600g,C_glabrata
Cluster9064,gene-YMR271C,S_cerevisiae
Cluster9064,gene-YML106W,S_cerevisiae
Cluster9064,gene:KLLA0_D01903g,K_lactis
Cluster9065,orf19.666,C_albicans
Cluster9065,gene:KLLA0_C01892g,K_lactis
Cluster9065,gene-YDR499W,S_cerevisiae
Cluster9065,CAGL0J08393g,C_glabrata
Cluster9066,gene:KLLA0_C06050g,K_lactis
Cluster9066,CAGL0E02387g,C_glabrata
Cluster9066,gene-YOL008W,S_cerevisiae
Cluster9066,orf19.6662,C_albicans
Cluster9067,CAGL0M11352g,C_glabrata
Cluster9067,gene-YJL178C,S_cerevisiae
Cluster9067,gene:KLLA0_A06303g,K_lactis
Cluster9067,orf19.5322,C_albicans
Cluster9068,gene:KLLA0_D12166g,K_lactis
Cluster9068,CAGL0J09482g,C_glabrata
Cluster9068,gene-YPL024W,S_cerevisiae
Cluster9068,orf19.5320,C_albicans
Cluster9069,gene-YBR248C,S_cerevisiae
Cluster9069,CAGL0C01595g,C_glabrata
Cluster9069,gene:KLLA0_F06578g,K_lactis
Cluster9069,orf19.5505,C_albicans
Cluster9070,gene:KLLA0_C16313g,K_lactis
Cluster9070,CAGL0I03674g,C_glabrata
Cluster9070,gene-YDL147W,S_cerevisiae
Cluster9070,orf19.4032,C_albicans
Cluster9071,orf19.6667,C_albicans
Cluster9071,gene-YMR263W,S_cerevisiae
Cluster9071,CAGL0H02343g,C_glabrata
Cluster9071,gene:KLLA0_E11221g,K_lactis
Cluster9072,gene:KLLA0_E22969g,K_lactis
Cluster9072,CAGL0G06182g,C_glabrata
Cluster9072,gene-YNL144C,S_cerevisiae
Cluster9072,CAGL0J05830g,C_glabrata
Cluster9072,gene-YHR131C,S_cerevisiae
Cluster9072,orf19.6660,C_albicans
Cluster9073,CAGL0K09548g,C_glabrata
Cluster9073,gene-YOR149C,S_cerevisiae
Cluster9073,gene:KLLA0_C06567g,K_lactis
Cluster9073,orf19.5792,C_albicans
Cluster9074,CAGL0K02541g,C_glabrata
Cluster9074,gene-YHL011C,S_cerevisiae
Cluster9074,gene:KLLA0_F25718g,K_lactis
Cluster9074,orf19.1575,C_albicans
Cluster9075,orf19.4611,C_albicans
Cluster9075,gene-YER099C,S_cerevisiae
Cluster9076,orf19.2245,C_albicans
Cluster9076,gene-YML001W,S_cerevisiae
Cluster9076,CAGL0E02607g,C_glabrata
Cluster9076,gene:KLLA0_D01265g,K_lactis
Cluster9077,orf19.3330,C_albicans
Cluster9077,gene:KLLA0_A05643g,K_lactis
Cluster9077,CAGL0K08316g,C_glabrata
Cluster9077,gene-YKR055W,S_cerevisiae
Cluster9078,orf19.3438,C_albicans
Cluster9078,gene-YMR214W,S_cerevisiae
Cluster9078,CAGL0F03729g,C_glabrata
Cluster9078,gene:KLLA0_C07260g,K_lactis
Cluster9079,gene:KLLA0_B00935g,K_lactis
Cluster9079,CAGL0H04741g,C_glabrata
Cluster9079,gene-YML012W,S_cerevisiae
Cluster9079,orf19.7409,C_albicans
Cluster9080,gene-YFL066C,S_cerevisiae
Cluster9080,orf19.5469,C_albicans
Cluster9081,gene-YKR059W,S_cerevisiae
Cluster9081,CAGL0I04356g,C_glabrata
Cluster9081,gene:KLLA0_A05731g,K_lactis
Cluster9081,orf19.3324,C_albicans
Cluster9082,gene:KLLA0_A10659g,K_lactis
Cluster9082,CAGL0M06567g,C_glabrata
Cluster9082,gene-YDR021W,S_cerevisiae
Cluster9082,orf19.2488,C_albicans
Cluster9083,gene-YDR333C,S_cerevisiae
Cluster9083,CAGL0M01232g,C_glabrata
Cluster9083,gene:KLLA0_F14817g,K_lactis
Cluster9083,orf19.1864,C_albicans
Cluster9084,orf19.3530,C_albicans
Cluster9084,gene-YOR061W,S_cerevisiae
Cluster9084,CAGL0G02035g,C_glabrata
Cluster9084,gene:KLLA0_F16467g,K_lactis
Cluster9085,orf19.6203,C_albicans
Cluster9085,gene:KLLA0_E18129g,K_lactis
Cluster9085,CAGL0L09691g,C_glabrata
Cluster9085,gene-YKL015W,S_cerevisiae
Cluster9086,orf19.213,C_albicans
Cluster9086,gene:KLLA0_D11374g,K_lactis
Cluster9086,CAGL0A04807g,C_glabrata
Cluster9086,gene-YFR052W,S_cerevisiae
Cluster9087,gene-YNR063W,S_cerevisiae
Cluster9087,gene:KLLA0_C19228g,K_lactis
Cluster9087,orf19.2647,C_albicans
Cluster9088,orf19.2395,C_albicans
Cluster9088,gene:KLLA0_F02838g,K_lactis
Cluster9088,CAGL0G04455g,C_glabrata
Cluster9088,gene-YJL106W,S_cerevisiae
Cluster9089,gene:KLLA0_F25696g,K_lactis
Cluster9089,gene-YKL033W-A,S_cerevisiae
Cluster9090,orf19.2947,C_albicans
Cluster9090,gene-YNL333W,S_cerevisiae
Cluster9091,gene-YDR079C-A,S_cerevisiae
Cluster9091,CAGL0K10098g,C_glabrata
Cluster9091,gene:KLLA0_C11737g,K_lactis
Cluster9091,orf19.4439.1,C_albicans
Cluster9092,gene:KLLA0_F15598g,K_lactis
Cluster9092,gene-YLL011W,S_cerevisiae
Cluster9092,CAGL0D05588g,C_glabrata
Cluster9092,orf19.5407,C_albicans
Cluster9093,gene-YPL046C,S_cerevisiae
Cluster9093,CAGL0L12716g,C_glabrata
Cluster9093,gene:KLLA0_D11726g,K_lactis
Cluster9093,orf19.6849,C_albicans
Cluster9094,gene-YPL270W,S_cerevisiae
Cluster9094,CAGL0A01133g,C_glabrata
Cluster9094,gene:KLLA0_D00748g,K_lactis
Cluster9094,orf19.5599,C_albicans
Cluster9095,gene:KLLA0_E12277g,K_lactis
Cluster9095,CAGL0D02090g,C_glabrata
Cluster9095,gene-YMR116C,S_cerevisiae
Cluster9095,orf19.6906,C_albicans
Cluster9096,CAGL0K10252g,C_glabrata
Cluster9096,gene-YOR124C,S_cerevisiae
Cluster9096,gene:KLLA0_E02377g,K_lactis
Cluster9096,orf19.457,C_albicans
Cluster9097,orf19.4330,C_albicans
Cluster9098,gene:KLLA0_D18667g,K_lactis
Cluster9098,CAGL0F05577g,C_glabrata
Cluster9098,gene-YDR194C,S_cerevisiae
Cluster9099,orf19.4334,C_albicans
Cluster9100,orf19.6590,C_albicans
Cluster9101,gene:KLLA0_C15653g,K_lactis
Cluster9101,gene-YPR095C,S_cerevisiae
Cluster9101,CAGL0K08096g,C_glabrata
Cluster9102,orf19.5217,C_albicans
Cluster9103,gene-YMR161W,S_cerevisiae
Cluster9103,CAGL0H04499g,C_glabrata
Cluster9103,gene:KLLA0_E01629g,K_lactis
Cluster9103,orf19.7175,C_albicans
Cluster9104,gene:KLLA0_F15950g,K_lactis
Cluster9104,gene-YOR046C,S_cerevisiae
Cluster9104,CAGL0L10021g,C_glabrata
Cluster9104,orf19.1661,C_albicans
Cluster9105,gene:KLLA0_F00946g,K_lactis
Cluster9105,gene-YOR201C,S_cerevisiae
Cluster9105,CAGL0I10989g,C_glabrata
Cluster9105,orf19.182,C_albicans
Cluster9106,gene-YLR172C,S_cerevisiae
Cluster9106,CAGL0B04961g,C_glabrata
Cluster9106,gene:KLLA0_F22836g,K_lactis
Cluster9106,orf19.1124.2,C_albicans
Cluster9107,CAGL0B02816g,C_glabrata
Cluster9107,gene-YLR357W,S_cerevisiae
Cluster9107,orf19.2964,C_albicans
Cluster9107,CAGL0K04389g,C_glabrata
Cluster9107,gene-YGR056W,S_cerevisiae
Cluster9107,gene:KLLA0_B13211g,K_lactis
Cluster9108,gene-YJR031C,S_cerevisiae
Cluster9108,CAGL0M08052g,C_glabrata
Cluster9108,gene:KLLA0_E22727g,K_lactis
Cluster9109,gene:KLLA0_D13684g,K_lactis
Cluster9109,CAGL0H09768g,C_glabrata
Cluster9109,gene-YER004W,S_cerevisiae
Cluster9109,orf19.4898,C_albicans
Cluster9110,gene:KLLA0_F11418g,K_lactis
Cluster9110,CAGL0M02365g,C_glabrata
Cluster9110,gene-YPL148C,S_cerevisiae
Cluster9110,orf19.4812,C_albicans
Cluster9111,orf19.1805,C_albicans
Cluster9111,gene:KLLA0_E08955g,K_lactis
Cluster9111,gene-YGL153W,S_cerevisiae
Cluster9111,CAGL0E05082g,C_glabrata
Cluster9112,gene-YGL213C,S_cerevisiae
Cluster9112,CAGL0I07073g,C_glabrata
Cluster9112,gene:KLLA0_A01650g,K_lactis
Cluster9112,orf19.5764,C_albicans
Cluster9113,gene:KLLA0_F08954g,K_lactis
Cluster9113,CAGL0K12518g,C_glabrata
Cluster9113,gene-YFL030W,S_cerevisiae
Cluster9113,orf19.1078,C_albicans
Cluster9114,CAGL0M13739g,C_glabrata
Cluster9114,gene-YMR301C,S_cerevisiae
Cluster9114,gene:KLLA0_A10131g,K_lactis
Cluster9114,orf19.1077,C_albicans
Cluster9115,CAGL0C02673g,C_glabrata
Cluster9115,gene-YLR392C,S_cerevisiae
Cluster9115,orf19.3701,C_albicans
Cluster9116,orf19.3555,C_albicans
Cluster9116,CAGL0I04466g,C_glabrata
Cluster9116,gene-YAR014C,S_cerevisiae
Cluster9116,gene:KLLA0_C04257g,K_lactis
Cluster9117,CAGL0M07920g,C_glabrata
Cluster9117,gene-YGR087C,S_cerevisiae
Cluster9117,orf19.4608,C_albicans
Cluster9118,gene-YLR044C,S_cerevisiae
Cluster9118,gene:KLLA0_E16303g,K_lactis
Cluster9118,orf19.2877,C_albicans
Cluster9119,orf19.3697,C_albicans
Cluster9119,gene:KLLA0_F24244g,K_lactis
Cluster9119,gene-YNL127W,S_cerevisiae
Cluster9119,CAGL0L04158g,C_glabrata
Cluster9120,orf19.3212,C_albicans
Cluster9120,gene:KLLA0_E13179g,K_lactis
Cluster9120,gene-YNL291C,S_cerevisiae
Cluster9120,CAGL0M03597g,C_glabrata
Cluster9121,orf19.5849,C_albicans
Cluster9121,CAGL0M02651g,C_glabrata
Cluster9121,gene-YPL133C,S_cerevisiae
Cluster9121,gene:KLLA0_D07029g,K_lactis
Cluster9122,gene:KLLA0_F10417g,K_lactis
Cluster9122,CAGL0K06985g,C_glabrata
Cluster9122,gene-YBR239C,S_cerevisiae
Cluster9122,orf19.2423,C_albicans
Cluster9123,orf19.1276,C_albicans
Cluster9123,gene:KLLA0_D05841g,K_lactis
Cluster9124,orf19.1070,C_albicans
Cluster9124,gene:KLLA0_D14509g,K_lactis
Cluster9124,gene-YMR010W,S_cerevisiae
Cluster9124,CAGL0K08822g,C_glabrata
Cluster9125,gene:KLLA0_D01452g,K_lactis
Cluster9125,CAGL0M03025g,C_glabrata
Cluster9125,gene-YMR280C,S_cerevisiae
Cluster9125,orf19.5097,C_albicans
Cluster9126,gene:KLLA0_E18195g,K_lactis
Cluster9126,gene-YIR023W,S_cerevisiae
Cluster9126,CAGL0F06743g,C_glabrata
Cluster9126,orf19.3252,C_albicans
Cluster9127,gene:KLLA0_F13904g,K_lactis
Cluster9127,gene-YJL103C,S_cerevisiae
Cluster9127,CAGL0L03674g,C_glabrata
Cluster9127,orf19.4450,C_albicans
Cluster9128,gene-YOR396W,S_cerevisiae
Cluster9129,orf19.900,C_albicans
Cluster9129,gene:KLLA0_E11793g,K_lactis
Cluster9129,CAGL0J00781g,C_glabrata
Cluster9129,gene-YJL041W,S_cerevisiae
Cluster9130,gene:KLLA0_C02299g,K_lactis
Cluster9130,CAGL0J08228g,C_glabrata
Cluster9130,gene-YNL272C,S_cerevisiae
Cluster9130,orf19.4928,C_albicans
Cluster9131,orf19.532,C_albicans
Cluster9132,CAGL0C03872g,C_glabrata
Cluster9133,CAGL0F01463g,C_glabrata
Cluster9133,gene-YBR067C,S_cerevisiae
Cluster9133,gene-YIL011W,S_cerevisiae
Cluster9134,orf19.188,C_albicans
Cluster9135,gene:KLLA0_A09779g,K_lactis
Cluster9136,gene-YPL017C,S_cerevisiae
Cluster9137,gene-YHR133C,S_cerevisiae
Cluster9138,orf19.5842,C_albicans
Cluster9139,orf19.7433,C_albicans
Cluster9139,gene:KLLA0_F26697g,K_lactis
Cluster9139,gene-YKL068W,S_cerevisiae
Cluster9139,CAGL0L04928g,C_glabrata
Cluster9140,orf19.1440,C_albicans
Cluster9141,CAGL0C02475g,C_glabrata
Cluster9142,orf19.6211,C_albicans
Cluster9143,gene:KLLA0_D05467g,K_lactis
Cluster9143,gene-YLR069C,S_cerevisiae
Cluster9143,CAGL0F01529g,C_glabrata
Cluster9143,orf19.4932,C_albicans
Cluster9144,orf19.6205,C_albicans
Cluster9145,orf19.1764,C_albicans
Cluster9146,orf19.6336,C_albicans
Cluster9147,orf19.6337,C_albicans
Cluster9148,orf19.6035,C_albicans
