cluster_id,genes,gene_list,size,species_count
Cluster9057,gene:KLLA0_F12540g CAGL0K01969g gene-YBL025W orf19.519,"['gene:KLLA0_F12540g', 'CAGL0K01969g', 'gene-YBL025W', 'orf19.519']",4,4
Cluster9058,orf19.3792 gene:KLLA0_F27357g CAGL0M07029g gene-YCR077C,"['orf19.3792', 'gene:KLLA0_F27357g', 'CAGL0M07029g', 'gene-YCR077C']",4,4
Cluster9059,gene:KLLA0_E10869g CAGL0A01562g gene-YGR148C gene-YGL031C orf19.3789,"['gene:KLLA0_E10869g', 'CAGL0A01562g', 'gene-YGR148C', 'gene-YGL031C', 'orf19.3789']",5,4
Cluster9060,gene-YGL030W gene:KLLA0_E10847g orf19.3788.1,"['gene-YGL030W', 'gene:KLLA0_E10847g', 'orf19.3788.1']",3,3
Cluster9061,gene:KLLA0_C11385g orf19.5293,"['gene:KLLA0_C11385g', 'orf19.5293']",2,2
Cluster9062,orf19.5862 gene:KLLA0_F04235g,"['orf19.5862', 'gene:KLLA0_F04235g']",2,2
Cluster9063,orf19.1164 CAGL0H02057g gene-YHR089C gene:KLLA0_F21604g,"['orf19.1164', 'CAGL0H02057g', 'gene-YHR089C', 'gene:KLLA0_F21604g']",4,4
Cluster9064,orf19.2555 CAGL0J06600g gene-YMR271C gene-YML106W gene:KLLA0_D01903g,"['orf19.2555', 'CAGL0J06600g', 'gene-YMR271C', 'gene-YML106W', 'gene:KLLA0_D01903g']",5,4
Cluster9065,orf19.666 gene:KLLA0_C01892g gene-YDR499W CAGL0J08393g,"['orf19.666', 'gene:KLLA0_C01892g', 'gene-YDR499W', 'CAGL0J08393g']",4,4
Cluster9066,gene:KLLA0_C06050g CAGL0E02387g gene-YOL008W orf19.6662,"['gene:KLLA0_C06050g', 'CAGL0E02387g', 'gene-YOL008W', 'orf19.6662']",4,4
Cluster9067,CAGL0M11352g gene-YJL178C gene:KLLA0_A06303g orf19.5322,"['CAGL0M11352g', 'gene-YJL178C', 'gene:KLLA0_A06303g', 'orf19.5322']",4,4
Cluster9068,gene:KLLA0_D12166g CAGL0J09482g gene-YPL024W orf19.5320,"['gene:KLLA0_D12166g', 'CAGL0J09482g', 'gene-YPL024W', 'orf19.5320']",4,4
Cluster9069,gene-YBR248C CAGL0C01595g gene:KLLA0_F06578g orf19.5505,"['gene-YBR248C', 'CAGL0C01595g', 'gene:KLLA0_F06578g', 'orf19.5505']",4,4
Cluster9070,gene:KLLA0_C16313g CAGL0I03674g gene-YDL147W orf19.4032,"['gene:KLLA0_C16313g', 'CAGL0I03674g', 'gene-YDL147W', 'orf19.4032']",4,4
Cluster9071,orf19.6667 gene-YMR263W CAGL0H02343g gene:KLLA0_E11221g,"['orf19.6667', 'gene-YMR263W', 'CAGL0H02343g', 'gene:KLLA0_E11221g']",4,4
Cluster9072,gene:KLLA0_E22969g CAGL0G06182g gene-YNL144C CAGL0J05830g gene-YHR131C orf19.6660,"['gene:KLLA0_E22969g', 'CAGL0G06182g', 'gene-YNL144C', 'CAGL0J05830g', 'gene-YHR131C', 'orf19.6660']",6,4
Cluster9073,CAGL0K09548g gene-YOR149C gene:KLLA0_C06567g orf19.5792,"['CAGL0K09548g', 'gene-YOR149C', 'gene:KLLA0_C06567g', 'orf19.5792']",4,4
Cluster9074,CAGL0K02541g gene-YHL011C gene:KLLA0_F25718g orf19.1575,"['CAGL0K02541g', 'gene-YHL011C', 'gene:KLLA0_F25718g', 'orf19.1575']",4,4
Cluster9075,orf19.4611 gene-YER099C,"['orf19.4611', 'gene-YER099C']",2,2
Cluster9076,orf19.2245 gene-YML001W CAGL0E02607g gene:KLLA0_D01265g,"['orf19.2245', 'gene-YML001W', 'CAGL0E02607g', 'gene:KLLA0_D01265g']",4,4
Cluster9077,orf19.3330 gene:KLLA0_A05643g CAGL0K08316g gene-YKR055W,"['orf19.3330', 'gene:KLLA0_A05643g', 'CAGL0K08316g', 'gene-YKR055W']",4,4
Cluster9078,orf19.3438 gene-YMR214W CAGL0F03729g gene:KLLA0_C07260g,"['orf19.3438', 'gene-YMR214W', 'CAGL0F03729g', 'gene:KLLA0_C07260g']",4,4
Cluster9079,gene:KLLA0_B00935g CAGL0H04741g gene-YML012W orf19.7409,"['gene:KLLA0_B00935g', 'CAGL0H04741g', 'gene-YML012W', 'orf19.7409']",4,4
Cluster9080,gene-YFL066C orf19.5469,"['gene-YFL066C', 'orf19.5469']",2,2
Cluster9081,gene-YKR059W CAGL0I04356g gene:KLLA0_A05731g orf19.3324,"['gene-YKR059W', 'CAGL0I04356g', 'gene:KLLA0_A05731g', 'orf19.3324']",4,4
Cluster9082,gene:KLLA0_A10659g CAGL0M06567g gene-YDR021W orf19.2488,"['gene:KLLA0_A10659g', 'CAGL0M06567g', 'gene-YDR021W', 'orf19.2488']",4,4
Cluster9083,gene-YDR333C CAGL0M01232g gene:KLLA0_F14817g orf19.1864,"['gene-YDR333C', 'CAGL0M01232g', 'gene:KLLA0_F14817g', 'orf19.1864']",4,4
Cluster9084,orf19.3530 gene-YOR061W CAGL0G02035g gene:KLLA0_F16467g,"['orf19.3530', 'gene-YOR061W', 'CAGL0G02035g', 'gene:KLLA0_F16467g']",4,4
Cluster9085,orf19.6203 gene:KLLA0_E18129g CAGL0L09691g gene-YKL015W,"['orf19.6203', 'gene:KLLA0_E18129g', 'CAGL0L09691g', 'gene-YKL015W']",4,4
Cluster9086,orf19.213 gene:KLLA0_D11374g CAGL0A04807g gene-YFR052W,"['orf19.213', 'gene:KLLA0_D11374g', 'CAGL0A04807g', 'gene-YFR052W']",4,4
Cluster9087,gene-YNR063W gene:KLLA0_C19228g orf19.2647,"['gene-YNR063W', 'gene:KLLA0_C19228g', 'orf19.2647']",3,3
Cluster9088,orf19.2395 gene:KLLA0_F02838g CAGL0G04455g gene-YJL106W,"['orf19.2395', 'gene:KLLA0_F02838g', 'CAGL0G04455g', 'gene-YJL106W']",4,4
Cluster9089,gene:KLLA0_F25696g gene-YKL033W-A,"['gene:KLLA0_F25696g', 'gene-YKL033W-A']",2,2
Cluster9090,orf19.2947 gene-YNL333W,"['orf19.2947', 'gene-YNL333W']",2,2
Cluster9091,gene-YDR079C-A CAGL0K10098g gene:KLLA0_C11737g orf19.4439.1,"['gene-YDR079C-A', 'CAGL0K10098g', 'gene:KLLA0_C11737g', 'orf19.4439.1']",4,4
Cluster9092,gene:KLLA0_F15598g gene-YLL011W CAGL0D05588g orf19.5407,"['gene:KLLA0_F15598g', 'gene-YLL011W', 'CAGL0D05588g', 'orf19.5407']",4,4
Cluster9093,gene-YPL046C CAGL0L12716g gene:KLLA0_D11726g orf19.6849,"['gene-YPL046C', 'CAGL0L12716g', 'gene:KLLA0_D11726g', 'orf19.6849']",4,4
Cluster9094,gene-YPL270W CAGL0A01133g gene:KLLA0_D00748g orf19.5599,"['gene-YPL270W', 'CAGL0A01133g', 'gene:KLLA0_D00748g', 'orf19.5599']",4,4
Cluster9095,gene:KLLA0_E12277g CAGL0D02090g gene-YMR116C orf19.6906,"['gene:KLLA0_E12277g', 'CAGL0D02090g', 'gene-YMR116C', 'orf19.6906']",4,4
Cluster9096,CAGL0K10252g gene-YOR124C gene:KLLA0_E02377g orf19.457,"['CAGL0K10252g', 'gene-YOR124C', 'gene:KLLA0_E02377g', 'orf19.457']",4,4
Cluster9097,orf19.4330,['orf19.4330'],1,1
Cluster9098,gene:KLLA0_D18667g CAGL0F05577g gene-YDR194C,"['gene:KLLA0_D18667g', 'CAGL0F05577g', 'gene-YDR194C']",3,3
Cluster9099,orf19.4334,['orf19.4334'],1,1
Cluster9100,orf19.6590,['orf19.6590'],1,1
Cluster9101,gene:KLLA0_C15653g gene-YPR095C CAGL0K08096g,"['gene:KLLA0_C15653g', 'gene-YPR095C', 'CAGL0K08096g']",3,3
Cluster9102,orf19.5217,['orf19.5217'],1,1
Cluster9103,gene-YMR161W CAGL0H04499g gene:KLLA0_E01629g orf19.7175,"['gene-YMR161W', 'CAGL0H04499g', 'gene:KLLA0_E01629g', 'orf19.7175']",4,4
Cluster9104,gene:KLLA0_F15950g gene-YOR046C CAGL0L10021g orf19.1661,"['gene:KLLA0_F15950g', 'gene-YOR046C', 'CAGL0L10021g', 'orf19.1661']",4,4
Cluster9105,gene:KLLA0_F00946g gene-YOR201C CAGL0I10989g orf19.182,"['gene:KLLA0_F00946g', 'gene-YOR201C', 'CAGL0I10989g', 'orf19.182']",4,4
Cluster9106,gene-YLR172C CAGL0B04961g gene:KLLA0_F22836g orf19.1124.2,"['gene-YLR172C', 'CAGL0B04961g', 'gene:KLLA0_F22836g', 'orf19.1124.2']",4,4
Cluster9107,CAGL0B02816g gene-YLR357W orf19.2964 CAGL0K04389g gene-YGR056W gene:KLLA0_B13211g,"['CAGL0B02816g', 'gene-YLR357W', 'orf19.2964', 'CAGL0K04389g', 'gene-YGR056W', 'gene:KLLA0_B13211g']",6,4
Cluster9108,gene-YJR031C CAGL0M08052g gene:KLLA0_E22727g,"['gene-YJR031C', 'CAGL0M08052g', 'gene:KLLA0_E22727g']",3,3
Cluster9109,gene:KLLA0_D13684g CAGL0H09768g gene-YER004W orf19.4898,"['gene:KLLA0_D13684g', 'CAGL0H09768g', 'gene-YER004W', 'orf19.4898']",4,4
Cluster9110,gene:KLLA0_F11418g CAGL0M02365g gene-YPL148C orf19.4812,"['gene:KLLA0_F11418g', 'CAGL0M02365g', 'gene-YPL148C', 'orf19.4812']",4,4
Cluster9111,orf19.1805 gene:KLLA0_E08955g gene-YGL153W CAGL0E05082g,"['orf19.1805', 'gene:KLLA0_E08955g', 'gene-YGL153W', 'CAGL0E05082g']",4,4
Cluster9112,gene-YGL213C CAGL0I07073g gene:KLLA0_A01650g orf19.5764,"['gene-YGL213C', 'CAGL0I07073g', 'gene:KLLA0_A01650g', 'orf19.5764']",4,4
Cluster9113,gene:KLLA0_F08954g CAGL0K12518g gene-YFL030W orf19.1078,"['gene:KLLA0_F08954g', 'CAGL0K12518g', 'gene-YFL030W', 'orf19.1078']",4,4
Cluster9114,CAGL0M13739g gene-YMR301C gene:KLLA0_A10131g orf19.1077,"['CAGL0M13739g', 'gene-YMR301C', 'gene:KLLA0_A10131g', 'orf19.1077']",4,4
Cluster9115,CAGL0C02673g gene-YLR392C orf19.3701,"['CAGL0C02673g', 'gene-YLR392C', 'orf19.3701']",3,3
Cluster9116,orf19.3555 CAGL0I04466g gene-YAR014C gene:KLLA0_C04257g,"['orf19.3555', 'CAGL0I04466g', 'gene-YAR014C', 'gene:KLLA0_C04257g']",4,4
Cluster9117,CAGL0M07920g gene-YGR087C orf19.4608,"['CAGL0M07920g', 'gene-YGR087C', 'orf19.4608']",3,3
Cluster9118,gene-YLR044C gene:KLLA0_E16303g orf19.2877,"['gene-YLR044C', 'gene:KLLA0_E16303g', 'orf19.2877']",3,3
Cluster9119,orf19.3697 gene:KLLA0_F24244g gene-YNL127W CAGL0L04158g,"['orf19.3697', 'gene:KLLA0_F24244g', 'gene-YNL127W', 'CAGL0L04158g']",4,4
Cluster9120,orf19.3212 gene:KLLA0_E13179g gene-YNL291C CAGL0M03597g,"['orf19.3212', 'gene:KLLA0_E13179g', 'gene-YNL291C', 'CAGL0M03597g']",4,4
Cluster9121,orf19.5849 CAGL0M02651g gene-YPL133C gene:KLLA0_D07029g,"['orf19.5849', 'CAGL0M02651g', 'gene-YPL133C', 'gene:KLLA0_D07029g']",4,4
Cluster9122,gene:KLLA0_F10417g CAGL0K06985g gene-YBR239C orf19.2423,"['gene:KLLA0_F10417g', 'CAGL0K06985g', 'gene-YBR239C', 'orf19.2423']",4,4
Cluster9123,orf19.1276 gene:KLLA0_D05841g,"['orf19.1276', 'gene:KLLA0_D05841g']",2,2
Cluster9124,orf19.1070 gene:KLLA0_D14509g gene-YMR010W CAGL0K08822g,"['orf19.1070', 'gene:KLLA0_D14509g', 'gene-YMR010W', 'CAGL0K08822g']",4,4
Cluster9125,gene:KLLA0_D01452g CAGL0M03025g gene-YMR280C orf19.5097,"['gene:KLLA0_D01452g', 'CAGL0M03025g', 'gene-YMR280C', 'orf19.5097']",4,4
Cluster9126,gene:KLLA0_E18195g gene-YIR023W CAGL0F06743g orf19.3252,"['gene:KLLA0_E18195g', 'gene-YIR023W', 'CAGL0F06743g', 'orf19.3252']",4,4
Cluster9127,gene:KLLA0_F13904g gene-YJL103C CAGL0L03674g orf19.4450,"['gene:KLLA0_F13904g', 'gene-YJL103C', 'CAGL0L03674g', 'orf19.4450']",4,4
Cluster9128,gene-YOR396W,['gene-YOR396W'],1,1
Cluster9129,orf19.900 gene:KLLA0_E11793g CAGL0J00781g gene-YJL041W,"['orf19.900', 'gene:KLLA0_E11793g', 'CAGL0J00781g', 'gene-YJL041W']",4,4
Cluster9130,gene:KLLA0_C02299g CAGL0J08228g gene-YNL272C orf19.4928,"['gene:KLLA0_C02299g', 'CAGL0J08228g', 'gene-YNL272C', 'orf19.4928']",4,4
Cluster9131,orf19.532,['orf19.532'],1,1
Cluster9132,CAGL0C03872g,['CAGL0C03872g'],1,1
Cluster9133,CAGL0F01463g gene-YBR067C gene-YIL011W,"['CAGL0F01463g', 'gene-YBR067C', 'gene-YIL011W']",3,2
Cluster9134,orf19.188,['orf19.188'],1,1
Cluster9135,gene:KLLA0_A09779g,['gene:KLLA0_A09779g'],1,1
Cluster9136,gene-YPL017C,['gene-YPL017C'],1,1
Cluster9137,gene-YHR133C,['gene-YHR133C'],1,1
Cluster9138,orf19.5842,['orf19.5842'],1,1
Cluster9139,orf19.7433 gene:KLLA0_F26697g gene-YKL068W CAGL0L04928g,"['orf19.7433', 'gene:KLLA0_F26697g', 'gene-YKL068W', 'CAGL0L04928g']",4,4
Cluster9140,orf19.1440,['orf19.1440'],1,1
Cluster9141,CAGL0C02475g,['CAGL0C02475g'],1,1
Cluster9142,orf19.6211,['orf19.6211'],1,1
Cluster9143,gene:KLLA0_D05467g gene-YLR069C CAGL0F01529g orf19.4932,"['gene:KLLA0_D05467g', 'gene-YLR069C', 'CAGL0F01529g', 'orf19.4932']",4,4
Cluster9144,orf19.6205,['orf19.6205'],1,1
Cluster9145,orf19.1764,['orf19.1764'],1,1
Cluster9146,orf19.6336,['orf19.6336'],1,1
Cluster9147,orf19.6337,['orf19.6337'],1,1
Cluster9148,orf19.6035,['orf19.6035'],1,1
Cluster9149,orf19.6967,['orf19.6967'],1,1
Cluster9150,orf19.1766,['orf19.1766'],1,1
Cluster9151,orf19.4712,['orf19.4712'],1,1
Cluster9152,orf19.6957,['orf19.6957'],1,1
Cluster9153,orf19.5719,['orf19.5719'],1,1
Cluster9154,orf19.638 gene-YOR388C,"['orf19.638', 'gene-YOR388C']",2,2
Cluster9155,orf19.5717,['orf19.5717'],1,1
Cluster9156,gene-YDR194W-A,['gene-YDR194W-A'],1,1
Cluster9157,gene-YGL223C CAGL0I06919g gene:KLLA0_A01430g,"['gene-YGL223C', 'CAGL0I06919g', 'gene:KLLA0_A01430g']",3,3
Cluster9158,orf19.2989 CAGL0J08272g gene-YNL274C gene:KLLA0_C02167g,"['orf19.2989', 'CAGL0J08272g', 'gene-YNL274C', 'gene:KLLA0_C02167g']",4,4
Cluster9159,orf19.7428 gene:KLLA0_C14256g CAGL0K11528g gene-YKL114C,"['orf19.7428', 'gene:KLLA0_C14256g', 'CAGL0K11528g', 'gene-YKL114C']",4,4
Cluster9160,orf19.4463,['orf19.4463'],1,1
Cluster9161,gene-YLR466W,['gene-YLR466W'],1,1
Cluster9162,orf19.6592,['orf19.6592'],1,1
Cluster9163,CAGL0M08470r,['CAGL0M08470r'],1,1
Cluster9164,orf19.35,['orf19.35'],1,1
Cluster9165,orf19.4711,['orf19.4711'],1,1
Cluster9166,gene-YNCN0017W,['gene-YNCN0017W'],1,1
Cluster9167,orf19.317 gene-YLR209C CAGL0J08800g gene:KLLA0_C16621g,"['orf19.317', 'gene-YLR209C', 'CAGL0J08800g', 'gene:KLLA0_C16621g']",4,4
Cluster9168,orf19.31,['orf19.31'],1,1
Cluster9169,orf19.4867 gene:KLLA0_B07579g gene-YJL187C CAGL0K00693g,"['orf19.4867', 'gene:KLLA0_B07579g', 'gene-YJL187C', 'CAGL0K00693g']",4,4
Cluster9170,gene:KLLA0_F17281g gene-YLR038C CAGL0A03542g orf19.1082.1,"['gene:KLLA0_F17281g', 'gene-YLR038C', 'CAGL0A03542g', 'orf19.1082.1']",4,4
Cluster9171,orf19.2528 gene-YNL039W CAGL0G01584g gene:KLLA0_E08471g,"['orf19.2528', 'gene-YNL039W', 'CAGL0G01584g', 'gene:KLLA0_E08471g']",4,4
Cluster9172,orf19.7144 gene-YKR084C CAGL0G02255g gene:KLLA0_A07799g,"['orf19.7144', 'gene-YKR084C', 'CAGL0G02255g', 'gene:KLLA0_A07799g']",4,4
Cluster9173,orf19.3177 gene:KLLA0_F24794g gene-YDL036C CAGL0K01485g CAGL0C05291g gene-YOL066C,"['orf19.3177', 'gene:KLLA0_F24794g', 'gene-YDL036C', 'CAGL0K01485g', 'CAGL0C05291g', 'gene-YOL066C']",6,4
Cluster9174,orf19.3114 gene-YLR165C CAGL0H02717g gene:KLLA0_D18172g,"['orf19.3114', 'gene-YLR165C', 'CAGL0H02717g', 'gene:KLLA0_D18172g']",4,4
Cluster9175,orf19.5947 gene:KLLA0_D17358g CAGL0E00847g gene-YDR170C,"['orf19.5947', 'gene:KLLA0_D17358g', 'CAGL0E00847g', 'gene-YDR170C']",4,4
Cluster9176,CAGL0G02563g orf19.3815,"['CAGL0G02563g', 'orf19.3815']",2,2
Cluster9177,gene:KLLA0_B08998g gene-YPR080W gene-YBR118W CAGL0K07832g CAGL0D01188g orf19.382,"['gene:KLLA0_B08998g', 'gene-YPR080W', 'gene-YBR118W', 'CAGL0K07832g', 'CAGL0D01188g', 'orf19.382']",6,4
Cluster9178,gene:KLLA0_F14553g gene-YGR169C CAGL0I08789g orf19.2788,"['gene:KLLA0_F14553g', 'gene-YGR169C', 'CAGL0I08789g', 'orf19.2788']",4,4
Cluster9179,orf19.7207 CAGL0I06765g gene-YER144C,"['orf19.7207', 'CAGL0I06765g', 'gene-YER144C']",3,3
Cluster9180,gene:KLLA0_E21077g CAGL0B01507g gene-YOL140W orf19.3770,"['gene:KLLA0_E21077g', 'CAGL0B01507g', 'gene-YOL140W', 'orf19.3770']",4,4
Cluster9181,orf19.3769 CAGL0G07997g gene-YNR039C gene:KLLA0_F06897g,"['orf19.3769', 'CAGL0G07997g', 'gene-YNR039C', 'gene:KLLA0_F06897g']",4,4
Cluster9182,orf19.2552,['orf19.2552'],1,1
Cluster9183,orf19.2529 gene-YNL038W gene:KLLA0_E08493g,"['orf19.2529', 'gene-YNL038W', 'gene:KLLA0_E08493g']",3,3
Cluster9184,orf19.3166 CAGL0B01551g gene-YDR141C gene:KLLA0_F17930g,"['orf19.3166', 'CAGL0B01551g', 'gene-YDR141C', 'gene:KLLA0_F17930g']",4,4
Cluster9185,CAGL0I03036g gene-YNL284C orf19.3532,"['CAGL0I03036g', 'gene-YNL284C', 'orf19.3532']",3,3
Cluster9186,gene-YOR310C CAGL0I09790g gene:KLLA0_F08613g orf19.1199,"['gene-YOR310C', 'CAGL0I09790g', 'gene:KLLA0_F08613g', 'orf19.1199']",4,4
Cluster9187,orf19.5698 gene:KLLA0_F19272g gene-YDR116C CAGL0B01815g,"['orf19.5698', 'gene:KLLA0_F19272g', 'gene-YDR116C', 'CAGL0B01815g']",4,4
Cluster9188,CAGL0B01705g gene-YDR108W gene:KLLA0_F18953g orf19.3764,"['CAGL0B01705g', 'gene-YDR108W', 'gene:KLLA0_F18953g', 'orf19.3764']",4,4
Cluster9189,gene:KLLA0_E20175g gene-YBL059C-A orf19.1336.2,"['gene:KLLA0_E20175g', 'gene-YBL059C-A', 'orf19.1336.2']",3,3
Cluster9190,orf19.413.1 gene-YHR021C,"['orf19.413.1', 'gene-YHR021C']",2,2
Cluster9191,orf19.4189,['orf19.4189'],1,1
Cluster9192,CAGL0H05247g gene-YPL068C,"['CAGL0H05247g', 'gene-YPL068C']",2,2
Cluster9193,gene:KLLA0_D06259g CAGL0L03498g gene-YJL094C,"['gene:KLLA0_D06259g', 'CAGL0L03498g', 'gene-YJL094C']",3,3
Cluster9194,gene:KLLA0_D03278g gene-YPL201C CAGL0G09064g,"['gene:KLLA0_D03278g', 'gene-YPL201C', 'CAGL0G09064g']",3,3
Cluster9195,CAGL0M13563g,['CAGL0M13563g'],1,1
Cluster9196,CAGL0J11847r,['CAGL0J11847r'],1,1
Cluster9197,gene-YER044C-A,['gene-YER044C-A'],1,1
Cluster9198,gene:KLLA0_D17127g CAGL0M04620g,"['gene:KLLA0_D17127g', 'CAGL0M04620g']",2,2
Cluster9199,CAGL0L08536g,['CAGL0L08536g'],1,1
Cluster9200,gene-YPL062W,['gene-YPL062W'],1,1
Cluster9201,CAGL0K10906g,['CAGL0K10906g'],1,1
Cluster9202,orf19.5489,['orf19.5489'],1,1
Cluster9203,orf19.3583 gene-YIL063C CAGL0M12617g gene:KLLA0_C07953g,"['orf19.3583', 'gene-YIL063C', 'CAGL0M12617g', 'gene:KLLA0_C07953g']",4,4
Cluster9204,gene-YDR157W,['gene-YDR157W'],1,1
Cluster9205,gene-YLR255C,['gene-YLR255C'],1,1
Cluster9206,gene:KLLA0_B05885g,['gene:KLLA0_B05885g'],1,1
Cluster9207,gene:KLLA0_B04092g,['gene:KLLA0_B04092g'],1,1
Cluster9208,gene:KLLA0_A01474g,['gene:KLLA0_A01474g'],1,1
Cluster9209,gene:KLLA0_B09042g,['gene:KLLA0_B09042g'],1,1
Cluster9210,CAGL0J01617r gene-YNCG0028W gene-YNCJ0029W,"['CAGL0J01617r', 'gene-YNCG0028W', 'gene-YNCJ0029W']",3,2
Cluster9211,orf19.1936 gene:KLLA0_A03806g CAGL0M08910g gene-YDR477W,"['orf19.1936', 'gene:KLLA0_A03806g', 'CAGL0M08910g', 'gene-YDR477W']",4,4
Cluster9212,gene:KLLA0_A00825g,['gene:KLLA0_A00825g'],1,1
Cluster9213,gene:KLLA0_B04224g,['gene:KLLA0_B04224g'],1,1
Cluster9214,gene:KLLA0_B03894g gene-YJR138W CAGL0M00352g orf19.2949,"['gene:KLLA0_B03894g', 'gene-YJR138W', 'CAGL0M00352g', 'orf19.2949']",4,4
Cluster9215,CAGL0J08954g gene-YLR216C gene:KLLA0_F05093g orf19.7654,"['CAGL0J08954g', 'gene-YLR216C', 'gene:KLLA0_F05093g', 'orf19.7654']",4,4
Cluster9216,orf19.7421 gene:KLLA0_C08635g gene-YHR057C CAGL0H01529g CAGL0J03520g gene-YCR069W gene-YNR028W,"['orf19.7421', 'gene:KLLA0_C08635g', 'gene-YHR057C', 'CAGL0H01529g', 'CAGL0J03520g', 'gene-YCR069W', 'gene-YNR028W']",7,4
Cluster9217,orf19.1517 gene-YDR035W CAGL0H10142g gene:KLLA0_F18744g,"['orf19.1517', 'gene-YDR035W', 'CAGL0H10142g', 'gene:KLLA0_F18744g']",4,4
Cluster9218,gene:KLLA0_E23321g gene-YPL070W CAGL0H05291g orf19.3737,"['gene:KLLA0_E23321g', 'gene-YPL070W', 'CAGL0H05291g', 'orf19.3737']",4,4
Cluster9219,gene:KLLA0_F15862g CAGL0J08712g gene-YAL022C orf19.4174,"['gene:KLLA0_F15862g', 'CAGL0J08712g', 'gene-YAL022C', 'orf19.4174']",4,4
Cluster9220,orf19.4060 CAGL0C01573g gene-YBR249C gene:KLLA0_F06556g,"['orf19.4060', 'CAGL0C01573g', 'gene-YBR249C', 'gene:KLLA0_F06556g']",4,4
Cluster9221,CAGL0D03828g gene-YHR058C gene:KLLA0_C10186g orf19.7420 orf19.7397.3,"['CAGL0D03828g', 'gene-YHR058C', 'gene:KLLA0_C10186g', 'orf19.7420', 'orf19.7397.3']",5,4
Cluster9222,orf19.3872 CAGL0J00187g gene-YGR026W gene:KLLA0_B06215g,"['orf19.3872', 'CAGL0J00187g', 'gene-YGR026W', 'gene:KLLA0_B06215g']",4,4
Cluster9223,gene:KLLA0_A11605g CAGL0K09823g gene-YNL138W-A orf19.1150.1,"['gene:KLLA0_A11605g', 'CAGL0K09823g', 'gene-YNL138W-A', 'orf19.1150.1']",4,4
Cluster9224,gene-YHR101C CAGL0L11528g gene:KLLA0_E21737g orf19.2334,"['gene-YHR101C', 'CAGL0L11528g', 'gene:KLLA0_E21737g', 'orf19.2334']",4,4
Cluster9225,CAGL0G00902g gene-YLR335W gene:KLLA0_B06138g orf19.6665,"['CAGL0G00902g', 'gene-YLR335W', 'gene:KLLA0_B06138g', 'orf19.6665']",4,4
Cluster9226,CAGL0G05918g gene-YHR142W gene:KLLA0_D07854g orf19.2444,"['CAGL0G05918g', 'gene-YHR142W', 'gene:KLLA0_D07854g', 'orf19.2444']",4,4
Cluster9227,gene:KLLA0_A10219g gene-YHR206W CAGL0F09097g orf19.971,"['gene:KLLA0_A10219g', 'gene-YHR206W', 'CAGL0F09097g', 'orf19.971']",4,4
Cluster9228,orf19.4746 gene:KLLA0_B10736g CAGL0I06490g gene-YPR169W,"['orf19.4746', 'gene:KLLA0_B10736g', 'CAGL0I06490g', 'gene-YPR169W']",4,4
Cluster9229,orf19.3854 gene-YCR008W CAGL0L07810g,"['orf19.3854', 'gene-YCR008W', 'CAGL0L07810g']",3,3
Cluster9230,gene-YEL048C CAGL0L01155g gene:KLLA0_F16731g orf19.2888,"['gene-YEL048C', 'CAGL0L01155g', 'gene:KLLA0_F16731g', 'orf19.2888']",4,4
Cluster9231,gene-YBR097W CAGL0H08437g gene:KLLA0_B11924g orf19.130,"['gene-YBR097W', 'CAGL0H08437g', 'gene:KLLA0_B11924g', 'orf19.130']",4,4
Cluster9232,orf19.4602 gene:KLLA0_F25960g gene-YKL085W CAGL0L05236g,"['orf19.4602', 'gene:KLLA0_F25960g', 'gene-YKL085W', 'CAGL0L05236g']",4,4
Cluster9233,orf19.2675 gene:KLLA0_A09537g CAGL0M13475g gene-YMR288W,"['orf19.2675', 'gene:KLLA0_A09537g', 'CAGL0M13475g', 'gene-YMR288W']",4,4
Cluster9234,orf19.173 CAGL0L03916g,"['orf19.173', 'CAGL0L03916g']",2,2
Cluster9235,orf19.2823 gene-YPR065W CAGL0D05434g gene:KLLA0_B11495g,"['orf19.2823', 'gene-YPR065W', 'CAGL0D05434g', 'gene:KLLA0_B11495g']",4,4
Cluster9236,orf19.90 gene-YFL042C CAGL0K12760g,"['orf19.90', 'gene-YFL042C', 'CAGL0K12760g']",3,3
Cluster9237,CAGL0M00132g,['CAGL0M00132g'],1,1
Cluster9238,CAGL0E06644g,['CAGL0E06644g'],1,1
Cluster9239,gene:KLLA0_E13949g,['gene:KLLA0_E13949g'],1,1
Cluster9240,gene:KLLA0_E13927g,['gene:KLLA0_E13927g'],1,1
Cluster9241,orf19.2624,['orf19.2624'],1,1
Cluster9242,gene:KLLA0_E13883g,['gene:KLLA0_E13883g'],1,1
Cluster9243,orf19.2620,['orf19.2620'],1,1
Cluster9244,orf19.7341.1,['orf19.7341.1'],1,1
Cluster9245,CaglfMt29 gene-tV(UAC)Q,"['CaglfMt29', 'gene-tV(UAC)Q']",2,0
Cluster9246,CAGL0I04510g,['CAGL0I04510g'],1,1
Cluster9247,CAGL0M09361g gene-YBL105C gene:KLLA0_E06447g orf19.5901,"['CAGL0M09361g', 'gene-YBL105C', 'gene:KLLA0_E06447g', 'orf19.5901']",4,4
Cluster9248,orf19.4423 CAGL0M01386g CAGL0F03267g gene-YDR326C gene:KLLA0_E16919g,"['orf19.4423', 'CAGL0M01386g', 'CAGL0F03267g', 'gene-YDR326C', 'gene:KLLA0_E16919g']",5,4
Cluster9249,CaalfMp04,['CaalfMp04'],1,0
