species1,gene1,species2,gene2,source,pillar_id,gene_pair
C. albicans,orf19.6511,S. cerevisiae,YJL087C,CGOB,11796,"('orf19.6511', 'YJL087C')"
S. cerevisiae,YJL087C,C. albicans,orf19.6511,CGOB,11796,"('YJL087C', 'orf19.6511')"
C. albicans,orf19.6508,S. cerevisiae,YGR057C,CGOB,11800,"('orf19.6508', 'YGR057C')"
S. cerevisiae,YGR057C,C. albicans,orf19.6508,CGOB,11800,"('YGR057C', 'orf19.6508')"
C. albicans,orf19.6506,S. cerevisiae,YMR075W,CGOB,11802,"('orf19.6506', 'YMR075W')"
S. cerevisiae,YMR075W,C. albicans,orf19.6506,CGOB,11802,"('YMR075W', 'orf19.6506')"
C. albicans,orf19.6503,S. cerevisiae,YKL167C,CGOB,11803,"('orf19.6503', 'YKL167C')"
S. cerevisiae,YKL167C,C. albicans,orf19.6503,CGOB,11803,"('YKL167C', 'orf19.6503')"
C. albicans,orf19.6502,S. cerevisiae,YDL114W,CGOB,11804,"('orf19.6502', 'YDL114W')"
S. cerevisiae,YDL114W,C. albicans,orf19.6502,CGOB,11804,"('YDL114W', 'orf19.6502')"
C. albicans,orf19.6500,S. cerevisiae,YMR062C,CGOB,11806,"('orf19.6500', 'YMR062C')"
S. cerevisiae,YMR062C,C. albicans,orf19.6500,CGOB,11806,"('YMR062C', 'orf19.6500')"
C. albicans,orf19.443,S. cerevisiae,YKL144C,CGOB,11808,"('orf19.443', 'YKL144C')"
S. cerevisiae,YKL144C,C. albicans,orf19.443,CGOB,11808,"('YKL144C', 'orf19.443')"
C. albicans,orf19.6498,S. cerevisiae,YDL115C,CGOB,11809,"('orf19.6498', 'YDL115C')"
S. cerevisiae,YDL115C,C. albicans,orf19.6498,CGOB,11809,"('YDL115C', 'orf19.6498')"
C. albicans,orf19.6496,S. cerevisiae,YOR115C,CGOB,11810,"('orf19.6496', 'YOR115C')"
S. cerevisiae,YOR115C,C. albicans,orf19.6496,CGOB,11810,"('YOR115C', 'orf19.6496')"
C. albicans,orf19.6494,S. cerevisiae,YNL197C,CGOB,11811,"('orf19.6494', 'YNL197C')"
S. cerevisiae,YNL197C,C. albicans,orf19.6494,CGOB,11811,"('YNL197C', 'orf19.6494')"
C. albicans,orf19.6489,S. cerevisiae,YDL222C,CGOB,11815,"('orf19.6489', 'YDL222C')"
S. cerevisiae,YDL222C,C. albicans,orf19.6489,CGOB,11815,"('YDL222C', 'orf19.6489')"
C. albicans,orf19.441,S. cerevisiae,YKL145W,CGOB,11819,"('orf19.441', 'YKL145W')"
S. cerevisiae,YKL145W,C. albicans,orf19.441,CGOB,11819,"('YKL145W', 'orf19.441')"
C. albicans,orf19.6481,S. cerevisiae,YDR349C,CGOB,11822,"('orf19.6481', 'YDR349C')"
S. cerevisiae,YDR349C,C. albicans,orf19.6481,CGOB,11822,"('YDR349C', 'orf19.6481')"
C. albicans,orf19.6480,S. cerevisiae,YML038C,CGOB,11823,"('orf19.6480', 'YML038C')"
S. cerevisiae,YML038C,C. albicans,orf19.6480,CGOB,11823,"('YML038C', 'orf19.6480')"
C. albicans,orf19.6479,S. cerevisiae,YDR164C,CGOB,11824,"('orf19.6479', 'YDR164C')"
S. cerevisiae,YDR164C,C. albicans,orf19.6479,CGOB,11824,"('YDR164C', 'orf19.6479')"
C. albicans,orf19.6478,S. cerevisiae,YDR135C,CGOB,11825,"('orf19.6478', 'YDR135C')"
S. cerevisiae,YDR135C,C. albicans,orf19.6478,CGOB,11825,"('YDR135C', 'orf19.6478')"
C. albicans,orf19.6477,S. cerevisiae,YDR165W,CGOB,11826,"('orf19.6477', 'YDR165W')"
S. cerevisiae,YDR165W,C. albicans,orf19.6477,CGOB,11826,"('YDR165W', 'orf19.6477')"
C. albicans,orf19.6476,S. cerevisiae,YLR114C,CGOB,11827,"('orf19.6476', 'YLR114C')"
S. cerevisiae,YLR114C,C. albicans,orf19.6476,CGOB,11827,"('YLR114C', 'orf19.6476')"
C. albicans,orf19.6472,S. cerevisiae,YDR155C,CGOB,11831,"('orf19.6472', 'YDR155C')"
S. cerevisiae,YDR155C,C. albicans,orf19.6472,CGOB,11831,"('YDR155C', 'orf19.6472')"
C. albicans,orf19.6463,S. cerevisiae,YJR072C,CGOB,11836,"('orf19.6463', 'YJR072C')"
S. cerevisiae,YJR072C,C. albicans,orf19.6463,CGOB,11836,"('YJR072C', 'orf19.6463')"
C. albicans,orf19.6462,S. cerevisiae,YKL207W,CGOB,11837,"('orf19.6462', 'YKL207W')"
S. cerevisiae,YKL207W,C. albicans,orf19.6462,CGOB,11837,"('YKL207W', 'orf19.6462')"
C. albicans,orf19.6461,S. cerevisiae,YDR231C,CGOB,11838,"('orf19.6461', 'YDR231C')"
S. cerevisiae,YDR231C,C. albicans,orf19.6461,CGOB,11838,"('YDR231C', 'orf19.6461')"
C. albicans,orf19.6460,S. cerevisiae,YKL197C,CGOB,11839,"('orf19.6460', 'YKL197C')"
S. cerevisiae,YKL197C,C. albicans,orf19.6460,CGOB,11839,"('YKL197C', 'orf19.6460')"
C. albicans,orf19.6459,S. cerevisiae,YDR284C,CGOB,11840,"('orf19.6459', 'YDR284C')"
S. cerevisiae,YDR284C,C. albicans,orf19.6459,CGOB,11840,"('YDR284C', 'orf19.6459')"
C. albicans,orf19.440,S. cerevisiae,YKL148C,CGOB,11841,"('orf19.440', 'YKL148C')"
S. cerevisiae,YKL148C,C. albicans,orf19.440,CGOB,11841,"('YKL148C', 'orf19.440')"
C. albicans,orf19.6458.1,S. cerevisiae,YER112W,CGOB,11842,"('orf19.6458.1', 'YER112W')"
S. cerevisiae,YER112W,C. albicans,orf19.6458.1,CGOB,11842,"('YER112W', 'orf19.6458.1')"
C. albicans,orf19.6457,S. cerevisiae,YBL086C,CGOB,11844,"('orf19.6457', 'YBL086C')"
S. cerevisiae,YBL086C,C. albicans,orf19.6457,CGOB,11844,"('YBL086C', 'orf19.6457')"
C. albicans,orf19.6455,S. cerevisiae,YHR122W,CGOB,11846,"('orf19.6455', 'YHR122W')"
S. cerevisiae,YHR122W,C. albicans,orf19.6455,CGOB,11846,"('YHR122W', 'orf19.6455')"
C. albicans,orf19.6452,S. cerevisiae,YNL135C,CGOB,11848,"('orf19.6452', 'YNL135C')"
S. cerevisiae,YNL135C,C. albicans,orf19.6452,CGOB,11848,"('YNL135C', 'orf19.6452')"
C. albicans,orf19.3701,S. cerevisiae,YLR392C,CGOB,11851,"('orf19.3701', 'YLR392C')"
S. cerevisiae,YLR392C,C. albicans,orf19.3701,CGOB,11851,"('YLR392C', 'orf19.3701')"
C. albicans,orf19.439,S. cerevisiae,YDR296W,CGOB,11852,"('orf19.439', 'YDR296W')"
S. cerevisiae,YDR296W,C. albicans,orf19.439,CGOB,11852,"('YDR296W', 'orf19.439')"
C. albicans,orf19.3700,S. cerevisiae,YNL121C,CGOB,11853,"('orf19.3700', 'YNL121C')"
S. cerevisiae,YNL121C,C. albicans,orf19.3700,CGOB,11853,"('YNL121C', 'orf19.3700')"
C. albicans,orf19.3699,S. cerevisiae,YNL128W,CGOB,11854,"('orf19.3699', 'YNL128W')"
S. cerevisiae,YNL128W,C. albicans,orf19.3699,CGOB,11854,"('YNL128W', 'orf19.3699')"
C. albicans,orf19.3698,S. cerevisiae,YHR121W,CGOB,11855,"('orf19.3698', 'YHR121W')"
S. cerevisiae,YHR121W,C. albicans,orf19.3698,CGOB,11855,"('YHR121W', 'orf19.3698')"
C. albicans,orf19.3697,S. cerevisiae,YNL127W,CGOB,11856,"('orf19.3697', 'YNL127W')"
S. cerevisiae,YNL127W,C. albicans,orf19.3697,CGOB,11856,"('YNL127W', 'orf19.3697')"
C. albicans,orf19.3696,S. cerevisiae,YNL131W,CGOB,11857,"('orf19.3696', 'YNL131W')"
S. cerevisiae,YNL131W,C. albicans,orf19.3696,CGOB,11857,"('YNL131W', 'orf19.3696')"
C. albicans,orf19.3695,S. cerevisiae,YHR123W,CGOB,11858,"('orf19.3695', 'YHR123W')"
S. cerevisiae,YHR123W,C. albicans,orf19.3695,CGOB,11858,"('YHR123W', 'orf19.3695')"
C. albicans,orf19.5188,S. cerevisiae,YBR038W,CGOB,11861,"('orf19.5188', 'YBR038W')"
S. cerevisiae,YBR038W,C. albicans,orf19.5188,CGOB,11861,"('YBR038W', 'orf19.5188')"
C. albicans,orf19.5184,S. cerevisiae,YGL097W,CGOB,11862,"('orf19.5184', 'YGL097W')"
S. cerevisiae,YGL097W,C. albicans,orf19.5184,CGOB,11862,"('YGL097W', 'orf19.5184')"
C. albicans,orf19.438,S. cerevisiae,YHR078W,CGOB,11863,"('orf19.438', 'YHR078W')"
S. cerevisiae,YHR078W,C. albicans,orf19.438,CGOB,11863,"('YHR078W', 'orf19.438')"
C. albicans,orf19.5182,S. cerevisiae,YDL102W,CGOB,11864,"('orf19.5182', 'YDL102W')"
S. cerevisiae,YDL102W,C. albicans,orf19.5182,CGOB,11864,"('YDL102W', 'orf19.5182')"
C. albicans,orf19.5180,S. cerevisiae,YBL064C,CGOB,11866,"('orf19.5180', 'YBL064C')"
S. cerevisiae,YBL064C,C. albicans,orf19.5180,CGOB,11866,"('YBL064C', 'orf19.5180')"
C. albicans,orf19.5178,S. cerevisiae,YMR015C,CGOB,11868,"('orf19.5178', 'YMR015C')"
S. cerevisiae,YMR015C,C. albicans,orf19.5178,CGOB,11868,"('YMR015C', 'orf19.5178')"
C. albicans,orf19.5175,S. cerevisiae,YIL030C,CGOB,11870,"('orf19.5175', 'YIL030C')"
S. cerevisiae,YIL030C,C. albicans,orf19.5175,CGOB,11870,"('YIL030C', 'orf19.5175')"
C. albicans,orf19.5174,S. cerevisiae,YML098W,CGOB,11871,"('orf19.5174', 'YML098W')"
S. cerevisiae,YML098W,C. albicans,orf19.5174,CGOB,11871,"('YML098W', 'orf19.5174')"
C. albicans,orf19.5171,S. cerevisiae,YDL095W,CGOB,11873,"('orf19.5171', 'YDL095W')"
S. cerevisiae,YDL095W,C. albicans,orf19.5171,CGOB,11873,"('YDL095W', 'orf19.5171')"
C. albicans,orf19.437,S. cerevisiae,YBR121C,CGOB,11874,"('orf19.437', 'YBR121C')"
S. cerevisiae,YBR121C,C. albicans,orf19.437,CGOB,11874,"('YBR121C', 'orf19.437')"
C. albicans,orf19.5168,S. cerevisiae,YOL022C,CGOB,11878,"('orf19.5168', 'YOL022C')"
S. cerevisiae,YOL022C,C. albicans,orf19.5168,CGOB,11878,"('YOL022C', 'orf19.5168')"
C. albicans,orf19.5167,S. cerevisiae,YOL023W,CGOB,11879,"('orf19.5167', 'YOL023W')"
S. cerevisiae,YOL023W,C. albicans,orf19.5167,CGOB,11879,"('YOL023W', 'orf19.5167')"
C. albicans,orf19.5166,S. cerevisiae,YDR052C,CGOB,11880,"('orf19.5166', 'YDR052C')"
S. cerevisiae,YDR052C,C. albicans,orf19.5166,CGOB,11880,"('YDR052C', 'orf19.5166')"
C. albicans,orf19.5165,S. cerevisiae,YNR029C,CGOB,11881,"('orf19.5165', 'YNR029C')"
S. cerevisiae,YNR029C,C. albicans,orf19.5165,CGOB,11881,"('YNR029C', 'orf19.5165')"
C. albicans,orf19.5164,S. cerevisiae,YNR030W,CGOB,11882,"('orf19.5164', 'YNR030W')"
S. cerevisiae,YNR030W,C. albicans,orf19.5164,CGOB,11882,"('YNR030W', 'orf19.5164')"
C. albicans,orf19.5163,S. cerevisiae,YLL003W,CGOB,11883,"('orf19.5163', 'YLL003W')"
S. cerevisiae,YLL003W,C. albicans,orf19.5163,CGOB,11883,"('YLL003W', 'orf19.5163')"
C. albicans,orf19.5162,S. cerevisiae,YJL095W,CGOB,11884,"('orf19.5162', 'YJL095W')"
S. cerevisiae,YJL095W,C. albicans,orf19.5162,CGOB,11884,"('YJL095W', 'orf19.5162')"
C. albicans,orf19.434,S. cerevisiae,YCL057W,CGOB,11885,"('orf19.434', 'YCL057W')"
S. cerevisiae,YCL057W,C. albicans,orf19.434,CGOB,11885,"('YCL057W', 'orf19.434')"
C. albicans,orf19.5161,S. cerevisiae,YJL096W,CGOB,11886,"('orf19.5161', 'YJL096W')"
S. cerevisiae,YJL096W,C. albicans,orf19.5161,CGOB,11886,"('YJL096W', 'orf19.5161')"
C. albicans,orf19.5160,S. cerevisiae,YKR028W,CGOB,11887,"('orf19.5160', 'YKR028W')"
S. cerevisiae,YKR028W,C. albicans,orf19.5160,CGOB,11887,"('YKR028W', 'orf19.5160')"
C. albicans,orf19.5159,S. cerevisiae,YNL191W,CGOB,11888,"('orf19.5159', 'YNL191W')"
S. cerevisiae,YNL191W,C. albicans,orf19.5159,CGOB,11888,"('YNL191W', 'orf19.5159')"
C. albicans,orf19.5156,S. cerevisiae,YJL097W,CGOB,11891,"('orf19.5156', 'YJL097W')"
S. cerevisiae,YJL097W,C. albicans,orf19.5156,CGOB,11891,"('YJL097W', 'orf19.5156')"
C. albicans,orf19.5155,S. cerevisiae,YJL099W,CGOB,11892,"('orf19.5155', 'YJL099W')"
S. cerevisiae,YJL099W,C. albicans,orf19.5155,CGOB,11892,"('YJL099W', 'orf19.5155')"
C. albicans,orf19.5148,S. cerevisiae,YJL005W,CGOB,11893,"('orf19.5148', 'YJL005W')"
S. cerevisiae,YJL005W,C. albicans,orf19.5148,CGOB,11893,"('YJL005W', 'orf19.5148')"
C. albicans,orf19.5147,S. cerevisiae,YLL007C,CGOB,11894,"('orf19.5147', 'YLL007C')"
S. cerevisiae,YLL007C,C. albicans,orf19.5147,CGOB,11894,"('YLL007C', 'orf19.5147')"
C. albicans,orf19.433,S. cerevisiae,YGR166W,CGOB,11897,"('orf19.433', 'YGR166W')"
S. cerevisiae,YGR166W,C. albicans,orf19.433,CGOB,11897,"('YGR166W', 'orf19.433')"
C. albicans,orf19.5143,S. cerevisiae,YJL054W,CGOB,11899,"('orf19.5143', 'YJL054W')"
S. cerevisiae,YJL054W,C. albicans,orf19.5143,CGOB,11899,"('YJL054W', 'orf19.5143')"
C. albicans,orf19.5142,S. cerevisiae,YOR236W,CGOB,11900,"('orf19.5142', 'YOR236W')"
S. cerevisiae,YOR236W,C. albicans,orf19.5142,CGOB,11900,"('YOR236W', 'orf19.5142')"
C. albicans,orf19.5137.1,S. cerevisiae,YPL127C,CGOB,11905,"('orf19.5137.1', 'YPL127C')"
S. cerevisiae,YPL127C,C. albicans,orf19.5137.1,CGOB,11905,"('YPL127C', 'orf19.5137.1')"
C. albicans,orf19.5136,S. cerevisiae,YGR017W,CGOB,11907,"('orf19.5136', 'YGR017W')"
S. cerevisiae,YGR017W,C. albicans,orf19.5136,CGOB,11907,"('YGR017W', 'orf19.5136')"
C. albicans,orf19.432,S. cerevisiae,YDR306C,CGOB,11908,"('orf19.432', 'YDR306C')"
S. cerevisiae,YDR306C,C. albicans,orf19.432,CGOB,11908,"('YDR306C', 'orf19.432')"
C. albicans,orf19.5131,S. cerevisiae,YCL039W,CGOB,11912,"('orf19.5131', 'YCL039W')"
S. cerevisiae,YCL039W,C. albicans,orf19.5131,CGOB,11912,"('YCL039W', 'orf19.5131')"
C. albicans,orf19.5130,S. cerevisiae,YCL043C,CGOB,11913,"('orf19.5130', 'YCL043C')"
S. cerevisiae,YCL043C,C. albicans,orf19.5130,CGOB,11913,"('YCL043C', 'orf19.5130')"
C. albicans,orf19.5125,S. cerevisiae,YLR149C,CGOB,11916,"('orf19.5125', 'YLR149C')"
S. cerevisiae,YLR149C,C. albicans,orf19.5125,CGOB,11916,"('YLR149C', 'orf19.5125')"
C. albicans,orf19.1343,S. cerevisiae,YNL236W,CGOB,11921,"('orf19.1343', 'YNL236W')"
S. cerevisiae,YNL236W,C. albicans,orf19.1343,CGOB,11921,"('YNL236W', 'orf19.1343')"
C. albicans,orf19.1342,S. cerevisiae,YBR263W,CGOB,11922,"('orf19.1342', 'YBR263W')"
S. cerevisiae,YBR263W,C. albicans,orf19.1342,CGOB,11922,"('YBR263W', 'orf19.1342')"
C. albicans,orf19.1340,S. cerevisiae,YDL124W,CGOB,11924,"('orf19.1340', 'YDL124W')"
S. cerevisiae,YDL124W,C. albicans,orf19.1340,CGOB,11924,"('YDL124W', 'orf19.1340')"
C. albicans,orf19.1339,S. cerevisiae,YMR297W,CGOB,11925,"('orf19.1339', 'YMR297W')"
S. cerevisiae,YMR297W,C. albicans,orf19.1339,CGOB,11925,"('YMR297W', 'orf19.1339')"
C. albicans,orf19.1338,S. cerevisiae,YJL123C,CGOB,11926,"('orf19.1338', 'YJL123C')"
S. cerevisiae,YJL123C,C. albicans,orf19.1338,CGOB,11926,"('YJL123C', 'orf19.1338')"
C. albicans,orf19.1336.2,S. cerevisiae,YBL059C-A,CGOB,11927,"('orf19.1336.2', 'YBL059C-A')"
S. cerevisiae,YBL059C-A,C. albicans,orf19.1336.2,CGOB,11927,"('YBL059C-A', 'orf19.1336.2')"
C. albicans,orf19.1336,S. cerevisiae,YER094C,CGOB,11928,"('orf19.1336', 'YER094C')"
S. cerevisiae,YER094C,C. albicans,orf19.1336,CGOB,11928,"('YER094C', 'orf19.1336')"
C. albicans,orf19.1335,S. cerevisiae,YJL050W,CGOB,11929,"('orf19.1335', 'YJL050W')"
S. cerevisiae,YJL050W,C. albicans,orf19.1335,CGOB,11929,"('YJL050W', 'orf19.1335')"
C. albicans,orf19.430,S. cerevisiae,YBR264C,CGOB,11930,"('orf19.430', 'YBR264C')"
S. cerevisiae,YBR264C,C. albicans,orf19.430,CGOB,11930,"('YBR264C', 'orf19.430')"
C. albicans,orf19.1331,S. cerevisiae,YBR272C,CGOB,11934,"('orf19.1331', 'YBR272C')"
S. cerevisiae,YBR272C,C. albicans,orf19.1331,CGOB,11934,"('YBR272C', 'orf19.1331')"
C. albicans,orf19.6705,S. cerevisiae,YBL060W,CGOB,11937,"('orf19.6705', 'YBL060W')"
S. cerevisiae,YBL060W,C. albicans,orf19.6705,CGOB,11937,"('YBL060W', 'orf19.6705')"
C. albicans,orf19.6706,S. cerevisiae,YDL234C,CGOB,11938,"('orf19.6706', 'YDL234C')"
S. cerevisiae,YDL234C,C. albicans,orf19.6706,CGOB,11938,"('YDL234C', 'orf19.6706')"
C. albicans,orf19.6707,S. cerevisiae,YNL217W,CGOB,11939,"('orf19.6707', 'YNL217W')"
S. cerevisiae,YNL217W,C. albicans,orf19.6707,CGOB,11939,"('YNL217W', 'orf19.6707')"
C. albicans,orf19.6684,S. cerevisiae,YGL037C,CGOB,11940,"('orf19.6684', 'YGL037C')"
S. cerevisiae,YGL037C,C. albicans,orf19.6684,CGOB,11940,"('YGL037C', 'orf19.6684')"
C. albicans,orf19.429,S. cerevisiae,YOL115W,CGOB,11941,"('orf19.429', 'YOL115W')"
S. cerevisiae,YOL115W,C. albicans,orf19.429,CGOB,11941,"('YOL115W', 'orf19.429')"
C. albicans,orf19.6685,S. cerevisiae,YJR050W,CGOB,11942,"('orf19.6685', 'YJR050W')"
S. cerevisiae,YJR050W,C. albicans,orf19.6685,CGOB,11942,"('YJR050W', 'orf19.6685')"
C. albicans,orf19.6686,S. cerevisiae,YGR145W,CGOB,11943,"('orf19.6686', 'YGR145W')"
S. cerevisiae,YGR145W,C. albicans,orf19.6686,CGOB,11943,"('YGR145W', 'orf19.6686')"
C. albicans,orf19.6689,S. cerevisiae,YHR018C,CGOB,11946,"('orf19.6689', 'YHR018C')"
S. cerevisiae,YHR018C,C. albicans,orf19.6689,CGOB,11946,"('YHR018C', 'orf19.6689')"
C. albicans,orf19.6691,S. cerevisiae,YHR032W,CGOB,11948,"('orf19.6691', 'YHR032W')"
S. cerevisiae,YHR032W,C. albicans,orf19.6691,CGOB,11948,"('YHR032W', 'orf19.6691')"
C. albicans,orf19.6693,S. cerevisiae,YOL098C,CGOB,11950,"('orf19.6693', 'YOL098C')"
S. cerevisiae,YOL098C,C. albicans,orf19.6693,CGOB,11950,"('YOL098C', 'orf19.6693')"
C. albicans,orf19.428,S. cerevisiae,YJL057C,CGOB,11952,"('orf19.428', 'YJL057C')"
S. cerevisiae,YJL057C,C. albicans,orf19.428,CGOB,11952,"('YJL057C', 'orf19.428')"
C. albicans,orf19.6696,S. cerevisiae,YEL020W-A,CGOB,11953,"('orf19.6696', 'YEL020W-A')"
S. cerevisiae,YEL020W-A,C. albicans,orf19.6696,CGOB,11953,"('YEL020W-A', 'orf19.6696')"
C. albicans,orf19.6698,S. cerevisiae,YCR024C,CGOB,11954,"('orf19.6698', 'YCR024C')"
S. cerevisiae,YCR024C,C. albicans,orf19.6698,CGOB,11954,"('YCR024C', 'orf19.6698')"
C. albicans,orf19.6699,S. cerevisiae,YFR025C,CGOB,11955,"('orf19.6699', 'YFR025C')"
S. cerevisiae,YFR025C,C. albicans,orf19.6699,CGOB,11955,"('YFR025C', 'orf19.6699')"
C. albicans,orf19.6701,S. cerevisiae,YHR020W,CGOB,11956,"('orf19.6701', 'YHR020W')"
S. cerevisiae,YHR020W,C. albicans,orf19.6701,CGOB,11956,"('YHR020W', 'orf19.6701')"
C. albicans,orf19.6702,S. cerevisiae,YHR019C,CGOB,11957,"('orf19.6702', 'YHR019C')"
S. cerevisiae,YHR019C,C. albicans,orf19.6702,CGOB,11957,"('YHR019C', 'orf19.6702')"
C. albicans,orf19.5507,S. cerevisiae,YBR247C,CGOB,11960,"('orf19.5507', 'YBR247C')"
S. cerevisiae,YBR247C,C. albicans,orf19.5507,CGOB,11960,"('YBR247C', 'orf19.5507')"
C. albicans,orf19.5506,S. cerevisiae,YPL268W,CGOB,11961,"('orf19.5506', 'YPL268W')"
S. cerevisiae,YPL268W,C. albicans,orf19.5506,CGOB,11961,"('YPL268W', 'orf19.5506')"
C. albicans,orf19.5505,S. cerevisiae,YBR248C,CGOB,11962,"('orf19.5505', 'YBR248C')"
S. cerevisiae,YBR248C,C. albicans,orf19.5505,CGOB,11962,"('YBR248C', 'orf19.5505')"
C. albicans,orf19.427,S. cerevisiae,YBR275C,CGOB,11963,"('orf19.427', 'YBR275C')"
S. cerevisiae,YBR275C,C. albicans,orf19.427,CGOB,11963,"('YBR275C', 'orf19.427')"
C. albicans,orf19.5501,S. cerevisiae,YNL107W,CGOB,11967,"('orf19.5501', 'YNL107W')"
S. cerevisiae,YNL107W,C. albicans,orf19.5501,CGOB,11967,"('YNL107W', 'orf19.5501')"
C. albicans,orf19.7204,S. cerevisiae,YJR149W,CGOB,11968,"('orf19.7204', 'YJR149W')"
S. cerevisiae,YJR149W,C. albicans,orf19.7204,CGOB,11968,"('YJR149W', 'orf19.7204')"
C. albicans,orf19.7203,S. cerevisiae,YNL005C,CGOB,11969,"('orf19.7203', 'YNL005C')"
S. cerevisiae,YNL005C,C. albicans,orf19.7203,CGOB,11969,"('YNL005C', 'orf19.7203')"
C. albicans,orf19.7202,S. cerevisiae,YCL001W,CGOB,11970,"('orf19.7202', 'YCL001W')"
S. cerevisiae,YCL001W,C. albicans,orf19.7202,CGOB,11970,"('YCL001W', 'orf19.7202')"
C. albicans,orf19.7201,S. cerevisiae,YNL243W,CGOB,11971,"('orf19.7201', 'YNL243W')"
S. cerevisiae,YNL243W,C. albicans,orf19.7201,CGOB,11971,"('YNL243W', 'orf19.7201')"
C. albicans,orf19.7199,S. cerevisiae,YBR137W,CGOB,11973,"('orf19.7199', 'YBR137W')"
S. cerevisiae,YBR137W,C. albicans,orf19.7199,CGOB,11973,"('YBR137W', 'orf19.7199')"
C. albicans,orf19.7198,S. cerevisiae,YNL288W,CGOB,11975,"('orf19.7198', 'YNL288W')"
S. cerevisiae,YNL288W,C. albicans,orf19.7198,CGOB,11975,"('YNL288W', 'orf19.7198')"
C. albicans,orf19.7197,S. cerevisiae,YLR002C,CGOB,11976,"('orf19.7197', 'YLR002C')"
S. cerevisiae,YLR002C,C. albicans,orf19.7197,CGOB,11976,"('YLR002C', 'orf19.7197')"
C. albicans,orf19.7196,S. cerevisiae,YEL060C,CGOB,11977,"('orf19.7196', 'YEL060C')"
S. cerevisiae,YEL060C,C. albicans,orf19.7196,CGOB,11977,"('YEL060C', 'orf19.7196')"
C. albicans,orf19.7195,S. cerevisiae,YGL058W,CGOB,11978,"('orf19.7195', 'YGL058W')"
S. cerevisiae,YGL058W,C. albicans,orf19.7195,CGOB,11978,"('YGL058W', 'orf19.7195')"
C. albicans,orf19.7193,S. cerevisiae,YKL124W,CGOB,11980,"('orf19.7193', 'YKL124W')"
S. cerevisiae,YKL124W,C. albicans,orf19.7193,CGOB,11980,"('YKL124W', 'orf19.7193')"
C. albicans,orf19.7190,S. cerevisiae,YML060W,CGOB,11982,"('orf19.7190', 'YML060W')"
S. cerevisiae,YML060W,C. albicans,orf19.7190,CGOB,11982,"('YML060W', 'orf19.7190')"
C. albicans,orf19.7188,S. cerevisiae,YDL130W,CGOB,11983,"('orf19.7188', 'YDL130W')"
S. cerevisiae,YDL130W,C. albicans,orf19.7188,CGOB,11983,"('YDL130W', 'orf19.7188')"
C. albicans,orf19.7187,S. cerevisiae,YIL070C,CGOB,11984,"('orf19.7187', 'YIL070C')"
S. cerevisiae,YIL070C,C. albicans,orf19.7187,CGOB,11984,"('YIL070C', 'orf19.7187')"
C. albicans,orf19.425,S. cerevisiae,YOL114C,CGOB,11985,"('orf19.425', 'YOL114C')"
S. cerevisiae,YOL114C,C. albicans,orf19.425,CGOB,11985,"('YOL114C', 'orf19.425')"
C. albicans,orf19.7186,S. cerevisiae,YLR210W,CGOB,11986,"('orf19.7186', 'YLR210W')"
S. cerevisiae,YLR210W,C. albicans,orf19.7186,CGOB,11986,"('YLR210W', 'orf19.7186')"
C. albicans,orf19.7183,S. cerevisiae,YGL231C,CGOB,11989,"('orf19.7183', 'YGL231C')"
S. cerevisiae,YGL231C,C. albicans,orf19.7183,CGOB,11989,"('YGL231C', 'orf19.7183')"
C. albicans,orf19.7182,S. cerevisiae,YGL232W,CGOB,11990,"('orf19.7182', 'YGL232W')"
S. cerevisiae,YGL232W,C. albicans,orf19.7182,CGOB,11990,"('YGL232W', 'orf19.7182')"
C. albicans,orf19.7179,S. cerevisiae,YLR369W,CGOB,11992,"('orf19.7179', 'YLR369W')"
S. cerevisiae,YLR369W,C. albicans,orf19.7179,CGOB,11992,"('YLR369W', 'orf19.7179')"
C. albicans,orf19.7178,S. cerevisiae,YMR314W,CGOB,11993,"('orf19.7178', 'YMR314W')"
S. cerevisiae,YMR314W,C. albicans,orf19.7178,CGOB,11993,"('YMR314W', 'orf19.7178')"
C. albicans,orf19.7177,S. cerevisiae,YPL125W,CGOB,11994,"('orf19.7177', 'YPL125W')"
S. cerevisiae,YPL125W,C. albicans,orf19.7177,CGOB,11994,"('YPL125W', 'orf19.7177')"
C. albicans,orf19.7176,S. cerevisiae,YOR209C,CGOB,11995,"('orf19.7176', 'YOR209C')"
S. cerevisiae,YOR209C,C. albicans,orf19.7176,CGOB,11995,"('YOR209C', 'orf19.7176')"
C. albicans,orf19.7175,S. cerevisiae,YMR161W,CGOB,11997,"('orf19.7175', 'YMR161W')"
S. cerevisiae,YMR161W,C. albicans,orf19.7175,CGOB,11997,"('YMR161W', 'orf19.7175')"
C. albicans,orf19.7164,S. cerevisiae,YPL236C,CGOB,12003,"('orf19.7164', 'YPL236C')"
S. cerevisiae,YPL236C,C. albicans,orf19.7164,CGOB,12003,"('YPL236C', 'orf19.7164')"
C. albicans,orf19.7161,S. cerevisiae,YPL237W,CGOB,12005,"('orf19.7161', 'YPL237W')"
S. cerevisiae,YPL237W,C. albicans,orf19.7161,CGOB,12005,"('YPL237W', 'orf19.7161')"
C. albicans,orf19.7160,S. cerevisiae,YPL239W,CGOB,12006,"('orf19.7160', 'YPL239W')"
S. cerevisiae,YPL239W,C. albicans,orf19.7160,CGOB,12006,"('YPL239W', 'orf19.7160')"
