cluster_id,gene_id,species,homology_class,ohnolog_partner,ohnolog_evidence,outgroup_orthologs
Cluster8144,CAGL0F00759g,C_glabrata,ohnolog,CAGL0J08734g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6812', 'K_lactis': 'gene:KLLA0_F15829g'}"
Cluster8144,CAGL0J08734g,C_glabrata,ohnolog,CAGL0F00759g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6812', 'K_lactis': 'gene:KLLA0_F15829g'}"
Cluster7565,gene-YBR001C,S_cerevisiae,ohnolog,gene-YDR001C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7479', 'K_lactis': 'gene:KLLA0_E17271g'}"
Cluster7565,gene-YDR001C,S_cerevisiae,ohnolog,gene-YBR001C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7479', 'K_lactis': 'gene:KLLA0_E17271g'}"
Cluster7565,CAGL0C04323g,C_glabrata,ohnolog,CAGL0M10439g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7479', 'K_lactis': 'gene:KLLA0_E17271g'}"
Cluster7565,CAGL0M10439g,C_glabrata,ohnolog,CAGL0C04323g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7479', 'K_lactis': 'gene:KLLA0_E17271g'}"
Cluster8310,gene-YJL196C,S_cerevisiae,ohnolog,gene-YCR034W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6343', 'K_lactis': 'gene:KLLA0_C03542g'}"
Cluster8310,gene-YCR034W,S_cerevisiae,ohnolog,gene-YJL196C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6343', 'K_lactis': 'gene:KLLA0_C03542g'}"
Cluster8310,CAGL0K00583g,C_glabrata,ohnolog,CAGL0L08184g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6343', 'K_lactis': 'gene:KLLA0_C03542g'}"
Cluster8310,CAGL0L08184g,C_glabrata,ohnolog,CAGL0K00583g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6343', 'K_lactis': 'gene:KLLA0_C03542g'}"
Cluster3802,gene-YDR155C,S_cerevisiae,ohnolog,gene-YDR304C,WGD_2:1_pattern,{'C_albicans': 'orf19.6472'}
Cluster3802,gene-YDR304C,S_cerevisiae,ohnolog,gene-YDR155C,WGD_2:1_pattern,{'C_albicans': 'orf19.6472'}
Cluster3627,CAGL0I02134g,C_glabrata,ohnolog,CAGL0F08019g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E15467g'}
Cluster3627,CAGL0F08019g,C_glabrata,ohnolog,CAGL0I02134g,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_E15467g'}
Cluster2208,gene-YDL021W,S_cerevisiae,ohnolog,gene-YOL056W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1067', 'K_lactis': 'gene:KLLA0_C04081g'}"
Cluster2208,gene-YOL056W,S_cerevisiae,ohnolog,gene-YDL021W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1067', 'K_lactis': 'gene:KLLA0_C04081g'}"
Cluster7454,CAGL0K05665g,C_glabrata,ohnolog,CAGL0I01276g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7297', 'K_lactis': 'gene:KLLA0_E21319g'}"
Cluster7454,CAGL0I01276g,C_glabrata,ohnolog,CAGL0K05665g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7297', 'K_lactis': 'gene:KLLA0_E21319g'}"
Cluster3929,CAGL0G09108g,C_glabrata,ohnolog,CAGL0J11000g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2246', 'K_lactis': 'gene:KLLA0_D03388g'}"
Cluster3929,CAGL0J11000g,C_glabrata,ohnolog,CAGL0G09108g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2246', 'K_lactis': 'gene:KLLA0_D03388g'}"
Cluster1229,gene-YLR287C-A,S_cerevisiae,ohnolog,gene-YOR182C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4375.1', 'K_lactis': 'gene:KLLA0_C04809g'}"
Cluster1229,gene-YOR182C,S_cerevisiae,ohnolog,gene-YLR287C-A,WGD_2:1_pattern,"{'C_albicans': 'orf19.4375.1', 'K_lactis': 'gene:KLLA0_C04809g'}"
Cluster1346,gene-YGL197W,S_cerevisiae,ohnolog,gene-YER132C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6760', 'K_lactis': 'gene:KLLA0_F12452g'}"
Cluster1346,gene-YER132C,S_cerevisiae,ohnolog,gene-YGL197W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6760', 'K_lactis': 'gene:KLLA0_F12452g'}"
Cluster1346,CAGL0D01782g,C_glabrata,ohnolog,CAGL0K02101g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6760', 'K_lactis': 'gene:KLLA0_F12452g'}"
Cluster1346,CAGL0K02101g,C_glabrata,ohnolog,CAGL0D01782g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6760', 'K_lactis': 'gene:KLLA0_F12452g'}"
Cluster8416,gene-YNL020C,S_cerevisiae,ohnolog,gene-YIL095W,WGD_2:1_pattern,{'C_albicans': 'orf19.2605'}
Cluster8416,gene-YIL095W,S_cerevisiae,ohnolog,gene-YNL020C,WGD_2:1_pattern,{'C_albicans': 'orf19.2605'}
Cluster8416,CAGL0J03432g,C_glabrata,ohnolog,CAGL0G02607g,WGD_2:1_pattern,{'C_albicans': 'orf19.2605'}
Cluster8416,CAGL0G02607g,C_glabrata,ohnolog,CAGL0J03432g,WGD_2:1_pattern,{'C_albicans': 'orf19.2605'}
Cluster7830,gene-YGL021W,S_cerevisiae,ohnolog,gene-YBL009W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C11583g'}
Cluster7830,gene-YBL009W,S_cerevisiae,ohnolog,gene-YGL021W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C11583g'}
Cluster587,gene-YBR009C,S_cerevisiae,ohnolog,gene-YNL030W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1854', 'K_lactis': 'gene:KLLA0_E17601g'}"
Cluster587,gene-YNL030W,S_cerevisiae,ohnolog,gene-YBR009C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1854', 'K_lactis': 'gene:KLLA0_E17601g'}"
Cluster587,CAGL0H09834g,C_glabrata,ohnolog,CAGL0M06677g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1854', 'K_lactis': 'gene:KLLA0_E17601g'}"
Cluster587,CAGL0M06677g,C_glabrata,ohnolog,CAGL0H09834g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1854', 'K_lactis': 'gene:KLLA0_E17601g'}"
Cluster8591,gene-YFR014C,S_cerevisiae,ohnolog,gene-YOL016C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1754', 'K_lactis': 'gene:KLLA0_F23155g'}"
Cluster8591,gene-YOL016C,S_cerevisiae,ohnolog,gene-YFR014C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1754', 'K_lactis': 'gene:KLLA0_F23155g'}"
Cluster8591,CAGL0K10604g,C_glabrata,ohnolog,CAGL0F04741g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1754', 'K_lactis': 'gene:KLLA0_F23155g'}"
Cluster8591,CAGL0F04741g,C_glabrata,ohnolog,CAGL0K10604g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1754', 'K_lactis': 'gene:KLLA0_F23155g'}"
Cluster2639,gene-YKR106W,S_cerevisiae,ohnolog,gene-YCL073C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D19945g'}
Cluster2639,gene-YCL073C,S_cerevisiae,ohnolog,gene-YKR106W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_D19945g'}
Cluster1113,gene-YDR263C,S_cerevisiae,ohnolog,gene-YOR033C,WGD_2:1_pattern,"{'C_albicans': 'orf19.926', 'K_lactis': 'gene:KLLA0_E16743g'}"
Cluster1113,gene-YOR033C,S_cerevisiae,ohnolog,gene-YDR263C,WGD_2:1_pattern,"{'C_albicans': 'orf19.926', 'K_lactis': 'gene:KLLA0_E16743g'}"
Cluster4110,gene-YKL157W,S_cerevisiae,ohnolog,gene-YHR047C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5197', 'K_lactis': 'gene:KLLA0_C11033g'}"
Cluster4110,gene-YHR047C,S_cerevisiae,ohnolog,gene-YKL157W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5197', 'K_lactis': 'gene:KLLA0_C11033g'}"
Cluster834,gene-YLR096W,S_cerevisiae,ohnolog,gene-YDR122W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7510', 'K_lactis': 'gene:KLLA0_F19536g'}"
Cluster834,gene-YDR122W,S_cerevisiae,ohnolog,gene-YLR096W,WGD_2:1_pattern,"{'C_albicans': 'orf19.7510', 'K_lactis': 'gene:KLLA0_F19536g'}"
Cluster834,CAGL0B01925g,C_glabrata,ohnolog,CAGL0M11396g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7510', 'K_lactis': 'gene:KLLA0_F19536g'}"
Cluster834,CAGL0M11396g,C_glabrata,ohnolog,CAGL0B01925g,WGD_2:1_pattern,"{'C_albicans': 'orf19.7510', 'K_lactis': 'gene:KLLA0_F19536g'}"
Cluster5826,gene-YKR094C,S_cerevisiae,ohnolog,gene-YIL148W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4684.2', 'K_lactis': 'gene:KLLA0_A00616g'}"
Cluster5826,gene-YIL148W,S_cerevisiae,ohnolog,gene-YKR094C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4684.2', 'K_lactis': 'gene:KLLA0_A00616g'}"
Cluster6171,gene-YGL189C,S_cerevisiae,ohnolog,gene-YER131W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1470', 'K_lactis': 'gene:KLLA0_D05115g'}"
Cluster6171,gene-YER131W,S_cerevisiae,ohnolog,gene-YGL189C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1470', 'K_lactis': 'gene:KLLA0_D05115g'}"
Cluster1817,gene-YBR069C,S_cerevisiae,ohnolog,gene-YDR046C,WGD_2:1_pattern,{'C_albicans': 'orf19.1799'}
Cluster1817,gene-YDR046C,S_cerevisiae,ohnolog,gene-YBR069C,WGD_2:1_pattern,{'C_albicans': 'orf19.1799'}
Cluster3884,gene-YHR213W,S_cerevisiae,ohnolog,gene-YHR211W,WGD_2:1_pattern,{'C_albicans': 'orf19.3618'}
Cluster3884,gene-YHR211W,S_cerevisiae,ohnolog,gene-YHR213W,WGD_2:1_pattern,{'C_albicans': 'orf19.3618'}
Cluster401,gene-YCR048W,S_cerevisiae,ohnolog,gene-YNR019W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2248', 'K_lactis': 'gene:KLLA0_C09152g'}"
Cluster401,gene-YNR019W,S_cerevisiae,ohnolog,gene-YCR048W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2248', 'K_lactis': 'gene:KLLA0_C09152g'}"
Cluster401,CAGL0C02981g,C_glabrata,ohnolog,CAGL0M10571g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2248', 'K_lactis': 'gene:KLLA0_C09152g'}"
Cluster401,CAGL0M10571g,C_glabrata,ohnolog,CAGL0C02981g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2248', 'K_lactis': 'gene:KLLA0_C09152g'}"
Cluster1434,gene-YKL163W,S_cerevisiae,ohnolog,gene-YJL160C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_B07447g'}
Cluster1434,gene-YJL160C,S_cerevisiae,ohnolog,gene-YKL163W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_B07447g'}
Cluster7175,CAGL0H00759g,C_glabrata,ohnolog,CAGL0L00407g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5335', 'K_lactis': 'gene:KLLA0_D12694g'}"
Cluster7175,CAGL0L00407g,C_glabrata,ohnolog,CAGL0H00759g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5335', 'K_lactis': 'gene:KLLA0_D12694g'}"
Cluster4780,gene-YDR233C,S_cerevisiae,ohnolog,gene-YDL204W,WGD_2:1_pattern,"{'C_albicans': 'orf19.3799', 'K_lactis': 'gene:KLLA0_C15081g'}"
Cluster4780,gene-YDL204W,S_cerevisiae,ohnolog,gene-YDR233C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3799', 'K_lactis': 'gene:KLLA0_C15081g'}"
Cluster4854,gene-YJL164C,S_cerevisiae,ohnolog,gene-YKL166C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4892', 'K_lactis': 'gene:KLLA0_B07205g'}"
Cluster4854,gene-YKL166C,S_cerevisiae,ohnolog,gene-YJL164C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4892', 'K_lactis': 'gene:KLLA0_B07205g'}"
Cluster7293,gene-YMR194W,S_cerevisiae,ohnolog,gene-YPL249C-A,WGD_2:1_pattern,"{'C_albicans': 'orf19.827.1', 'K_lactis': 'gene:KLLA0_D12540g'}"
Cluster7293,gene-YPL249C-A,S_cerevisiae,ohnolog,gene-YMR194W,WGD_2:1_pattern,"{'C_albicans': 'orf19.827.1', 'K_lactis': 'gene:KLLA0_D12540g'}"
Cluster1795,gene-YOR134W,S_cerevisiae,ohnolog,gene-YDR379W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4593', 'K_lactis': 'gene:KLLA0_E02597g'}"
Cluster1795,gene-YDR379W,S_cerevisiae,ohnolog,gene-YOR134W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4593', 'K_lactis': 'gene:KLLA0_E02597g'}"
Cluster1795,CAGL0I07249g,C_glabrata,ohnolog,CAGL0A03058g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4593', 'K_lactis': 'gene:KLLA0_E02597g'}"
Cluster1795,CAGL0A03058g,C_glabrata,ohnolog,CAGL0I07249g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4593', 'K_lactis': 'gene:KLLA0_E02597g'}"
Cluster7954,gene-YBR214W,S_cerevisiae,ohnolog,gene-YGL056C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5118', 'K_lactis': 'gene:KLLA0_C05588g'}"
Cluster7954,gene-YGL056C,S_cerevisiae,ohnolog,gene-YBR214W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5118', 'K_lactis': 'gene:KLLA0_C05588g'}"
Cluster6191,gene-YDR038C,S_cerevisiae,ohnolog,gene-YDR039C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6070', 'K_lactis': 'gene:KLLA0_F20658g'}"
Cluster6191,gene-YDR039C,S_cerevisiae,ohnolog,gene-YDR038C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6070', 'K_lactis': 'gene:KLLA0_F20658g'}"
Cluster4579,gene-YML124C,S_cerevisiae,ohnolog,gene-YML085C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7308', 'K_lactis': 'gene:KLLA0_C16874g'}"
Cluster4579,gene-YML085C,S_cerevisiae,ohnolog,gene-YML124C,WGD_2:1_pattern,"{'C_albicans': 'orf19.7308', 'K_lactis': 'gene:KLLA0_C16874g'}"
Cluster8287,gene-YGL054C,S_cerevisiae,ohnolog,gene-YBR210W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6787', 'K_lactis': 'gene:KLLA0_C05478g'}"
Cluster8287,gene-YBR210W,S_cerevisiae,ohnolog,gene-YGL054C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6787', 'K_lactis': 'gene:KLLA0_C05478g'}"
Cluster5182,gene-YGR243W,S_cerevisiae,ohnolog,gene-YHR162W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6435', 'K_lactis': 'gene:KLLA0_A05500g'}"
Cluster5182,gene-YHR162W,S_cerevisiae,ohnolog,gene-YGR243W,WGD_2:1_pattern,"{'C_albicans': 'orf19.6435', 'K_lactis': 'gene:KLLA0_A05500g'}"
Cluster5182,CAGL0I02178g,C_glabrata,ohnolog,CAGL0F08085g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6435', 'K_lactis': 'gene:KLLA0_A05500g'}"
Cluster5182,CAGL0F08085g,C_glabrata,ohnolog,CAGL0I02178g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6435', 'K_lactis': 'gene:KLLA0_A05500g'}"
Cluster1801,gene-YNL302C,S_cerevisiae,ohnolog,gene-YOL121C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5996.1', 'K_lactis': 'gene:KLLA0_A07194g'}"
Cluster1801,gene-YOL121C,S_cerevisiae,ohnolog,gene-YNL302C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5996.1', 'K_lactis': 'gene:KLLA0_A07194g'}"
Cluster3554,gene-YMR242C,S_cerevisiae,ohnolog,gene-YOR312C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4632', 'K_lactis': 'gene:KLLA0_F08657g'}"
Cluster3554,gene-YOR312C,S_cerevisiae,ohnolog,gene-YMR242C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4632', 'K_lactis': 'gene:KLLA0_F08657g'}"
Cluster1727,gene-YJR066W,S_cerevisiae,ohnolog,gene-YKL203C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2290', 'K_lactis': 'gene:KLLA0_B13948g'}"
Cluster1727,gene-YKL203C,S_cerevisiae,ohnolog,gene-YJR066W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2290', 'K_lactis': 'gene:KLLA0_B13948g'}"
Cluster1727,CAGL0F00495g,C_glabrata,ohnolog,CAGL0K00517g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2290', 'K_lactis': 'gene:KLLA0_B13948g'}"
Cluster1727,CAGL0K00517g,C_glabrata,ohnolog,CAGL0F00495g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2290', 'K_lactis': 'gene:KLLA0_B13948g'}"
Cluster8604,gene-YBL002W,S_cerevisiae,ohnolog,gene-YDR224C,WGD_2:1_pattern,"{'C_albicans': 'orf19.1052', 'K_lactis': 'gene:KLLA0_F13310g'}"
Cluster8604,gene-YDR224C,S_cerevisiae,ohnolog,gene-YBL002W,WGD_2:1_pattern,"{'C_albicans': 'orf19.1052', 'K_lactis': 'gene:KLLA0_F13310g'}"
Cluster8604,CAGL0C04389g,C_glabrata,ohnolog,CAGL0K11462g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1052', 'K_lactis': 'gene:KLLA0_F13310g'}"
Cluster8604,CAGL0K11462g,C_glabrata,ohnolog,CAGL0C04389g,WGD_2:1_pattern,"{'C_albicans': 'orf19.1052', 'K_lactis': 'gene:KLLA0_F13310g'}"
Cluster6291,gene-YDR098C,S_cerevisiae,ohnolog,gene-YER174C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2727', 'K_lactis': 'gene:KLLA0_C17842g'}"
Cluster6291,gene-YER174C,S_cerevisiae,ohnolog,gene-YDR098C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2727', 'K_lactis': 'gene:KLLA0_C17842g'}"
Cluster6291,CAGL0G08151g,C_glabrata,ohnolog,CAGL0L11990g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2727', 'K_lactis': 'gene:KLLA0_C17842g'}"
Cluster6291,CAGL0L11990g,C_glabrata,ohnolog,CAGL0G08151g,WGD_2:1_pattern,"{'C_albicans': 'orf19.2727', 'K_lactis': 'gene:KLLA0_C17842g'}"
Cluster4491,gene-YMR145C,S_cerevisiae,ohnolog,gene-YDL085W,WGD_2:1_pattern,"{'C_albicans': 'orf19.339', 'K_lactis': 'gene:KLLA0_E21891g'}"
Cluster4491,gene-YDL085W,S_cerevisiae,ohnolog,gene-YMR145C,WGD_2:1_pattern,"{'C_albicans': 'orf19.339', 'K_lactis': 'gene:KLLA0_E21891g'}"
Cluster6140,gene-YMR177W,S_cerevisiae,ohnolog,gene-YPL224C,WGD_2:1_pattern,"{'C_albicans': 'orf19.52', 'K_lactis': 'gene:KLLA0_C16181g'}"
Cluster6140,gene-YPL224C,S_cerevisiae,ohnolog,gene-YMR177W,WGD_2:1_pattern,"{'C_albicans': 'orf19.52', 'K_lactis': 'gene:KLLA0_C16181g'}"
Cluster6140,CAGL0H08822g,C_glabrata,ohnolog,CAGL0E06006g,WGD_2:1_pattern,"{'C_albicans': 'orf19.52', 'K_lactis': 'gene:KLLA0_C16181g'}"
Cluster6140,CAGL0E06006g,C_glabrata,ohnolog,CAGL0H08822g,WGD_2:1_pattern,"{'C_albicans': 'orf19.52', 'K_lactis': 'gene:KLLA0_C16181g'}"
Cluster8217,gene-YKR061W,S_cerevisiae,ohnolog,gene-YJL139C,WGD_2:1_pattern,"{'C_albicans': 'orf19.4494', 'K_lactis': 'gene:KLLA0_A05775g'}"
Cluster8217,gene-YJL139C,S_cerevisiae,ohnolog,gene-YKR061W,WGD_2:1_pattern,"{'C_albicans': 'orf19.4494', 'K_lactis': 'gene:KLLA0_A05775g'}"
Cluster8217,CAGL0I04378g,C_glabrata,ohnolog,CAGL0M05841g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4494', 'K_lactis': 'gene:KLLA0_A05775g'}"
Cluster8217,CAGL0M05841g,C_glabrata,ohnolog,CAGL0I04378g,WGD_2:1_pattern,"{'C_albicans': 'orf19.4494', 'K_lactis': 'gene:KLLA0_A05775g'}"
Cluster8295,CAGL0C03608g,C_glabrata,ohnolog,CAGL0E00561g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6109', 'K_lactis': 'gene:KLLA0_F10263g'}"
Cluster8295,CAGL0E00561g,C_glabrata,ohnolog,CAGL0C03608g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6109', 'K_lactis': 'gene:KLLA0_F10263g'}"
Cluster9064,gene-YMR271C,S_cerevisiae,ohnolog,gene-YML106W,WGD_2:1_pattern,"{'C_albicans': 'orf19.2555', 'K_lactis': 'gene:KLLA0_D01903g'}"
Cluster9064,gene-YML106W,S_cerevisiae,ohnolog,gene-YMR271C,WGD_2:1_pattern,"{'C_albicans': 'orf19.2555', 'K_lactis': 'gene:KLLA0_D01903g'}"
Cluster1788,gene-YER155C,S_cerevisiae,ohnolog,gene-YPL115C,WGD_2:1_pattern,{'C_albicans': 'orf19.2771'}
Cluster1788,gene-YPL115C,S_cerevisiae,ohnolog,gene-YER155C,WGD_2:1_pattern,{'C_albicans': 'orf19.2771'}
Cluster1788,CAGL0I06512g,C_glabrata,ohnolog,CAGL0J06996g,WGD_2:1_pattern,{'C_albicans': 'orf19.2771'}
Cluster1788,CAGL0J06996g,C_glabrata,ohnolog,CAGL0I06512g,WGD_2:1_pattern,{'C_albicans': 'orf19.2771'}
Cluster9411,gene-YLR019W,S_cerevisiae,ohnolog,gene-YLL010C,WGD_2:1_pattern,"{'C_albicans': 'orf19.5406', 'K_lactis': 'gene:KLLA0_F15620g'}"
Cluster9411,gene-YLL010C,S_cerevisiae,ohnolog,gene-YLR019W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5406', 'K_lactis': 'gene:KLLA0_F15620g'}"
Cluster9411,CAGL0D03234g,C_glabrata,ohnolog,CAGL0D05610g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5406', 'K_lactis': 'gene:KLLA0_F15620g'}"
Cluster9411,CAGL0D05610g,C_glabrata,ohnolog,CAGL0D03234g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5406', 'K_lactis': 'gene:KLLA0_F15620g'}"
Cluster8780,gene-YLR350W,S_cerevisiae,ohnolog,gene-YGR038W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5751', 'K_lactis': 'gene:KLLA0_B05621g'}"
Cluster8780,gene-YGR038W,S_cerevisiae,ohnolog,gene-YLR350W,WGD_2:1_pattern,"{'C_albicans': 'orf19.5751', 'K_lactis': 'gene:KLLA0_B05621g'}"
Cluster8780,CAGL0K04147g,C_glabrata,ohnolog,CAGL0G01188g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5751', 'K_lactis': 'gene:KLLA0_B05621g'}"
Cluster8780,CAGL0G01188g,C_glabrata,ohnolog,CAGL0K04147g,WGD_2:1_pattern,"{'C_albicans': 'orf19.5751', 'K_lactis': 'gene:KLLA0_B05621g'}"
Cluster3372,CAGL0K05753g,C_glabrata,ohnolog,CAGL0L03267g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6993', 'K_lactis': 'gene:KLLA0_A06930g'}"
Cluster3372,CAGL0L03267g,C_glabrata,ohnolog,CAGL0K05753g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6993', 'K_lactis': 'gene:KLLA0_A06930g'}"
Cluster8070,gene-YKL072W,S_cerevisiae,ohnolog,gene-YMR053C,WGD_2:1_pattern,"{'C_albicans': 'orf19.314', 'K_lactis': 'gene:KLLA0_F26499g'}"
Cluster8070,gene-YMR053C,S_cerevisiae,ohnolog,gene-YKL072W,WGD_2:1_pattern,"{'C_albicans': 'orf19.314', 'K_lactis': 'gene:KLLA0_F26499g'}"
Cluster8070,CAGL0F06325g,C_glabrata,ohnolog,CAGL0L05016g,WGD_2:1_pattern,"{'C_albicans': 'orf19.314', 'K_lactis': 'gene:KLLA0_F26499g'}"
Cluster8070,CAGL0L05016g,C_glabrata,ohnolog,CAGL0F06325g,WGD_2:1_pattern,"{'C_albicans': 'orf19.314', 'K_lactis': 'gene:KLLA0_F26499g'}"
Cluster6319,gene-YLL045C,S_cerevisiae,ohnolog,gene-YHL033C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6002', 'K_lactis': 'gene:KLLA0_E00573g'}"
Cluster6319,gene-YHL033C,S_cerevisiae,ohnolog,gene-YLL045C,WGD_2:1_pattern,"{'C_albicans': 'orf19.6002', 'K_lactis': 'gene:KLLA0_E00573g'}"
Cluster61,gene-YLR168C,S_cerevisiae,ohnolog,gene-YDR185C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3089', 'K_lactis': 'gene:KLLA0_D18348g'}"
Cluster61,gene-YDR185C,S_cerevisiae,ohnolog,gene-YLR168C,WGD_2:1_pattern,"{'C_albicans': 'orf19.3089', 'K_lactis': 'gene:KLLA0_D18348g'}"
Cluster8644,gene-YDL048C,S_cerevisiae,ohnolog,gene-YLR375W,WGD_2:1_pattern,"{'C_albicans': 'orf19.909', 'K_lactis': 'gene:KLLA0_F07073g'}"
Cluster8644,gene-YLR375W,S_cerevisiae,ohnolog,gene-YDL048C,WGD_2:1_pattern,"{'C_albicans': 'orf19.909', 'K_lactis': 'gene:KLLA0_F07073g'}"
Cluster8644,CAGL0H04873g,C_glabrata,ohnolog,CAGL0K04697g,WGD_2:1_pattern,"{'C_albicans': 'orf19.909', 'K_lactis': 'gene:KLLA0_F07073g'}"
Cluster8644,CAGL0K04697g,C_glabrata,ohnolog,CAGL0H04873g,WGD_2:1_pattern,"{'C_albicans': 'orf19.909', 'K_lactis': 'gene:KLLA0_F07073g'}"
Cluster2515,CAGL0H06281g,C_glabrata,ohnolog,CAGL0F00957g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6810', 'K_lactis': 'gene:KLLA0_F07689g'}"
Cluster2515,CAGL0F00957g,C_glabrata,ohnolog,CAGL0H06281g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6810', 'K_lactis': 'gene:KLLA0_F07689g'}"
Cluster4170,gene-YPL229W,S_cerevisiae,ohnolog,gene-YMR181C,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C16027g'}
Cluster4170,gene-YMR181C,S_cerevisiae,ohnolog,gene-YPL229W,WGD_2:1_pattern,{'K_lactis': 'gene:KLLA0_C16027g'}
Cluster3769,CAGL0E04158g,C_glabrata,ohnolog,CAGL0H08305g,WGD_2:1_pattern,"{'C_albicans': 'orf19.6747', 'K_lactis': 'gene:KLLA0_F18810g'}"
