cluster_id,gene_id,species,homology_class
Cluster9325,gene-YPL183W-A,S_cerevisiae,pure_ortholog
Cluster9325,gene:KLLA0_E18921g,K_lactis,pure_ortholog
Cluster9325,orf19.760,C_albicans,pure_ortholog
Cluster9327,gene-YJL096W,S_cerevisiae,pure_ortholog
Cluster9327,CAGL0L03542g,C_glabrata,pure_ortholog
Cluster9327,gene:KLLA0_F14168g,K_lactis,pure_ortholog
Cluster9327,orf19.5161,C_albicans,pure_ortholog
Cluster9328,CAGL0G09801g,C_glabrata,pure_ortholog
Cluster9328,gene-YPR175W,S_cerevisiae,pure_ortholog
Cluster9328,gene:KLLA0_E04775g,K_lactis,pure_ortholog
Cluster9328,orf19.7564,C_albicans,pure_ortholog
Cluster9329,orf19.7210,C_albicans,pure_ortholog
Cluster9329,CAGL0B03817g,C_glabrata,pure_ortholog
Cluster9329,gene-YJR008W,S_cerevisiae,pure_ortholog
Cluster9329,gene:KLLA0_A11836g,K_lactis,pure_ortholog
Cluster933,orf19.516,C_albicans,pure_ortholog
Cluster933,gene-YBL020W,S_cerevisiae,pure_ortholog
Cluster933,CAGL0J04378g,C_glabrata,pure_ortholog
Cluster933,gene:KLLA0_E10451g,K_lactis,pure_ortholog
Cluster9330,gene:KLLA0_A05027g,K_lactis,pure_ortholog
Cluster9330,gene-YGL011C,S_cerevisiae,pure_ortholog
Cluster9330,CAGL0A00407g,C_glabrata,pure_ortholog
Cluster9330,orf19.5378,C_albicans,pure_ortholog
Cluster9331,orf19.764,C_albicans,pure_ortholog
Cluster9331,CAGL0H03245g,C_glabrata,pure_ortholog
Cluster9331,gene-YGL083W,S_cerevisiae,pure_ortholog
Cluster9331,gene:KLLA0_E19207g,K_lactis,pure_ortholog
Cluster9332,gene:KLLA0_F21208g,K_lactis,pure_ortholog
Cluster9332,gene-YJL109C,S_cerevisiae,pure_ortholog
Cluster9332,CAGL0G04411g,C_glabrata,pure_ortholog
Cluster9332,orf19.7215,C_albicans,pure_ortholog
Cluster9333,orf19.3458,C_albicans,pure_ortholog
Cluster9333,CAGL0E01639g,C_glabrata,pure_ortholog
Cluster9333,gene-YOL129W,S_cerevisiae,pure_ortholog
Cluster9333,gene:KLLA0_E07415g,K_lactis,pure_ortholog
Cluster9335,gene-YDR020C,S_cerevisiae,pure_ortholog
Cluster9335,CAGL0M06589g,C_glabrata,pure_ortholog
Cluster9335,gene:KLLA0_B06710g,K_lactis,pure_ortholog
Cluster9335,orf19.2487,C_albicans,pure_ortholog
Cluster9336,gene:KLLA0_B14278g,K_lactis,pure_ortholog
Cluster9336,gene-YKL210W,S_cerevisiae,pure_ortholog
Cluster9336,CAGL0K00319g,C_glabrata,pure_ortholog
Cluster9336,orf19.7438,C_albicans,pure_ortholog
Cluster9337,orf19.1636,C_albicans,pure_ortholog
Cluster9337,gene-YCL032W,S_cerevisiae,pure_ortholog
Cluster9337,CAGL0B00858g,C_glabrata,pure_ortholog
Cluster9337,gene:KLLA0_C01386g,K_lactis,pure_ortholog
Cluster934,gene:KLLA0_F26114g,K_lactis,pure_ortholog
Cluster934,CAGL0L05126g,C_glabrata,pure_ortholog
Cluster934,gene-YKL080W,S_cerevisiae,pure_ortholog
Cluster934,orf19.2166,C_albicans,pure_ortholog
Cluster9347,orf19.4634,C_albicans,pure_ortholog
Cluster9347,gene:KLLA0_B00737g,K_lactis,pure_ortholog
Cluster9347,CAGL0K09416g,C_glabrata,pure_ortholog
Cluster9347,gene-YGL211W,S_cerevisiae,pure_ortholog
Cluster9348,gene-YBL095W,S_cerevisiae,pure_ortholog
Cluster9348,CAGL0M09537g,C_glabrata,pure_ortholog
Cluster9348,gene:KLLA0_E06777g,K_lactis,pure_ortholog
Cluster9348,orf19.3548,C_albicans,pure_ortholog
Cluster935,orf19.1028,C_albicans,pure_ortholog
Cluster935,CAGL0J07414g,C_glabrata,pure_ortholog
Cluster935,gene-YNL230C,S_cerevisiae,pure_ortholog
Cluster935,gene:KLLA0_D19646g,K_lactis,pure_ortholog
Cluster9350,gene-YAR015W,S_cerevisiae,pure_ortholog
Cluster9350,CAGL0I04444g,C_glabrata,pure_ortholog
Cluster9350,gene:KLLA0_C04235g,K_lactis,pure_ortholog
Cluster9350,orf19.7484,C_albicans,pure_ortholog
Cluster9352,gene:KLLA0_A09955g,K_lactis,pure_ortholog
Cluster9352,CAGL0G00440g,C_glabrata,pure_ortholog
Cluster9352,gene-YMR296C,S_cerevisiae,pure_ortholog
Cluster9352,orf19.6438,C_albicans,pure_ortholog
Cluster9353,orf19.5165,C_albicans,pure_ortholog
Cluster9353,gene-YNR029C,S_cerevisiae,pure_ortholog
Cluster9353,CAGL0M10747g,C_glabrata,pure_ortholog
Cluster9353,gene:KLLA0_C08613g,K_lactis,pure_ortholog
Cluster9365,CAGL0M08668g,C_glabrata,pure_ortholog
Cluster9365,gene-YDR266C,S_cerevisiae,pure_ortholog
Cluster9365,gene:KLLA0_E16655g,K_lactis,pure_ortholog
Cluster9365,orf19.3449,C_albicans,pure_ortholog
Cluster9366,orf19.3447,C_albicans,pure_ortholog
Cluster9366,CAGL0B00506g,C_glabrata,pure_ortholog
Cluster9366,gene-YCL052C,S_cerevisiae,pure_ortholog
Cluster9366,gene:KLLA0_C00759g,K_lactis,pure_ortholog
Cluster9367,orf19.3446,C_albicans,pure_ortholog
Cluster9367,gene:KLLA0_B14300g,K_lactis,pure_ortholog
Cluster9367,gene-YJR074W,S_cerevisiae,pure_ortholog
Cluster9367,CAGL0F00319g,C_glabrata,pure_ortholog
Cluster9368,orf19.3449.2,C_albicans,pure_ortholog
Cluster9368,gene:KLLA0_E16633g,K_lactis,pure_ortholog
Cluster9368,CAGL0H04389g,C_glabrata,pure_ortholog
Cluster9368,gene-YHR100C,S_cerevisiae,pure_ortholog
Cluster9369,orf19.4967,C_albicans,pure_ortholog
Cluster9369,gene:KLLA0_D03971g,K_lactis,pure_ortholog
Cluster9369,gene-YLL018C-A,S_cerevisiae,pure_ortholog
Cluster9369,CAGL0D06578g,C_glabrata,pure_ortholog
Cluster9370,orf19.3287,C_albicans,pure_ortholog
Cluster9370,gene:KLLA0_D11220g,K_lactis,pure_ortholog
Cluster9370,CAGL0M07678g,C_glabrata,pure_ortholog
Cluster9370,gene-YMR014W,S_cerevisiae,pure_ortholog
Cluster9371,orf19.6740,C_albicans,pure_ortholog
Cluster9371,gene:KLLA0_D03883g,K_lactis,pure_ortholog
Cluster9371,gene-YLL036C,S_cerevisiae,pure_ortholog
Cluster9371,CAGL0D02772g,C_glabrata,pure_ortholog
Cluster9372,orf19.7058,C_albicans,pure_ortholog
Cluster9372,gene:KLLA0_A00715g,K_lactis,pure_ortholog
Cluster9372,gene-YFR048W,S_cerevisiae,pure_ortholog
Cluster9372,CAGL0C01969g,C_glabrata,pure_ortholog
Cluster9374,orf19.2107,C_albicans,pure_ortholog
Cluster9374,gene-YGR007W,S_cerevisiae,pure_ortholog
Cluster9374,CAGL0F08723g,C_glabrata,pure_ortholog
Cluster9374,gene:KLLA0_C18139g,K_lactis,pure_ortholog
Cluster9375,orf19.4326,C_albicans,pure_ortholog
Cluster9375,CAGL0I09768g,C_glabrata,pure_ortholog
Cluster9375,gene-YOR308C,S_cerevisiae,pure_ortholog
Cluster9375,gene:KLLA0_F08591g,K_lactis,pure_ortholog
Cluster9376,gene:KLLA0_C05852g,K_lactis,pure_ortholog
Cluster9376,CAGL0J11792g,C_glabrata,pure_ortholog
Cluster9376,gene-YML043C,S_cerevisiae,pure_ortholog
Cluster9376,orf19.718,C_albicans,pure_ortholog
Cluster9380,orf19.1373,C_albicans,pure_ortholog
Cluster9380,gene:KLLA0_D13860g,K_lactis,pure_ortholog
Cluster9380,CAGL0J02134g,C_glabrata,pure_ortholog
Cluster9380,gene-YIL002C,S_cerevisiae,pure_ortholog
Cluster9382,gene:KLLA0_A00847g,K_lactis,pure_ortholog
Cluster9382,gene-YGL240W,S_cerevisiae,pure_ortholog
Cluster9382,CAGL0H07799g,C_glabrata,pure_ortholog
Cluster9382,orf19.5056,C_albicans,pure_ortholog
Cluster9383,gene:KLLA0_D04598g,K_lactis,pure_ortholog
Cluster9383,CAGL0K10384g,C_glabrata,pure_ortholog
Cluster9383,gene-YFR019W,S_cerevisiae,pure_ortholog
Cluster9383,orf19.1513,C_albicans,pure_ortholog
Cluster9384,orf19.1479,C_albicans,pure_ortholog
Cluster9384,gene-YGL023C,S_cerevisiae,pure_ortholog
Cluster9384,CAGL0A00187g,C_glabrata,pure_ortholog
Cluster9384,gene:KLLA0_C17006g,K_lactis,pure_ortholog
Cluster9389,orf19.712,C_albicans,pure_ortholog
Cluster9389,gene:KLLA0_D01045g,K_lactis,pure_ortholog
Cluster9389,CAGL0B03641g,C_glabrata,pure_ortholog
Cluster9389,gene-YEL061C,S_cerevisiae,pure_ortholog
Cluster9390,orf19.696,C_albicans,pure_ortholog
Cluster9390,gene:KLLA0_F25102g,K_lactis,pure_ortholog
Cluster9390,CAGL0K12430g,C_glabrata,pure_ortholog
Cluster9390,gene-YFL026W,S_cerevisiae,pure_ortholog
Cluster9393,gene-YLR023C,S_cerevisiae,pure_ortholog
Cluster9393,CAGL0D03322g,C_glabrata,pure_ortholog
Cluster9393,gene:KLLA0_F15510g,K_lactis,pure_ortholog
Cluster9393,orf19.5754,C_albicans,pure_ortholog
Cluster9394,orf19.3328,C_albicans,pure_ortholog
Cluster9394,gene:KLLA0_D11264g,K_lactis,pure_ortholog
Cluster9394,CAGL0H08866g,C_glabrata,pure_ortholog
Cluster9394,gene-YMR172W,S_cerevisiae,pure_ortholog
Cluster9395,orf19.4261,C_albicans,pure_ortholog
Cluster9395,gene-YPR041W,S_cerevisiae,pure_ortholog
Cluster9395,CAGL0D03718g,C_glabrata,pure_ortholog
Cluster9395,gene:KLLA0_E06095g,K_lactis,pure_ortholog
Cluster9396,orf19.1531,C_albicans,pure_ortholog
Cluster9396,CAGL0F06479g,C_glabrata,pure_ortholog
Cluster9396,gene-YMR061W,S_cerevisiae,pure_ortholog
Cluster9396,gene:KLLA0_F26290g,K_lactis,pure_ortholog
Cluster9397,gene:KLLA0_B11187g,K_lactis,pure_ortholog
Cluster9397,gene-YPR133W-A,S_cerevisiae,pure_ortholog
Cluster9397,CAGL0D04834g,C_glabrata,pure_ortholog
Cluster9397,orf19.6247.1,C_albicans,pure_ortholog
Cluster9399,orf19.1667.1,C_albicans,pure_ortholog
Cluster9399,gene:KLLA0_F05137g,K_lactis,pure_ortholog
Cluster9399,CAGL0J08976g,C_glabrata,pure_ortholog
Cluster9399,gene-YLR218C,S_cerevisiae,pure_ortholog
Cluster9401,orf19.1360,C_albicans,pure_ortholog
Cluster9401,CAGL0K04829g,C_glabrata,pure_ortholog
Cluster9401,gene-YNL213C,S_cerevisiae,pure_ortholog
Cluster9401,gene:KLLA0_D19184g,K_lactis,pure_ortholog
Cluster9402,gene-YNL258C,S_cerevisiae,pure_ortholog
Cluster9402,CAGL0J07964g,C_glabrata,pure_ortholog
Cluster9402,gene:KLLA0_C02695g,K_lactis,pure_ortholog
Cluster9402,orf19.2370,C_albicans,pure_ortholog
Cluster9403,CAGL0K08866g,C_glabrata,pure_ortholog
Cluster9403,gene-YOR261C,S_cerevisiae,pure_ortholog
Cluster9403,gene:KLLA0_C09526g,K_lactis,pure_ortholog
Cluster9403,orf19.3168,C_albicans,pure_ortholog
Cluster9404,orf19.4471,C_albicans,pure_ortholog
Cluster9404,gene-YDR200C,S_cerevisiae,pure_ortholog
Cluster9404,CAGL0F05489g,C_glabrata,pure_ortholog
Cluster9404,gene:KLLA0_D18799g,K_lactis,pure_ortholog
Cluster9405,CAGL0F03685g,C_glabrata,pure_ortholog
Cluster9405,gene-YPL172C,S_cerevisiae,pure_ortholog
Cluster9405,gene:KLLA0_C09548g,K_lactis,pure_ortholog
Cluster9405,orf19.3167,C_albicans,pure_ortholog
Cluster9408,gene-YMR178W,S_cerevisiae,pure_ortholog
Cluster9408,CAGL0D03696g,C_glabrata,pure_ortholog
Cluster9408,gene:KLLA0_C16137g,K_lactis,pure_ortholog
Cluster9408,orf19.5757,C_albicans,pure_ortholog
Cluster9409,orf19.5117,C_albicans,pure_ortholog
Cluster9409,gene:KLLA0_C05566g,K_lactis,pure_ortholog
Cluster9409,CAGL0I00418g,C_glabrata,pure_ortholog
Cluster9409,gene-YGL055W,S_cerevisiae,pure_ortholog
Cluster9410,orf19.1828,C_albicans,pure_ortholog
Cluster9410,gene:KLLA0_E22375g,K_lactis,pure_ortholog
Cluster9410,CAGL0I03300g,C_glabrata,pure_ortholog
Cluster9410,gene-YEL029C,S_cerevisiae,pure_ortholog
Cluster9412,orf19.1376,C_albicans,pure_ortholog
Cluster9412,gene-YMR183C,S_cerevisiae,pure_ortholog
Cluster9412,CAGL0E06160g,C_glabrata,pure_ortholog
Cluster9412,gene:KLLA0_C15961g,K_lactis,pure_ortholog
Cluster9413,orf19.3411,C_albicans,pure_ortholog
Cluster9413,gene-YNR027W,S_cerevisiae,pure_ortholog
Cluster9413,CAGL0M10725g,C_glabrata,pure_ortholog
Cluster9413,gene:KLLA0_C08701g,K_lactis,pure_ortholog
Cluster9415,orf19.135,C_albicans,pure_ortholog
Cluster9415,gene-YBR102C,S_cerevisiae,pure_ortholog
Cluster9415,CAGL0K12166g,C_glabrata,pure_ortholog
Cluster9415,gene:KLLA0_E11353g,K_lactis,pure_ortholog
Cluster9416,orf19.3221,C_albicans,pure_ortholog
Cluster9416,gene:KLLA0_F03190g,K_lactis,pure_ortholog
Cluster9416,gene-YJR109C,S_cerevisiae,pure_ortholog
Cluster9416,CAGL0C04917g,C_glabrata,pure_ortholog
Cluster9417,gene:KLLA0_E15357g,K_lactis,pure_ortholog
Cluster9417,CAGL0L05676g,C_glabrata,pure_ortholog
Cluster9417,gene-YJL130C,S_cerevisiae,pure_ortholog
Cluster9417,orf19.2360,C_albicans,pure_ortholog
Cluster9418,orf19.5168,C_albicans,pure_ortholog
Cluster9418,gene:KLLA0_A10901g,K_lactis,pure_ortholog
Cluster9418,CAGL0A01958g,C_glabrata,pure_ortholog
Cluster9418,gene-YOL022C,S_cerevisiae,pure_ortholog
Cluster9419,orf19.231,C_albicans,pure_ortholog
Cluster9419,CAGL0D02068g,C_glabrata,pure_ortholog
Cluster9419,gene-YKL135C,S_cerevisiae,pure_ortholog
Cluster9419,gene:KLLA0_E12255g,K_lactis,pure_ortholog
Cluster9420,orf19.6684,C_albicans,pure_ortholog
Cluster9420,gene-YGL037C,S_cerevisiae,pure_ortholog
Cluster9420,CAGL0A01716g,C_glabrata,pure_ortholog
Cluster9420,gene:KLLA0_F22242g,K_lactis,pure_ortholog
Cluster9421,orf19.3066,C_albicans,pure_ortholog
Cluster9421,gene-YNR067C,S_cerevisiae,pure_ortholog
Cluster9421,CAGL0M04565g,C_glabrata,pure_ortholog
Cluster9421,gene:KLLA0_F11704g,K_lactis,pure_ortholog
Cluster9423,gene-YOR223W,S_cerevisiae,pure_ortholog
Cluster9423,CAGL0J04092g,C_glabrata,pure_ortholog
Cluster9423,gene:KLLA0_D07095g,K_lactis,pure_ortholog
Cluster9423,orf19.3517,C_albicans,pure_ortholog
Cluster9424,orf19.6745,C_albicans,pure_ortholog
Cluster9424,gene:KLLA0_F18832g,K_lactis,pure_ortholog
Cluster9424,gene-YDR050C,S_cerevisiae,pure_ortholog
Cluster9424,CAGL0H08327g,C_glabrata,pure_ortholog
Cluster9425,orf19.4232,C_albicans,pure_ortholog
Cluster9425,gene:KLLA0_C02409g,K_lactis,pure_ortholog
Cluster9425,CAGL0G03861g,C_glabrata,pure_ortholog
Cluster9425,gene-YGR046W,S_cerevisiae,pure_ortholog
Cluster9428,orf19.351,C_albicans,pure_ortholog
Cluster9428,gene:KLLA0_E03895g,K_lactis,pure_ortholog
Cluster9428,CAGL0L08382g,C_glabrata,pure_ortholog
Cluster9428,gene-YPR153W,S_cerevisiae,pure_ortholog
Cluster9435,orf19.7444,C_albicans,pure_ortholog
Cluster9435,CAGL0D02266g,C_glabrata,pure_ortholog
Cluster9435,gene-YOR352W,S_cerevisiae,pure_ortholog
Cluster9435,gene:KLLA0_C13167g,K_lactis,pure_ortholog
Cluster9444,gene-YMR060C,S_cerevisiae,pure_ortholog
Cluster9444,CAGL0F06457g,C_glabrata,pure_ortholog
Cluster9444,gene:KLLA0_F26312g,K_lactis,pure_ortholog
Cluster9444,orf19.1532,C_albicans,pure_ortholog
Cluster9450,orf19.458,C_albicans,pure_ortholog
Cluster9450,CAGL0A02992g,C_glabrata,pure_ortholog
Cluster9450,gene-YDR375C,S_cerevisiae,pure_ortholog
Cluster9450,gene:KLLA0_E02487g,K_lactis,pure_ortholog
Cluster9454,CAGL0M12727g,C_glabrata,pure_ortholog
Cluster9454,gene-YIL070C,S_cerevisiae,pure_ortholog
Cluster9454,gene:KLLA0_C07711g,K_lactis,pure_ortholog
Cluster9454,orf19.7187,C_albicans,pure_ortholog
Cluster9456,orf19.1658,C_albicans,pure_ortholog
Cluster9456,CAGL0A02409g,C_glabrata,pure_ortholog
Cluster9456,gene-YDR348C,S_cerevisiae,pure_ortholog
Cluster9456,gene:KLLA0_F22154g,K_lactis,pure_ortholog
Cluster946,orf19.1069,C_albicans,pure_ortholog
Cluster946,gene:KLLA0_C04103g,K_lactis,pure_ortholog
Cluster946,gene-YDL020C,S_cerevisiae,pure_ortholog
Cluster946,CAGL0K01727g,C_glabrata,pure_ortholog
Cluster9460,CAGL0G04169g,C_glabrata,pure_ortholog
Cluster9460,gene-YDR306C,S_cerevisiae,pure_ortholog
Cluster9460,gene:KLLA0_C10120g,K_lactis,pure_ortholog
Cluster9460,orf19.432,C_albicans,pure_ortholog
Cluster9461,CAGL0G05357g,C_glabrata,pure_ortholog
Cluster9461,gene-YNL200C,S_cerevisiae,pure_ortholog
Cluster9461,gene:KLLA0_F20768g,K_lactis,pure_ortholog
Cluster9461,orf19.3679,C_albicans,pure_ortholog
Cluster9462,gene:KLLA0_D12144g,K_lactis,pure_ortholog
Cluster9462,gene-YDR246W,S_cerevisiae,pure_ortholog
Cluster9462,CAGL0K11253g,C_glabrata,pure_ortholog
Cluster9462,orf19.3673,C_albicans,pure_ortholog
Cluster9463,orf19.6837,C_albicans,pure_ortholog
Cluster9463,gene:KLLA0_E08075g,K_lactis,pure_ortholog
Cluster9463,CAGL0F06897g,C_glabrata,pure_ortholog
Cluster9463,gene-YIR035C,S_cerevisiae,pure_ortholog
Cluster9469,orf19.246,C_albicans,pure_ortholog
Cluster9469,gene-YIL108W,S_cerevisiae,pure_ortholog
Cluster9469,CAGL0C01375g,C_glabrata,pure_ortholog
Cluster9469,gene:KLLA0_F03751g,K_lactis,pure_ortholog
Cluster9470,orf19.4912,C_albicans,pure_ortholog
Cluster9470,gene:KLLA0_A04103g,K_lactis,pure_ortholog
Cluster9470,CAGL0F00737g,C_glabrata,pure_ortholog
Cluster9470,gene-YOR322C,S_cerevisiae,pure_ortholog
Cluster9472,CAGL0G03025g,C_glabrata,pure_ortholog
Cluster9472,gene-YGR091W,S_cerevisiae,pure_ortholog
Cluster9472,gene:KLLA0_D14883g,K_lactis,pure_ortholog
Cluster9472,orf19.1296,C_albicans,pure_ortholog
Cluster9473,gene-YLR006C,S_cerevisiae,pure_ortholog
Cluster9473,CAGL0D02882g,C_glabrata,pure_ortholog
Cluster9473,gene:KLLA0_E09505g,K_lactis,pure_ortholog
Cluster9473,orf19.5031,C_albicans,pure_ortholog
Cluster9475,CAGL0L06006g,C_glabrata,pure_ortholog
Cluster9475,gene-YGL180W,S_cerevisiae,pure_ortholog
Cluster9475,gene:KLLA0_C17160g,K_lactis,pure_ortholog
Cluster9475,orf19.3841,C_albicans,pure_ortholog
Cluster9476,orf19.6175,C_albicans,pure_ortholog
Cluster9476,gene:KLLA0_F25278g,K_lactis,pure_ortholog
Cluster9476,gene-YLR051C,S_cerevisiae,pure_ortholog
Cluster9476,CAGL0F01925g,C_glabrata,pure_ortholog
Cluster9477,orf19.1514,C_albicans,pure_ortholog
Cluster9477,gene-YDR372C,S_cerevisiae,pure_ortholog
Cluster9477,CAGL0A02926g,C_glabrata,pure_ortholog
Cluster9477,gene:KLLA0_E02355g,K_lactis,pure_ortholog
Cluster9478,gene-YKL174C,S_cerevisiae,pure_ortholog
Cluster9478,CAGL0M08272g,C_glabrata,pure_ortholog
Cluster9478,gene:KLLA0_A06666g,K_lactis,pure_ortholog
Cluster9478,orf19.151,C_albicans,pure_ortholog
Cluster9479,orf19.6798,C_albicans,pure_ortholog
Cluster9479,gene:KLLA0_B09262g,K_lactis,pure_ortholog
Cluster9479,gene-YBR112C,S_cerevisiae,pure_ortholog
Cluster9479,CAGL0D01364g,C_glabrata,pure_ortholog
Cluster9480,orf19.5356,C_albicans,pure_ortholog
Cluster9480,gene:KLLA0_E07239g,K_lactis,pure_ortholog
Cluster9480,CAGL0E01573g,C_glabrata,pure_ortholog
Cluster9480,gene-YNL313C,S_cerevisiae,pure_ortholog
Cluster9481,orf19.6842,C_albicans,pure_ortholog
Cluster9481,gene:KLLA0_D02618g,K_lactis,pure_ortholog
Cluster9481,gene-YLR425W,S_cerevisiae,pure_ortholog
Cluster9481,CAGL0J04752g,C_glabrata,pure_ortholog
Cluster9484,orf19.6908,C_albicans,pure_ortholog
Cluster9484,gene:KLLA0_B12463g,K_lactis,pure_ortholog
Cluster9484,gene-YMR113W,S_cerevisiae,pure_ortholog
Cluster9484,CAGL0K03553g,C_glabrata,pure_ortholog
Cluster9485,orf19.1878,C_albicans,pure_ortholog
Cluster9485,gene:KLLA0_F20185g,K_lactis,pure_ortholog
Cluster9485,CAGL0L04620g,C_glabrata,pure_ortholog
Cluster9485,gene-YOR174W,S_cerevisiae,pure_ortholog
Cluster9496,gene:KLLA0_E17315g,K_lactis,pure_ortholog
Cluster9496,CAGL0C04367g,C_glabrata,pure_ortholog
Cluster9496,gene-YBL001C,S_cerevisiae,pure_ortholog
Cluster9496,orf19.7436.1,C_albicans,pure_ortholog
Cluster95,gene:KLLA0_F18502g,K_lactis,pure_ortholog
Cluster95,CAGL0L07458g,C_glabrata,pure_ortholog
Cluster95,gene-YBR065C,S_cerevisiae,pure_ortholog
Cluster95,orf19.5364,C_albicans,pure_ortholog
Cluster9508,gene-YJL154C,S_cerevisiae,pure_ortholog
Cluster9508,CAGL0I06072g,C_glabrata,pure_ortholog
Cluster9508,gene:KLLA0_B07535g,K_lactis,pure_ortholog
Cluster9508,orf19.6875,C_albicans,pure_ortholog
Cluster9509,gene:KLLA0_F24662g,K_lactis,pure_ortholog
Cluster9509,CAGL0K01573g,C_glabrata,pure_ortholog
Cluster9509,gene-YDL030W,S_cerevisiae,pure_ortholog
Cluster9509,orf19.3178,C_albicans,pure_ortholog
Cluster9510,gene-YMR058W,S_cerevisiae,pure_ortholog
Cluster9510,CAGL0F06413g,C_glabrata,pure_ortholog
Cluster9510,gene:KLLA0_F26400g,K_lactis,pure_ortholog
Cluster9510,orf19.4215,C_albicans,pure_ortholog
Cluster9511,gene:KLLA0_D18502g,K_lactis,pure_ortholog
Cluster9511,gene-YDR190C,S_cerevisiae,pure_ortholog
Cluster9511,CAGL0F05643g,C_glabrata,pure_ortholog
Cluster9511,orf19.3129,C_albicans,pure_ortholog
Cluster9512,orf19.2078,C_albicans,pure_ortholog
Cluster9512,gene:KLLA0_F25432g,K_lactis,pure_ortholog
Cluster9512,gene-YHL019C,S_cerevisiae,pure_ortholog
Cluster9512,CAGL0K03223g,C_glabrata,pure_ortholog
Cluster9514,gene:KLLA0_E18789g,K_lactis,pure_ortholog
Cluster9514,gene-YBR288C,S_cerevisiae,pure_ortholog
Cluster9514,CAGL0L02145g,C_glabrata,pure_ortholog
Cluster9514,orf19.1204,C_albicans,pure_ortholog
Cluster9515,CAGL0L10142g,C_glabrata,pure_ortholog
Cluster9515,gene-YOR049C,S_cerevisiae,pure_ortholog
Cluster9515,gene:KLLA0_F16082g,K_lactis,pure_ortholog
Cluster9515,orf19.6595,C_albicans,pure_ortholog
Cluster9517,gene:KLLA0_D05489g,K_lactis,pure_ortholog
Cluster9517,CAGL0K12738g,C_glabrata,pure_ortholog
Cluster9517,gene-YFL041W,S_cerevisiae,pure_ortholog
Cluster9517,orf19.4213,C_albicans,pure_ortholog
Cluster9519,gene:KLLA0_E20263g,K_lactis,pure_ortholog
Cluster9519,gene-YBL061C,S_cerevisiae,pure_ortholog
Cluster9519,CAGL0A04411g,C_glabrata,pure_ortholog
Cluster9519,orf19.7349,C_albicans,pure_ortholog
Cluster9556,orf19.1595,C_albicans,pure_ortholog
Cluster9556,gene-YDL091C,S_cerevisiae,pure_ortholog
Cluster9556,CAGL0L07128g,C_glabrata,pure_ortholog
Cluster9556,gene:KLLA0_F07139g,K_lactis,pure_ortholog
Cluster9559,orf19.2204.2,C_albicans,pure_ortholog
Cluster9559,gene-YNL090W,S_cerevisiae,pure_ortholog
Cluster9559,CAGL0J05632g,C_glabrata,pure_ortholog
Cluster9559,gene:KLLA0_C13816g,K_lactis,pure_ortholog
Cluster957,CAGL0E02695g,C_glabrata,pure_ortholog
Cluster957,gene-YOR005C,S_cerevisiae,pure_ortholog
Cluster957,gene:KLLA0_D01089g,K_lactis,pure_ortholog
Cluster957,orf19.5798,C_albicans,pure_ortholog
Cluster958,orf19.7021,C_albicans,pure_ortholog
Cluster958,gene-YPR160W,S_cerevisiae,pure_ortholog
Cluster958,CAGL0F04895g,C_glabrata,pure_ortholog
Cluster958,gene:KLLA0_F10065g,K_lactis,pure_ortholog
Cluster959,orf19.2259,C_albicans,pure_ortholog
Cluster959,gene:KLLA0_C09064g,K_lactis,pure_ortholog
Cluster959,CAGL0M10637g,C_glabrata,pure_ortholog
Cluster959,gene-YNR022C,S_cerevisiae,pure_ortholog
Cluster960,gene-YHR128W,S_cerevisiae,pure_ortholog
Cluster960,CAGL0H09064g,C_glabrata,pure_ortholog
Cluster960,gene:KLLA0_E22903g,K_lactis,pure_ortholog
Cluster960,orf19.2640,C_albicans,pure_ortholog
Cluster961,CAGL0L06336g,C_glabrata,pure_ortholog
Cluster961,gene-YDR103W,S_cerevisiae,pure_ortholog
Cluster961,gene:KLLA0_F12023g,K_lactis,pure_ortholog
Cluster961,orf19.2127,C_albicans,pure_ortholog
Cluster962,orf19.7105,C_albicans,pure_ortholog
Cluster962,gene:KLLA0_B07469g,K_lactis,pure_ortholog
Cluster962,gene-YJL157C,S_cerevisiae,pure_ortholog
Cluster962,CAGL0I06138g,C_glabrata,pure_ortholog
Cluster964,gene-YLL039C,S_cerevisiae,pure_ortholog
Cluster964,CAGL0D05082g,C_glabrata,pure_ortholog
Cluster964,gene:KLLA0_E00749g,K_lactis,pure_ortholog
Cluster964,orf19.6771,C_albicans,pure_ortholog
Cluster965,orf19.3087,C_albicans,pure_ortholog
Cluster965,CAGL0G08173g,C_glabrata,pure_ortholog
Cluster965,gene-YLR167W,S_cerevisiae,pure_ortholog
Cluster965,gene:KLLA0_D18304g,K_lactis,pure_ortholog
Cluster970,gene-YLR281C,S_cerevisiae,pure_ortholog
Cluster970,CAGL0F05027g,C_glabrata,pure_ortholog
Cluster970,gene:KLLA0_C04642g,K_lactis,pure_ortholog
Cluster970,orf19.5488,C_albicans,pure_ortholog
Cluster971,orf19.563,C_albicans,pure_ortholog
Cluster971,gene-YPR143W,S_cerevisiae,pure_ortholog
Cluster971,CAGL0D05016g,C_glabrata,pure_ortholog
Cluster971,gene:KLLA0_B10934g,K_lactis,pure_ortholog
Cluster972,orf19.4109,C_albicans,pure_ortholog
Cluster972,CAGL0M00220g,C_glabrata,pure_ortholog
Cluster972,gene-YJR143C,S_cerevisiae,pure_ortholog
