cluster_id,gene_id,species,homology_class,ortholog_partners
Cluster8174,gene:KLLA0_E14719g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0F07843g', 'S_cerevisiae': 'gene-YGL142C', 'C_albicans': 'orf19.3996'}"
Cluster8174,CAGL0F07843g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E14719g', 'S_cerevisiae': 'gene-YGL142C', 'C_albicans': 'orf19.3996'}"
Cluster8174,gene-YGL142C,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E14719g', 'C_glabrata': 'CAGL0F07843g', 'C_albicans': 'orf19.3996'}"
Cluster8174,orf19.3996,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E14719g', 'C_glabrata': 'CAGL0F07843g', 'S_cerevisiae': 'gene-YGL142C'}"
Cluster818,orf19.3293,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C04367g', 'S_cerevisiae': 'gene-YDL015C', 'C_glabrata': 'CAGL0K01837g'}"
Cluster818,gene:KLLA0_C04367g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.3293', 'S_cerevisiae': 'gene-YDL015C', 'C_glabrata': 'CAGL0K01837g'}"
Cluster818,gene-YDL015C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.3293', 'K_lactis': 'gene:KLLA0_C04367g', 'C_glabrata': 'CAGL0K01837g'}"
Cluster818,CAGL0K01837g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.3293', 'K_lactis': 'gene:KLLA0_C04367g', 'S_cerevisiae': 'gene-YDL015C'}"
Cluster8189,CAGL0M08888g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YDR478W', 'K_lactis': 'gene:KLLA0_A07150g', 'C_albicans': 'orf19.1927'}"
Cluster8189,gene-YDR478W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0M08888g', 'K_lactis': 'gene:KLLA0_A07150g', 'C_albicans': 'orf19.1927'}"
Cluster8189,gene:KLLA0_A07150g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0M08888g', 'S_cerevisiae': 'gene-YDR478W', 'C_albicans': 'orf19.1927'}"
Cluster8189,orf19.1927,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0M08888g', 'S_cerevisiae': 'gene-YDR478W', 'K_lactis': 'gene:KLLA0_A07150g'}"
Cluster8190,CAGL0K06655g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YBR212W', 'K_lactis': 'gene:KLLA0_C05522g', 'C_albicans': 'orf19.6790'}"
Cluster8190,gene-YBR212W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0K06655g', 'K_lactis': 'gene:KLLA0_C05522g', 'C_albicans': 'orf19.6790'}"
Cluster8190,gene:KLLA0_C05522g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0K06655g', 'S_cerevisiae': 'gene-YBR212W', 'C_albicans': 'orf19.6790'}"
Cluster8190,orf19.6790,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0K06655g', 'S_cerevisiae': 'gene-YBR212W', 'K_lactis': 'gene:KLLA0_C05522g'}"
Cluster8198,gene-YPR161C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0I08349g', 'K_lactis': 'gene:KLLA0_D10527g', 'C_albicans': 'orf19.3523'}"
Cluster8198,CAGL0I08349g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YPR161C', 'K_lactis': 'gene:KLLA0_D10527g', 'C_albicans': 'orf19.3523'}"
Cluster8198,gene:KLLA0_D10527g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YPR161C', 'C_glabrata': 'CAGL0I08349g', 'C_albicans': 'orf19.3523'}"
Cluster8198,orf19.3523,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YPR161C', 'C_glabrata': 'CAGL0I08349g', 'K_lactis': 'gene:KLLA0_D10527g'}"
Cluster82,CAGL0J05566g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YNL085W', 'K_lactis': 'gene:KLLA0_C13926g', 'C_albicans': 'orf19.2664'}"
Cluster82,gene-YNL085W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0J05566g', 'K_lactis': 'gene:KLLA0_C13926g', 'C_albicans': 'orf19.2664'}"
Cluster82,gene:KLLA0_C13926g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0J05566g', 'S_cerevisiae': 'gene-YNL085W', 'C_albicans': 'orf19.2664'}"
Cluster82,orf19.2664,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0J05566g', 'S_cerevisiae': 'gene-YNL085W', 'K_lactis': 'gene:KLLA0_C13926g'}"
Cluster820,orf19.3291,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_B07117g', 'C_glabrata': 'CAGL0I04730g', 'S_cerevisiae': 'gene-YBR034C'}"
Cluster820,gene:KLLA0_B07117g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.3291', 'C_glabrata': 'CAGL0I04730g', 'S_cerevisiae': 'gene-YBR034C'}"
Cluster820,CAGL0I04730g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.3291', 'K_lactis': 'gene:KLLA0_B07117g', 'S_cerevisiae': 'gene-YBR034C'}"
Cluster820,gene-YBR034C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.3291', 'K_lactis': 'gene:KLLA0_B07117g', 'C_glabrata': 'CAGL0I04730g'}"
Cluster8206,gene:KLLA0_C14322g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0K11572g', 'S_cerevisiae': 'gene-YKL117W', 'C_albicans': 'orf19.5749'}"
Cluster8206,CAGL0K11572g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C14322g', 'S_cerevisiae': 'gene-YKL117W', 'C_albicans': 'orf19.5749'}"
Cluster8206,gene-YKL117W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C14322g', 'C_glabrata': 'CAGL0K11572g', 'C_albicans': 'orf19.5749'}"
Cluster8206,orf19.5749,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C14322g', 'C_glabrata': 'CAGL0K11572g', 'S_cerevisiae': 'gene-YKL117W'}"
Cluster8209,CAGL0F05005g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YLR277C', 'K_lactis': 'gene:KLLA0_C04598g', 'C_albicans': 'orf19.5486'}"
Cluster8209,gene-YLR277C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0F05005g', 'K_lactis': 'gene:KLLA0_C04598g', 'C_albicans': 'orf19.5486'}"
Cluster8209,gene:KLLA0_C04598g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0F05005g', 'S_cerevisiae': 'gene-YLR277C', 'C_albicans': 'orf19.5486'}"
Cluster8209,orf19.5486,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0F05005g', 'S_cerevisiae': 'gene-YLR277C', 'K_lactis': 'gene:KLLA0_C04598g'}"
Cluster8210,CAGL0E04114g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YEL052W', 'K_lactis': 'gene:KLLA0_A01947g', 'C_albicans': 'orf19.2891'}"
Cluster8210,gene-YEL052W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0E04114g', 'K_lactis': 'gene:KLLA0_A01947g', 'C_albicans': 'orf19.2891'}"
Cluster8210,gene:KLLA0_A01947g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0E04114g', 'S_cerevisiae': 'gene-YEL052W', 'C_albicans': 'orf19.2891'}"
Cluster8210,orf19.2891,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0E04114g', 'S_cerevisiae': 'gene-YEL052W', 'K_lactis': 'gene:KLLA0_A01947g'}"
Cluster8211,orf19.3970,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_A05181g', 'S_cerevisiae': 'gene-YGR251W', 'C_glabrata': 'CAGL0I02376g'}"
Cluster8211,gene:KLLA0_A05181g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.3970', 'S_cerevisiae': 'gene-YGR251W', 'C_glabrata': 'CAGL0I02376g'}"
Cluster8211,gene-YGR251W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.3970', 'K_lactis': 'gene:KLLA0_A05181g', 'C_glabrata': 'CAGL0I02376g'}"
Cluster8211,CAGL0I02376g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.3970', 'K_lactis': 'gene:KLLA0_A05181g', 'S_cerevisiae': 'gene-YGR251W'}"
Cluster8212,orf19.4618,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0L02497g', 'S_cerevisiae': 'gene-YKL060C', 'K_lactis': 'gene:KLLA0_E07569g'}"
Cluster8212,CAGL0L02497g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.4618', 'S_cerevisiae': 'gene-YKL060C', 'K_lactis': 'gene:KLLA0_E07569g'}"
Cluster8212,gene-YKL060C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.4618', 'C_glabrata': 'CAGL0L02497g', 'K_lactis': 'gene:KLLA0_E07569g'}"
Cluster8212,gene:KLLA0_E07569g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.4618', 'C_glabrata': 'CAGL0L02497g', 'S_cerevisiae': 'gene-YKL060C'}"
Cluster8213,orf19.581,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YNL251C', 'C_glabrata': 'CAGL0J07810g', 'K_lactis': 'gene:KLLA0_C02893g'}"
Cluster8213,gene-YNL251C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.581', 'C_glabrata': 'CAGL0J07810g', 'K_lactis': 'gene:KLLA0_C02893g'}"
Cluster8213,CAGL0J07810g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.581', 'S_cerevisiae': 'gene-YNL251C', 'K_lactis': 'gene:KLLA0_C02893g'}"
Cluster8213,gene:KLLA0_C02893g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.581', 'S_cerevisiae': 'gene-YNL251C', 'C_glabrata': 'CAGL0J07810g'}"
Cluster8214,orf19.5821,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YML002W', 'C_glabrata': 'CAGL0L07634g', 'K_lactis': 'gene:KLLA0_D01133g'}"
Cluster8214,gene-YML002W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.5821', 'C_glabrata': 'CAGL0L07634g', 'K_lactis': 'gene:KLLA0_D01133g'}"
Cluster8214,CAGL0L07634g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.5821', 'S_cerevisiae': 'gene-YML002W', 'K_lactis': 'gene:KLLA0_D01133g'}"
Cluster8214,gene:KLLA0_D01133g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.5821', 'S_cerevisiae': 'gene-YML002W', 'C_glabrata': 'CAGL0L07634g'}"
Cluster8215,orf19.1663,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_B09988g', 'C_glabrata': 'CAGL0H07403g', 'S_cerevisiae': 'gene-YDR483W'}"
Cluster8215,gene:KLLA0_B09988g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.1663', 'C_glabrata': 'CAGL0H07403g', 'S_cerevisiae': 'gene-YDR483W'}"
Cluster8215,CAGL0H07403g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.1663', 'K_lactis': 'gene:KLLA0_B09988g', 'S_cerevisiae': 'gene-YDR483W'}"
Cluster8215,gene-YDR483W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.1663', 'K_lactis': 'gene:KLLA0_B09988g', 'C_glabrata': 'CAGL0H07403g'}"
Cluster822,orf19.329,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F18018g', 'S_cerevisiae': 'gene-YLR116W', 'C_glabrata': 'CAGL0D02354g'}"
Cluster822,gene:KLLA0_F18018g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.329', 'S_cerevisiae': 'gene-YLR116W', 'C_glabrata': 'CAGL0D02354g'}"
Cluster822,gene-YLR116W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.329', 'K_lactis': 'gene:KLLA0_F18018g', 'C_glabrata': 'CAGL0D02354g'}"
Cluster822,CAGL0D02354g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.329', 'K_lactis': 'gene:KLLA0_F18018g', 'S_cerevisiae': 'gene-YLR116W'}"
Cluster8222,orf19.4258,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E05985g', 'S_cerevisiae': 'gene-YJR093C', 'C_glabrata': 'CAGL0M09064g'}"
Cluster8222,gene:KLLA0_E05985g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.4258', 'S_cerevisiae': 'gene-YJR093C', 'C_glabrata': 'CAGL0M09064g'}"
Cluster8222,gene-YJR093C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.4258', 'K_lactis': 'gene:KLLA0_E05985g', 'C_glabrata': 'CAGL0M09064g'}"
Cluster8222,CAGL0M09064g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.4258', 'K_lactis': 'gene:KLLA0_E05985g', 'S_cerevisiae': 'gene-YJR093C'}"
Cluster8223,orf19.4257,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YJR092W', 'C_glabrata': 'CAGL0M09086g', 'K_lactis': 'gene:KLLA0_E06007g'}"
Cluster8223,gene-YJR092W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.4257', 'C_glabrata': 'CAGL0M09086g', 'K_lactis': 'gene:KLLA0_E06007g'}"
Cluster8223,CAGL0M09086g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.4257', 'S_cerevisiae': 'gene-YJR092W', 'K_lactis': 'gene:KLLA0_E06007g'}"
Cluster8223,gene:KLLA0_E06007g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.4257', 'S_cerevisiae': 'gene-YJR092W', 'C_glabrata': 'CAGL0M09086g'}"
Cluster8224,CAGL0K07073g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YBR235W', 'K_lactis': 'gene:KLLA0_F10549g', 'C_albicans': 'orf19.6832'}"
Cluster8224,gene-YBR235W,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0K07073g', 'K_lactis': 'gene:KLLA0_F10549g', 'C_albicans': 'orf19.6832'}"
Cluster8224,gene:KLLA0_F10549g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0K07073g', 'S_cerevisiae': 'gene-YBR235W', 'C_albicans': 'orf19.6832'}"
Cluster8224,orf19.6832,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0K07073g', 'S_cerevisiae': 'gene-YBR235W', 'K_lactis': 'gene:KLLA0_F10549g'}"
Cluster8225,orf19.6151,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YIL062C', 'C_glabrata': 'CAGL0M12595g', 'K_lactis': 'gene:KLLA0_C07975g'}"
Cluster8225,gene-YIL062C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.6151', 'C_glabrata': 'CAGL0M12595g', 'K_lactis': 'gene:KLLA0_C07975g'}"
Cluster8225,CAGL0M12595g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.6151', 'S_cerevisiae': 'gene-YIL062C', 'K_lactis': 'gene:KLLA0_C07975g'}"
Cluster8225,gene:KLLA0_C07975g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.6151', 'S_cerevisiae': 'gene-YIL062C', 'C_glabrata': 'CAGL0M12595g'}"
Cluster8226,orf19.567,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C14872g', 'C_glabrata': 'CAGL0K06369g', 'S_cerevisiae': 'gene-YDR460W'}"
Cluster8226,gene:KLLA0_C14872g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.567', 'C_glabrata': 'CAGL0K06369g', 'S_cerevisiae': 'gene-YDR460W'}"
Cluster8226,CAGL0K06369g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.567', 'K_lactis': 'gene:KLLA0_C14872g', 'S_cerevisiae': 'gene-YDR460W'}"
Cluster8226,gene-YDR460W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.567', 'K_lactis': 'gene:KLLA0_C14872g', 'C_glabrata': 'CAGL0K06369g'}"
Cluster8227,gene-YMR039C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0F06039g', 'K_lactis': 'gene:KLLA0_F26873g', 'C_albicans': 'orf19.5666'}"
Cluster8227,CAGL0F06039g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YMR039C', 'K_lactis': 'gene:KLLA0_F26873g', 'C_albicans': 'orf19.5666'}"
Cluster8227,gene:KLLA0_F26873g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YMR039C', 'C_glabrata': 'CAGL0F06039g', 'C_albicans': 'orf19.5666'}"
Cluster8227,orf19.5666,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YMR039C', 'C_glabrata': 'CAGL0F06039g', 'K_lactis': 'gene:KLLA0_F26873g'}"
Cluster8228,orf19.5667,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YKL064W', 'C_glabrata': 'CAGL0M13233g', 'K_lactis': 'gene:KLLA0_F26895g'}"
Cluster8228,gene-YKL064W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.5667', 'C_glabrata': 'CAGL0M13233g', 'K_lactis': 'gene:KLLA0_F26895g'}"
Cluster8228,CAGL0M13233g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.5667', 'S_cerevisiae': 'gene-YKL064W', 'K_lactis': 'gene:KLLA0_F26895g'}"
Cluster8228,gene:KLLA0_F26895g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.5667', 'S_cerevisiae': 'gene-YKL064W', 'C_glabrata': 'CAGL0M13233g'}"
Cluster823,orf19.5627,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E12321g', 'C_glabrata': 'CAGL0F04257g', 'S_cerevisiae': 'gene-YBL032W'}"
Cluster823,gene:KLLA0_E12321g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.5627', 'C_glabrata': 'CAGL0F04257g', 'S_cerevisiae': 'gene-YBL032W'}"
Cluster823,CAGL0F04257g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.5627', 'K_lactis': 'gene:KLLA0_E12321g', 'S_cerevisiae': 'gene-YBL032W'}"
Cluster823,gene-YBL032W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.5627', 'K_lactis': 'gene:KLLA0_E12321g', 'C_glabrata': 'CAGL0F04257g'}"
Cluster8230,gene:KLLA0_C18546g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YNR046W', 'C_glabrata': 'CAGL0C03531g', 'C_albicans': 'orf19.3585'}"
Cluster8230,gene-YNR046W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C18546g', 'C_glabrata': 'CAGL0C03531g', 'C_albicans': 'orf19.3585'}"
Cluster8230,CAGL0C03531g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C18546g', 'S_cerevisiae': 'gene-YNR046W', 'C_albicans': 'orf19.3585'}"
Cluster8230,orf19.3585,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C18546g', 'S_cerevisiae': 'gene-YNR046W', 'C_glabrata': 'CAGL0C03531g'}"
Cluster8231,orf19.5838,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E16369g', 'C_glabrata': 'CAGL0K00825g', 'S_cerevisiae': 'gene-YGR208W'}"
Cluster8231,gene:KLLA0_E16369g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.5838', 'C_glabrata': 'CAGL0K00825g', 'S_cerevisiae': 'gene-YGR208W'}"
Cluster8231,CAGL0K00825g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.5838', 'K_lactis': 'gene:KLLA0_E16369g', 'S_cerevisiae': 'gene-YGR208W'}"
Cluster8231,gene-YGR208W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.5838', 'K_lactis': 'gene:KLLA0_E16369g', 'C_glabrata': 'CAGL0K00825g'}"
Cluster8232,orf19.2387,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YMR098C', 'C_glabrata': 'CAGL0J01199g', 'K_lactis': 'gene:KLLA0_F02948g'}"
Cluster8232,gene-YMR098C,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.2387', 'C_glabrata': 'CAGL0J01199g', 'K_lactis': 'gene:KLLA0_F02948g'}"
Cluster8232,CAGL0J01199g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.2387', 'S_cerevisiae': 'gene-YMR098C', 'K_lactis': 'gene:KLLA0_F02948g'}"
Cluster8232,gene:KLLA0_F02948g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.2387', 'S_cerevisiae': 'gene-YMR098C', 'C_glabrata': 'CAGL0J01199g'}"
Cluster8233,CAGL0L07260g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YDL098C', 'K_lactis': 'gene:KLLA0_E01409g', 'C_albicans': 'orf19.1548'}"
Cluster8233,gene-YDL098C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0L07260g', 'K_lactis': 'gene:KLLA0_E01409g', 'C_albicans': 'orf19.1548'}"
Cluster8233,gene:KLLA0_E01409g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0L07260g', 'S_cerevisiae': 'gene-YDL098C', 'C_albicans': 'orf19.1548'}"
Cluster8233,orf19.1548,C_albicans,pure_ortholog,"{'C_glabrata': 'CAGL0L07260g', 'S_cerevisiae': 'gene-YDL098C', 'K_lactis': 'gene:KLLA0_E01409g'}"
Cluster8234,gene:KLLA0_F25014g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YOR298C-A', 'C_glabrata': 'CAGL0M04983g', 'C_albicans': 'orf19.3294'}"
Cluster8234,gene-YOR298C-A,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F25014g', 'C_glabrata': 'CAGL0M04983g', 'C_albicans': 'orf19.3294'}"
Cluster8234,CAGL0M04983g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F25014g', 'S_cerevisiae': 'gene-YOR298C-A', 'C_albicans': 'orf19.3294'}"
Cluster8234,orf19.3294,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F25014g', 'S_cerevisiae': 'gene-YOR298C-A', 'C_glabrata': 'CAGL0M04983g'}"
Cluster8235,gene:KLLA0_C04411g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YDL013W', 'C_glabrata': 'CAGL0K01881g', 'C_albicans': 'orf19.1542'}"
Cluster8235,gene-YDL013W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C04411g', 'C_glabrata': 'CAGL0K01881g', 'C_albicans': 'orf19.1542'}"
Cluster8235,CAGL0K01881g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C04411g', 'S_cerevisiae': 'gene-YDL013W', 'C_albicans': 'orf19.1542'}"
Cluster8235,orf19.1542,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C04411g', 'S_cerevisiae': 'gene-YDL013W', 'C_glabrata': 'CAGL0K01881g'}"
Cluster8236,orf19.477,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_C10593g', 'C_glabrata': 'CAGL0F08943g', 'S_cerevisiae': 'gene-YHR038W'}"
Cluster8236,gene:KLLA0_C10593g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.477', 'C_glabrata': 'CAGL0F08943g', 'S_cerevisiae': 'gene-YHR038W'}"
Cluster8236,CAGL0F08943g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.477', 'K_lactis': 'gene:KLLA0_C10593g', 'S_cerevisiae': 'gene-YHR038W'}"
Cluster8236,gene-YHR038W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.477', 'K_lactis': 'gene:KLLA0_C10593g', 'C_glabrata': 'CAGL0F08943g'}"
Cluster8237,gene:KLLA0_D19426g,K_lactis,pure_ortholog,"{'C_glabrata': 'CAGL0K05027g', 'S_cerevisiae': 'gene-YNL220W', 'C_albicans': 'orf19.4827'}"
Cluster8237,CAGL0K05027g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D19426g', 'S_cerevisiae': 'gene-YNL220W', 'C_albicans': 'orf19.4827'}"
Cluster8237,gene-YNL220W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D19426g', 'C_glabrata': 'CAGL0K05027g', 'C_albicans': 'orf19.4827'}"
Cluster8237,orf19.4827,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_D19426g', 'C_glabrata': 'CAGL0K05027g', 'S_cerevisiae': 'gene-YNL220W'}"
Cluster8239,gene:KLLA0_E13773g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YKL145W', 'C_glabrata': 'CAGL0E06490g', 'C_albicans': 'orf19.441'}"
Cluster8239,gene-YKL145W,S_cerevisiae,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E13773g', 'C_glabrata': 'CAGL0E06490g', 'C_albicans': 'orf19.441'}"
Cluster8239,CAGL0E06490g,C_glabrata,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E13773g', 'S_cerevisiae': 'gene-YKL145W', 'C_albicans': 'orf19.441'}"
Cluster8239,orf19.441,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_E13773g', 'S_cerevisiae': 'gene-YKL145W', 'C_glabrata': 'CAGL0E06490g'}"
Cluster8240,gene-YMR073C,S_cerevisiae,pure_ortholog,"{'C_glabrata': 'CAGL0K03069g', 'K_lactis': 'gene:KLLA0_E18459g', 'C_albicans': 'orf19.4522'}"
Cluster8240,CAGL0K03069g,C_glabrata,pure_ortholog,"{'S_cerevisiae': 'gene-YMR073C', 'K_lactis': 'gene:KLLA0_E18459g', 'C_albicans': 'orf19.4522'}"
Cluster8240,gene:KLLA0_E18459g,K_lactis,pure_ortholog,"{'S_cerevisiae': 'gene-YMR073C', 'C_glabrata': 'CAGL0K03069g', 'C_albicans': 'orf19.4522'}"
Cluster8240,orf19.4522,C_albicans,pure_ortholog,"{'S_cerevisiae': 'gene-YMR073C', 'C_glabrata': 'CAGL0K03069g', 'K_lactis': 'gene:KLLA0_E18459g'}"
Cluster8241,orf19.4728,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_F03619g', 'S_cerevisiae': 'gene-YIL112W', 'C_glabrata': 'CAGL0C01309g'}"
Cluster8241,gene:KLLA0_F03619g,K_lactis,pure_ortholog,"{'C_albicans': 'orf19.4728', 'S_cerevisiae': 'gene-YIL112W', 'C_glabrata': 'CAGL0C01309g'}"
Cluster8241,gene-YIL112W,S_cerevisiae,pure_ortholog,"{'C_albicans': 'orf19.4728', 'K_lactis': 'gene:KLLA0_F03619g', 'C_glabrata': 'CAGL0C01309g'}"
Cluster8241,CAGL0C01309g,C_glabrata,pure_ortholog,"{'C_albicans': 'orf19.4728', 'K_lactis': 'gene:KLLA0_F03619g', 'S_cerevisiae': 'gene-YIL112W'}"
Cluster8243,orf19.5000,C_albicans,pure_ortholog,"{'K_lactis': 'gene:KLLA0_B14795g', 'S_cerevisiae': 'gene-YML054C', 'C_glabrata': 'CAGL0K10736g'}"
