cgla_gene,scer_gene,cgla_cluster,scer_cluster
CAGL0C01441g,YPL183C,Cluster1664,Cluster10463
CAGL0C01485g,YPL181W,Cluster8000,Cluster11537
CAGL0C01485g,YPL181W,Cluster8000,Cluster11537
CAGL0C01463g,YPL180W,Cluster3571,Cluster10714
CAGL0C01463g,YPL180W,Cluster3571,Cluster10714
CAGL0C01507g,YPL179W,Cluster8644,Cluster4704
CAGL0C01507g,YPL179W,Cluster8644,Cluster4704
CAGL0F03685g,YPL172C,Cluster8993,Cluster1994
CAGL0F03685g,YPL172C,Cluster8993,Cluster1994
CAGL0G07447g,YPL168W,Cluster1499,Cluster9740
CAGL0G07447g,YPL168W,Cluster1499,Cluster9740
CAGL0M02035g,YPL167C,Cluster2633,Cluster8629
CAGL0M02035g,YPL167C,Cluster2633,Cluster8629
CAGL0M02013g,YPL166W,Cluster5427,Cluster6776
CAGL0M02013g,YPL166W,Cluster5427,Cluster6776
CAGL0M01980g,YPL164C,Cluster4896,Cluster7336
CAGL0M01980g,YPL164C,Cluster4896,Cluster7336
CAGL0M02057g,YPL162C,Cluster1430,Cluster11739
CAGL0M02057g,YPL162C,Cluster1430,Cluster11739
CAGL0J03652g,YPL160W,Cluster8985,Cluster8144
CAGL0J03652g,YPL160W,Cluster8985,Cluster8144
CAGL0M02123g,YPL158C,Cluster11570,Cluster9381
CAGL0M02123g,YPL158C,Cluster11570,Cluster9381
CAGL0M02145g,YPL157W,Cluster7894,Cluster11752
CAGL0M02145g,YPL157W,Cluster7894,Cluster11752
CAGL0M02167g,YPL156C,Cluster7900,Cluster2410
CAGL0M02167g,YPL156C,Cluster7900,Cluster2410
CAGL0M02189g,YPL155C,Cluster7901,Cluster2645
CAGL0M02189g,YPL155C,Cluster7901,Cluster2645
CAGL0M02211g,YPL154C,Cluster7902,Cluster2369
CAGL0M02211g,YPL154C,Cluster7902,Cluster2369
CAGL0M02233g,YPL153C,Cluster7903,Cluster9277
CAGL0M02233g,YPL153C,Cluster7903,Cluster9277
CAGL0M02255g,YPL152W,Cluster9805,Cluster2985
CAGL0M02255g,YPL152W,Cluster9805,Cluster2985
CAGL0M02387g,YPL147W,Cluster6914,Cluster6907
CAGL0M02387g,YPL147W,Cluster6914,Cluster6907
CAGL0M02409g,YPL146C,Cluster3291,Cluster8340
CAGL0M02409g,YPL146C,Cluster3291,Cluster8340
CAGL0M02453g,YPL144W,Cluster12211,Cluster4258
CAGL0M02453g,YPL144W,Cluster12211,Cluster4258
CAGL0M02585g,YPL138C,Cluster805,Cluster6088
CAGL0M02585g,YPL138C,Cluster805,Cluster6088
CAGL0M02673g,YPL132W,Cluster11325,Cluster2577
CAGL0M02673g,YPL132W,Cluster11325,Cluster2577
CAGL0M02695g,YPL131W,Cluster3782,Cluster172
CAGL0M02695g,YPL131W,Cluster3782,Cluster172
CAGL0B00352g,YCL059C,Cluster4172,Cluster10206
CAGL0B00352g,YCL059C,Cluster4172,Cluster10206
CAGL0M02717g,YPL130W,Cluster7415,Cluster7370
CAGL0M02717g,YPL130W,Cluster7415,Cluster7370
CAGL0M02761g,YPL128C,Cluster8116,Cluster12427
CAGL0M02761g,YPL128C,Cluster8116,Cluster12427
CAGL0M02805g,YPL126W,Cluster4465,Cluster1251
CAGL0M02805g,YPL126W,Cluster4465,Cluster1251
CAGL0J06798g,YPL124W,Cluster11390,Cluster7367
CAGL0J06798g,YPL124W,Cluster11390,Cluster7367
CAGL0J06820g,YPL123C,Cluster8086,Cluster1751
CAGL0J06820g,YPL123C,Cluster8086,Cluster1751
CAGL0J06842g,YPL122C,Cluster4012,Cluster9800
CAGL0J06842g,YPL122C,Cluster4012,Cluster9800
CAGL0J06864g,YPL121C,Cluster1533,Cluster11367
CAGL0J06864g,YPL121C,Cluster1533,Cluster11367
CAGL0J06886g,YPL120W,Cluster10524,Cluster9722
CAGL0J06886g,YPL120W,Cluster10524,Cluster9722
CAGL0J06996g,YPL115C,Cluster935,Cluster1855
CAGL0J06996g,YPL115C,Cluster935,Cluster1855
CAGL0I10879g,YPL112C,Cluster9414,Cluster11154
CAGL0I10879g,YPL112C,Cluster9414,Cluster11154
CAGL0J07062g,YPL111W,Cluster11627,Cluster1711
CAGL0J07062g,YPL111W,Cluster11627,Cluster1711
CAGL0J07040g,YPL110C,Cluster9403,Cluster323
CAGL0J07040g,YPL110C,Cluster9403,Cluster323
CAGL0J07018g,YPL109C,Cluster5370,Cluster7105
CAGL0J07018g,YPL109C,Cluster5370,Cluster7105
CAGL0H05841g,YPL100W,Cluster4158,Cluster12019
CAGL0H05841g,YPL100W,Cluster4158,Cluster12019
CAGL0H05797g,YPL098C,Cluster12093,Cluster11824
CAGL0H05797g,YPL098C,Cluster12093,Cluster11824
CAGL0H05775g,YPL097W,Cluster3010,Cluster8364
CAGL0H05775g,YPL097W,Cluster3010,Cluster8364
CAGL0H05753g,YPL096W,Cluster1100,Cluster10900
CAGL0H05753g,YPL096W,Cluster1100,Cluster10900
CAGL0H05687g,YPL092W,Cluster4217,Cluster12498
CAGL0H05687g,YPL092W,Cluster4217,Cluster12498
CAGL0M06369g,YPL086C,Cluster12267,Cluster1407
CAGL0M06369g,YPL086C,Cluster12267,Cluster1407
CAGL0H05577g,YPL085W,Cluster10382,Cluster9783
CAGL0H05577g,YPL085W,Cluster10382,Cluster9783
CAGL0M06413g,YPL084W,Cluster245,Cluster12297
CAGL0M06413g,YPL084W,Cluster245,Cluster12297
CAGL0H05533g,YPL082C,Cluster1054,Cluster6401
CAGL0H05533g,YPL082C,Cluster1054,Cluster6401
CAGL0H05489g,YPL078C,Cluster1798,Cluster4133
CAGL0H05489g,YPL078C,Cluster1798,Cluster4133
CAGL0H05401g,YPL076W,Cluster3117,Cluster3221
CAGL0H05401g,YPL076W,Cluster3117,Cluster3221
CAGL0H05335g,YPL072W,Cluster3193,Cluster4134
CAGL0H05335g,YPL072W,Cluster3193,Cluster4134
CAGL0H05313g,YPL071C,Cluster7892,Cluster1234
CAGL0H05313g,YPL071C,Cluster7892,Cluster1234
CAGL0H05291g,YPL070W,Cluster2766,Cluster2139
CAGL0H05291g,YPL070W,Cluster2766,Cluster2139
CAGL0H05269g,YPL069C,Cluster9260,Cluster4197
CAGL0H05269g,YPL069C,Cluster9260,Cluster4197
CAGL0H05225g,YPL067C,Cluster3798,Cluster694
CAGL0H05225g,YPL067C,Cluster3798,Cluster694
CAGL0H05203g,YPL066W,Cluster9399,Cluster7756
CAGL0H05203g,YPL066W,Cluster9399,Cluster7756
CAGL0B00462g,YCL055W,Cluster11558,Cluster3229
CAGL0B00462g,YCL055W,Cluster11558,Cluster3229
CAGL0H05159g,YPL063W,Cluster7411,Cluster10087
CAGL0H05159g,YPL063W,Cluster7411,Cluster10087
CAGL0H05137g,YPL061W,Cluster3794,Cluster2601
CAGL0H05137g,YPL061W,Cluster3794,Cluster2601
CAGL0M07249g,YPL060W,Cluster1894,Cluster4474
CAGL0M07249g,YPL060W,Cluster1894,Cluster4474
CAGL0M07271g,YPL059W,Cluster4868,Cluster6752
CAGL0M07271g,YPL059W,Cluster4868,Cluster6752
CAGL0M07337g,YPL055C,Cluster4871,Cluster11019
CAGL0M07337g,YPL055C,Cluster4871,Cluster11019
CAGL0M07359g,YPL054W,Cluster10725,Cluster5052
CAGL0M07359g,YPL054W,Cluster10725,Cluster5052
CAGL0B00484g,YCL054W,Cluster2673,Cluster8966
CAGL0B00484g,YCL054W,Cluster2673,Cluster8966
CAGL0L12716g,YPL046C,Cluster10075,Cluster8521
CAGL0L12716g,YPL046C,Cluster10075,Cluster8521
CAGL0L12650g,YPL042C,Cluster3778,Cluster3708
CAGL0L12650g,YPL042C,Cluster3778,Cluster3708
CAGL0L12628g,YPL041C,Cluster977,Cluster11054
CAGL0L12628g,YPL041C,Cluster977,Cluster11054
CAGL0L12606g,YPL040C,Cluster244,Cluster7777
CAGL0L12606g,YPL040C,Cluster244,Cluster7777
CAGL0B00506g,YCL052C,Cluster7187,Cluster2800
CAGL0B00506g,YCL052C,Cluster7187,Cluster2800
CAGL0L06996g,YPL034W,Cluster7421,Cluster1582
CAGL0L06996g,YPL034W,Cluster7421,Cluster1582
CAGL0L12386g,YPL029W,Cluster5994,Cluster6402
CAGL0L12386g,YPL029W,Cluster5994,Cluster6402
CAGL0L12364g,YPL028W,Cluster5993,Cluster6578
CAGL0L12364g,YPL028W,Cluster5993,Cluster6578
CAGL0J09504g,YPL023C,Cluster9903,Cluster12324
CAGL0J09504g,YPL023C,Cluster9903,Cluster12324
CAGL0B00528g,YCL051W,Cluster5998,Cluster8574
CAGL0B00528g,YCL051W,Cluster5998,Cluster8574
CAGL0L08646g,YPL020C,Cluster5055,Cluster6410
CAGL0L08646g,YPL020C,Cluster5055,Cluster6410
CAGL0F02035g,YPL018W,Cluster9538,Cluster12469
CAGL0F02035g,YPL018W,Cluster9538,Cluster12469
CAGL0J09548g,YPL016W,Cluster10737,Cluster10851
CAGL0J09548g,YPL016W,Cluster10737,Cluster10851
CAGL0L08712g,YPL014W,Cluster8487,Cluster11783
CAGL0L08712g,YPL014W,Cluster8487,Cluster11783
CAGL0L08734g,YPL013C,Cluster8480,Cluster9076
CAGL0L08734g,YPL013C,Cluster8480,Cluster9076
CAGL0L08756g,YPL012W,Cluster8481,Cluster3709
CAGL0L08756g,YPL012W,Cluster8481,Cluster3709
CAGL0L08800g,YPL010W,Cluster6114,Cluster5357
CAGL0L08800g,YPL010W,Cluster6114,Cluster5357
CAGL0B00550g,YCL050C,Cluster5895,Cluster5009
CAGL0B00550g,YCL050C,Cluster5895,Cluster5009
CAGL0L08888g,YPL006W,Cluster963,Cluster8564
CAGL0L08888g,YPL006W,Cluster963,Cluster8564
CAGL0L08910g,YPL005W,Cluster968,Cluster11084
CAGL0L08910g,YPL005W,Cluster968,Cluster11084
CAGL0L08932g,YPL004C,Cluster7432,Cluster705
CAGL0L08932g,YPL004C,Cluster7432,Cluster705
CAGL0L08954g,YPL003W,Cluster7825,Cluster6675
CAGL0L08954g,YPL003W,Cluster7825,Cluster6675
CAGL0L09086g,YPR001W,Cluster5887,Cluster487
CAGL0L09086g,YPR001W,Cluster5887,Cluster487
CAGL0L09207g,YPR003C,Cluster141,Cluster4577
CAGL0L09207g,YPR003C,Cluster141,Cluster4577
CAGL0L09229g,YPR004C,Cluster5999,Cluster6104
CAGL0L09229g,YPR004C,Cluster5999,Cluster6104
CAGL0L09251g,YPR005C,Cluster10692,Cluster3017
CAGL0L09251g,YPR005C,Cluster10692,Cluster3017
CAGL0J01848g,YPR010C,Cluster143,Cluster5918
CAGL0J01848g,YPR010C,Cluster143,Cluster5918
CAGL0J01661g,YPR011C,Cluster2243,Cluster1231
CAGL0J01661g,YPR011C,Cluster2243,Cluster1231
CAGL0J01595g,YPR015C,Cluster10976,Cluster10978
CAGL0J01595g,YPR015C,Cluster10976,Cluster10978
CAGL0K02475g,YPR017C,Cluster4011,Cluster6631
CAGL0K02475g,YPR017C,Cluster4011,Cluster6631
CAGL0K02453g,YPR018W,Cluster9490,Cluster12176
CAGL0K02453g,YPR018W,Cluster9490,Cluster12176
CAGL0K02431g,YPR019W,Cluster4009,Cluster2644
CAGL0K02431g,YPR019W,Cluster4009,Cluster2644
CAGL0K02409g,YPR020W,Cluster4010,Cluster5360
CAGL0K02409g,YPR020W,Cluster4010,Cluster5360
CAGL0K02365g,YPR021C,Cluster353,Cluster9323
CAGL0K02365g,YPR021C,Cluster353,Cluster9323
CAGL0K02343g,YPR022C,Cluster1668,Cluster11868
CAGL0K02343g,YPR022C,Cluster1668,Cluster11868
CAGL0K05093g,YPR024W,Cluster3994,Cluster3976
CAGL0K05093g,YPR024W,Cluster3994,Cluster3976
CAGL0B00638g,YCL047C,Cluster1073,Cluster3750
CAGL0B00638g,YCL047C,Cluster1073,Cluster3750
CAGL0K05137g,YPR026W,Cluster7913,Cluster5593
CAGL0K05137g,YPR026W,Cluster7913,Cluster5593
CAGL0K05203g,YPR028W,Cluster12442,Cluster5592
CAGL0K05203g,YPR028W,Cluster12442,Cluster5592
CAGL0K05225g,YPR029C,Cluster3993,Cluster51
CAGL0K05225g,YPR029C,Cluster3993,Cluster51
CAGL0K05269g,YPR031W,Cluster355,Cluster2886
CAGL0K05269g,YPR031W,Cluster355,Cluster2886
CAGL0K05313g,YPR033C,Cluster284,Cluster1722
CAGL0K05313g,YPR033C,Cluster284,Cluster1722
CAGL0K05335g,YPR034W,Cluster1113,Cluster7575
CAGL0K05335g,YPR034W,Cluster1113,Cluster7575
CAGL0K05357g,YPR035W,Cluster3421,Cluster8098
CAGL0K05357g,YPR035W,Cluster3421,Cluster8098
CAGL0K05401g,YPR037C,Cluster6825,Cluster9370
CAGL0K05401g,YPR037C,Cluster6825,Cluster9370
CAGL0K05423g,YPR040W,Cluster559,Cluster1716
CAGL0K05423g,YPR040W,Cluster559,Cluster1716
CAGL0D03718g,YPR041W,Cluster1205,Cluster12126
CAGL0D03718g,YPR041W,Cluster1205,Cluster12126
CAGL0H08690g,YPR045C,Cluster2748,Cluster2050
CAGL0H08690g,YPR045C,Cluster2748,Cluster2050
CAGL0H08624g,YPR046W,Cluster10503,Cluster5903
CAGL0H08624g,YPR046W,Cluster10503,Cluster5903
CAGL0H08602g,YPR047W,Cluster8062,Cluster6671
CAGL0H08602g,YPR047W,Cluster8062,Cluster6671
CAGL0H08558g,YPR049C,Cluster7023,Cluster8021
CAGL0H08558g,YPR049C,Cluster7023,Cluster8021
CAGL0H08547g,YPR051W,Cluster1387,Cluster2401
CAGL0H08547g,YPR051W,Cluster1387,Cluster2401
CAGL0D01694g,YPR054W,Cluster625,Cluster434
CAGL0D01694g,YPR054W,Cluster625,Cluster434
CAGL0D01672g,YPR055W,Cluster6458,Cluster7332
CAGL0D01672g,YPR055W,Cluster6458,Cluster7332
CAGL0D01628g,YPR057W,Cluster6455,Cluster3527
CAGL0D01628g,YPR057W,Cluster6455,Cluster3527
CAGL0D01584g,YPR061C,Cluster2218,Cluster3736
CAGL0D01584g,YPR061C,Cluster2218,Cluster3736
CAGL0D01562g,YPR062W,Cluster9855,Cluster12456
CAGL0D01562g,YPR062W,Cluster9855,Cluster12456
CAGL0D01540g,YPR063C,Cluster2037,Cluster6225
CAGL0D01540g,YPR063C,Cluster2037,Cluster6225
CAGL0B00704g,YCL043C,Cluster5400,Cluster4601
CAGL0B00704g,YCL043C,Cluster5400,Cluster4601
CAGL0D01518g,YPR066W,Cluster2312,Cluster4352
CAGL0D01518g,YPR066W,Cluster2312,Cluster4352
CAGL0D01408g,YPR069C,Cluster8955,Cluster2115
CAGL0D01408g,YPR069C,Cluster8955,Cluster2115
CAGL0D01386g,YPR070W,Cluster10904,Cluster1887
CAGL0D01386g,YPR070W,Cluster10904,Cluster1887
CAGL0D01342g,YPR072W,Cluster7092,Cluster2637
CAGL0D01342g,YPR072W,Cluster7092,Cluster2637
CAGL0D01320g,YPR073C,Cluster1642,Cluster10666
CAGL0D01320g,YPR073C,Cluster1642,Cluster10666
CAGL0D01276g,YPR075C,Cluster1764,Cluster11373
CAGL0D01276g,YPR075C,Cluster1764,Cluster11373
CAGL0B00726g,YCL040W,Cluster3958,Cluster3382
CAGL0B00726g,YCL040W,Cluster3958,Cluster3382
CAGL0D01232g,YPR079W,Cluster12503,Cluster5980
CAGL0D01232g,YPR079W,Cluster12503,Cluster5980
CAGL0K07876g,YPR083W,Cluster3013,Cluster3854
CAGL0K07876g,YPR083W,Cluster3013,Cluster3854
CAGL0K07920g,YPR085C,Cluster12512,Cluster6906
CAGL0K07920g,YPR085C,Cluster12512,Cluster6906
CAGL0K07964g,YPR086W,Cluster7096,Cluster9380
CAGL0K07964g,YPR086W,Cluster7096,Cluster9380
CAGL0K07986g,YPR088C,Cluster5598,Cluster11370
CAGL0K07986g,YPR088C,Cluster5598,Cluster11370
CAGL0K08008g,YPR089W,Cluster5396,Cluster2225
CAGL0K08008g,YPR089W,Cluster5396,Cluster2225
CAGL0K08030g,YPR091C,Cluster9768,Cluster6377
CAGL0K08030g,YPR091C,Cluster9768,Cluster6377
CAGL0B00748g,YCL039W,Cluster7925,Cluster10457
CAGL0B00748g,YCL039W,Cluster7925,Cluster10457
CAGL0K08096g,YPR095C,Cluster5299,Cluster9287
CAGL0K08096g,YPR095C,Cluster5299,Cluster9287
CAGL0K08118g,YPR097W,Cluster1923,Cluster11684
CAGL0K08118g,YPR097W,Cluster1923,Cluster11684
CAGL0G01892g,YPR098C,Cluster10525,Cluster7705
CAGL0G01892g,YPR098C,Cluster10525,Cluster7705
CAGL0G01881g,YPR100W,Cluster4437,Cluster9046
CAGL0G01881g,YPR100W,Cluster4437,Cluster9046
CAGL0G01804g,YPR103W,Cluster1314,Cluster6493
CAGL0G01804g,YPR103W,Cluster1314,Cluster6493
CAGL0G01782g,YPR104C,Cluster8881,Cluster4388
CAGL0G01782g,YPR104C,Cluster8881,Cluster4388
CAGL0B00770g,YCL038C,Cluster12091,Cluster11411
CAGL0B00770g,YCL038C,Cluster12091,Cluster11411
CAGL0G01760g,YPR105C,Cluster11964,Cluster11674
CAGL0G01760g,YPR105C,Cluster11964,Cluster11674
CAGL0B04125g,YPR110C,Cluster9284,Cluster6507
CAGL0B04125g,YPR110C,Cluster9284,Cluster6507
CAGL0B04169g,YPR112C,Cluster9928,Cluster12412
CAGL0B04169g,YPR112C,Cluster9928,Cluster12412
CAGL0G03157g,YPR113W,Cluster5568,Cluster9653
CAGL0G03157g,YPR113W,Cluster5568,Cluster9653
CAGL0B04191g,YPR114W,Cluster9318,Cluster11695
CAGL0B04191g,YPR114W,Cluster9318,Cluster11695
CAGL0D04576g,YPR118W,Cluster4965,Cluster3800
CAGL0D04576g,YPR118W,Cluster4965,Cluster3800
CAGL0D04708g,YPR124W,Cluster8032,Cluster4162
CAGL0D04708g,YPR124W,Cluster8032,Cluster4162
CAGL0D04730g,YPR125W,Cluster8756,Cluster1926
CAGL0D04730g,YPR125W,Cluster8756,Cluster1926
CAGL0D04752g,YPR127W,Cluster6727,Cluster3713
CAGL0D04752g,YPR127W,Cluster6727,Cluster3713
CAGL0K05819g,YCL036W,Cluster4252,Cluster9867
CAGL0K05819g,YCL036W,Cluster4252,Cluster9867
CAGL0L04796g,YPR129W,Cluster10377,Cluster8467
CAGL0L04796g,YPR129W,Cluster10377,Cluster8467
CAGL0D04796g,YPR131C,Cluster6278,Cluster7849
CAGL0D04796g,YPR131C,Cluster6278,Cluster7849
CAGL0D04818g,YPR133C,Cluster3159,Cluster11560
CAGL0D04818g,YPR133C,Cluster3159,Cluster11560
CAGL0D04840g,YPR134W,Cluster2298,Cluster10148
CAGL0D04840g,YPR134W,Cluster2298,Cluster10148
CAGL0D04862g,YPR135W,Cluster10281,Cluster8932
CAGL0D04862g,YPR135W,Cluster10281,Cluster8932
CAGL0D04884g,YPR137W,Cluster10288,Cluster6905
CAGL0D04884g,YPR137W,Cluster10288,Cluster6905
CAGL0D04950g,YPR139C,Cluster593,Cluster9665
CAGL0D04950g,YPR139C,Cluster593,Cluster9665
CAGL0D04972g,YPR140W,Cluster2967,Cluster10730
CAGL0D04972g,YPR140W,Cluster2967,Cluster10730
CAGL0D05016g,YPR143W,Cluster9390,Cluster10084
CAGL0D05016g,YPR143W,Cluster9390,Cluster10084
CAGL0I10670g,YPR144C,Cluster8454,Cluster742
CAGL0I10670g,YPR144C,Cluster8454,Cluster742
CAGL0L08514g,YPR147C,Cluster6584,Cluster1992
CAGL0L08514g,YPR147C,Cluster6584,Cluster1992
CAGL0L08404g,YPR152C,Cluster6568,Cluster10879
CAGL0L08404g,YPR152C,Cluster6568,Cluster10879
CAGL0L08382g,YPR153W,Cluster10606,Cluster5767
CAGL0L08382g,YPR153W,Cluster10606,Cluster5767
CAGL0F04851g,YPR155C,Cluster10322,Cluster5768
CAGL0F04851g,YPR155C,Cluster10322,Cluster5768
CAGL0F00957g,YAL016W,Cluster6700,Cluster7455
CAGL0F00957g,YAL016W,Cluster6700,Cluster7455
CAGL0I08371g,YPR162C,Cluster9597,Cluster7855
CAGL0I08371g,YPR162C,Cluster9597,Cluster7855
CAGL0I08415g,YPR164W,Cluster8646,Cluster10197
CAGL0I08415g,YPR164W,Cluster8646,Cluster10197
CAGL0I08525g,YPR168W,Cluster8642,Cluster6445
CAGL0I08525g,YPR168W,Cluster8642,Cluster6445
CAGL0I06490g,YPR169W,Cluster3062,Cluster4508
CAGL0I06490g,YPR169W,Cluster3062,Cluster4508
CAGL0B00836g,YCL033C,Cluster12106,Cluster6970
CAGL0B00836g,YCL033C,Cluster12106,Cluster6970
CAGL0I06446g,YPR171W,Cluster3459,Cluster6783
CAGL0I06446g,YPR171W,Cluster3459,Cluster6783
CAGL0G09801g,YPR175W,Cluster794,Cluster2669
CAGL0G09801g,YPR175W,Cluster794,Cluster2669
CAGL0G09823g,YPR176C,Cluster12447,Cluster8588
CAGL0G09823g,YPR176C,Cluster12447,Cluster8588
CAGL0G09845g,YPR178W,Cluster11112,Cluster12404
CAGL0G09845g,YPR178W,Cluster11112,Cluster12404
CAGL0G09867g,YPR179C,Cluster8952,Cluster4303
CAGL0G09867g,YPR179C,Cluster8952,Cluster4303
CAGL0G09911g,YPR181C,Cluster66,Cluster886
CAGL0G09911g,YPR181C,Cluster66,Cluster886
CAGL0G09933g,YPR182W,Cluster5987,Cluster596
CAGL0G09933g,YPR182W,Cluster5987,Cluster596
CAGL0G10065g,YPR188C,Cluster3473,Cluster6985
CAGL0G10065g,YPR188C,Cluster3473,Cluster6985
CAGL0G10131g,YPR191W,Cluster9772,Cluster4478
CAGL0G10131g,YPR191W,Cluster9772,Cluster4478
CAGL0B00880g,YCL031C,Cluster9596,Cluster7674
CAGL0B00880g,YCL031C,Cluster9596,Cluster7674
CAGL0B00946g,YCL028W,Cluster4697,Cluster2702
CAGL0B00946g,YCL028W,Cluster4697,Cluster2702
CAGL0B00990g,YCL026C-A,Cluster5572,Cluster890
CAGL0B00990g,YCL026C-A,Cluster5572,Cluster890
CAGL0F00979g,YAL015C,Cluster6703,Cluster10102
CAGL0F00979g,YAL015C,Cluster6703,Cluster10102
CAGL0K05753g,YCL025C,Cluster6799,Cluster6810
CAGL0K05753g,YCL025C,Cluster6799,Cluster6810
CAGL0B04873g,YCL016C,Cluster3913,Cluster5739
CAGL0B04873g,YCL016C,Cluster3913,Cluster5739
CAGL0B04807g,YCL011C,Cluster3915,Cluster5
CAGL0B04807g,YCL011C,Cluster3915,Cluster5
CAGL0B04785g,YCL010C,Cluster11712,Cluster6603
CAGL0B04785g,YCL010C,Cluster11712,Cluster6603
CAGL0L03762g,YOR097C,Cluster9526,Cluster372
CAGL0L03762g,YOR097C,Cluster9526,Cluster372
CAGL0H03905g,YCL009C,Cluster1535,Cluster916
CAGL0H03905g,YCL009C,Cluster1535,Cluster916
CAGL0H06325g,YAL014C,Cluster11306,Cluster8936
CAGL0H06325g,YAL014C,Cluster11306,Cluster8936
CAGL0H03927g,YCL008C,Cluster9770,Cluster696
CAGL0H03927g,YCL008C,Cluster9770,Cluster696
CAGL0F07777g,YMR169C,Cluster4890,Cluster7635
CAGL0F07777g,YMR169C,Cluster4890,Cluster7635
CAGL0B04763g,YCL005W,Cluster11688,Cluster2523
CAGL0B04763g,YCL005W,Cluster11688,Cluster2523
CAGL0D00726g,YDL069C,Cluster12113,Cluster5455
CAGL0D00726g,YDL069C,Cluster12113,Cluster5455
CAGL0G08756g,YIL126W,Cluster5814,Cluster1791
CAGL0G08756g,YIL126W,Cluster5814,Cluster1791
CAGL0G08734g,YNL067W,Cluster11820,Cluster7818
CAGL0G08734g,YNL067W,Cluster11820,Cluster7818
CAGL0B04719g,YCL002C,Cluster7978,Cluster12310
CAGL0B04719g,YCL002C,Cluster7978,Cluster12310
CAGL0B04697g,YCL001W,Cluster9255,Cluster5114
CAGL0B04697g,YCL001W,Cluster9255,Cluster5114
CAGL0G06754g,YCR002C,Cluster9258,Cluster1080
CAGL0G06754g,YCR002C,Cluster9258,Cluster1080
CAGL0B03685g,YCR004C,Cluster4866,Cluster6448
CAGL0B03685g,YCR004C,Cluster4866,Cluster6448
CAGL0H06347g,YAL013W,Cluster4600,Cluster8266
CAGL0H06347g,YAL013W,Cluster4600,Cluster8266
CAGL0L07810g,YCR008W,Cluster2519,Cluster6019
CAGL0L07810g,YCR008W,Cluster2519,Cluster6019
CAGL0L07788g,YCR009C,Cluster12501,Cluster6146
CAGL0L07788g,YCR009C,Cluster12501,Cluster6146
CAGL0M03465g,YCR010C,Cluster4103,Cluster6667
CAGL0M03465g,YCR010C,Cluster4103,Cluster6667
CAGL0F07601g,YKL096W-A,Cluster12320,Cluster5611
CAGL0F07601g,YKL096W-A,Cluster12320,Cluster5611
CAGL0L07722g,YCR012W,Cluster5383,Cluster4127
CAGL0L07722g,YCR012W,Cluster5383,Cluster4127
CAGL0M02739g,YPL129W,Cluster10722,Cluster6137
CAGL0M02739g,YPL129W,Cluster10722,Cluster6137
CAGL0L07700g,YCR014C,Cluster9515,Cluster2481
CAGL0L07700g,YCR014C,Cluster9515,Cluster2481
CAGL0H06369g,YAL012W,Cluster9409,Cluster3385
CAGL0H06369g,YAL012W,Cluster9409,Cluster3385
CAGL0L07832g,YCR016W,Cluster10539,Cluster740
CAGL0L07832g,YCR016W,Cluster10539,Cluster740
CAGL0L07854g,YCR017C,Cluster1341,Cluster2821
CAGL0L07854g,YCR017C,Cluster1341,Cluster2821
CAGL0H09834g,YBR009C,Cluster9811,Cluster822
CAGL0H09834g,YBR009C,Cluster9811,Cluster822
CAGL0H09856g,YBR010W,Cluster2944,Cluster12157
CAGL0H09856g,YBR010W,Cluster2944,Cluster12157
CAGL0C04389g,YBL002W,Cluster11016,Cluster167
CAGL0C04389g,YBL002W,Cluster11016,Cluster167
CAGL0C04411g,YBL003C,Cluster9256,Cluster1366
CAGL0C04411g,YBL003C,Cluster9256,Cluster1366
CAGL0L07920g,YCR020C,Cluster1556,Cluster8766
CAGL0L07920g,YCR020C,Cluster1556,Cluster8766
CAGL0M06677g,YNL030W,Cluster7698,Cluster823
CAGL0M06677g,YNL030W,Cluster7698,Cluster823
CAGL0M06655g,YNL031C,Cluster7703,Cluster12156
CAGL0M06655g,YNL031C,Cluster7703,Cluster12156
CAGL0L07942g,YCR020C-A,Cluster3012,Cluster1050
CAGL0L07942g,YCR020C-A,Cluster3012,Cluster1050
CAGL0H05247g,YPL068C,Cluster3793,Cluster12133
CAGL0H05247g,YPL068C,Cluster3793,Cluster12133
CAGL0H06391g,YAL011W,Cluster11346,Cluster753
CAGL0H06391g,YAL011W,Cluster11346,Cluster753
CAGL0J08184g,YNL270C,Cluster7940,Cluster860
CAGL0J08184g,YNL270C,Cluster7940,Cluster860
CAGL0M02871g,YJL186W,Cluster1902,Cluster3454
CAGL0M02871g,YJL186W,Cluster1902,Cluster3454
CAGL0L08074g,YCR030C,Cluster5507,Cluster3493
CAGL0L08074g,YCR030C,Cluster5507,Cluster3493
CAGL0L08140g,YCR032W,Cluster828,Cluster6066
CAGL0L08140g,YCR032W,Cluster828,Cluster6066
CAGL0M07854g,YJR022W,Cluster8654,Cluster599
CAGL0M07854g,YJR022W,Cluster8654,Cluster599
CAGL0C02695g,YAL010C,Cluster10319,Cluster2113
CAGL0C02695g,YAL010C,Cluster10319,Cluster2113
CAGL0L08184g,YCR034W,Cluster6348,Cluster10821
CAGL0L08184g,YCR034W,Cluster6348,Cluster10821
CAGL0L08206g,YCR035C,Cluster8895,Cluster7382
CAGL0L08206g,YCR035C,Cluster8895,Cluster7382
CAGL0L08228g,YCR036W,Cluster11250,Cluster11285
CAGL0L08228g,YCR036W,Cluster11250,Cluster11285
CAGL0F02387g,YCR037C,Cluster9807,Cluster10828
