cgla_gene,scer_gene,cluster
CAGL0H04191g,YML081C-A,Cluster11359
CAGL0H04191g,YML081C-A,Cluster11359
CAGL0H04367g,YML076C,Cluster11974
CAGL0H04367g,YML076C,Cluster11974
CAGL0L11418g,YML071C,Cluster7827
CAGL0L11418g,YML071C,Cluster7827
CAGL0L11374g,YML070W,Cluster3873
CAGL0L11374g,YML070W,Cluster3873
CAGL0L11308g,YML067C,Cluster8469
CAGL0L11308g,YML067C,Cluster8469
CAGL0L11220g,YML062C,Cluster11790
CAGL0L11220g,YML062C,Cluster11790
CAGL0L11154g,YML059C,Cluster4544
CAGL0L11154g,YML059C,Cluster4544
CAGL0K10780g,YML056C,Cluster5524
CAGL0K10780g,YML056C,Cluster5524
CAGL0K10758g,YML055W,Cluster8552
CAGL0K10758g,YML055W,Cluster8552
CAGL0K10736g,YML054C,Cluster7618
CAGL0K10736g,YML054C,Cluster7618
CAGL0J11814g,YML041C,Cluster9086
CAGL0J11814g,YML041C,Cluster9086
CAGL0E04290g,YML038C,Cluster11379
CAGL0E04290g,YML038C,Cluster11379
CAGL0E04268g,YML037C,Cluster11078
CAGL0E04268g,YML037C,Cluster11078
CAGL0G07381g,YML032C,Cluster2847
CAGL0G07381g,YML032C,Cluster2847
CAGL0G07205g,YML025C,Cluster7264
CAGL0G07205g,YML025C,Cluster7264
CAGL0G07062g,YML020W,Cluster7519
CAGL0G07062g,YML020W,Cluster7519
CAGL0H04785g,YML013W,Cluster10701
CAGL0H04785g,YML013W,Cluster10701
CAGL0H04719g,YML011C,Cluster6779
CAGL0H04719g,YML011C,Cluster6779
CAGL0H04697g,YML010W,Cluster6352
CAGL0H04697g,YML010W,Cluster6352
CAGL0H04653g,YML008C,Cluster11088
CAGL0H04653g,YML008C,Cluster11088
CAGL0L07656g,YML004C,Cluster4294
CAGL0L07656g,YML004C,Cluster4294
CAGL0L07634g,YML002W,Cluster11726
CAGL0L07634g,YML002W,Cluster11726
CAGL0J11726g,YMR005W,Cluster7802
CAGL0J11726g,YMR005W,Cluster7802
CAGL0K08800g,YMR009W,Cluster8143
CAGL0K08800g,YMR009W,Cluster8143
CAGL0K08822g,YMR010W,Cluster10220
CAGL0K08822g,YMR010W,Cluster10220
CAGL0M06523g,YBR191W,Cluster4017
CAGL0M06523g,YBR191W,Cluster4017
CAGL0M07700g,YMR013C,Cluster5591
CAGL0M07700g,YMR013C,Cluster5591
CAGL0M07678g,YMR014W,Cluster11692
CAGL0M07678g,YMR014W,Cluster11692
CAGL0M07568g,YMR022W,Cluster9425
CAGL0M07568g,YMR022W,Cluster9425
CAGL0M07513g,YMR024W,Cluster3733
CAGL0M07513g,YMR024W,Cluster3733
CAGL0M07469g,YMR026C,Cluster3801
CAGL0M07469g,YMR026C,Cluster3801
CAGL0M07425g,YMR028W,Cluster4297
CAGL0M07425g,YMR028W,Cluster4297
CAGL0F06017g,YMR038C,Cluster11269
CAGL0F06017g,YMR038C,Cluster11269
CAGL0F06391g,YMR055C,Cluster8800
CAGL0F06391g,YMR055C,Cluster8800
CAGL0F06435g,YMR059W,Cluster1316
CAGL0F06435g,YMR059W,Cluster1316
CAGL0F06567g,YMR064W,Cluster3460
CAGL0F06567g,YMR064W,Cluster3460
CAGL0F06589g,YMR065W,Cluster10615
CAGL0F06589g,YMR065W,Cluster10615
CAGL0F06611g,YMR066W,Cluster6440
CAGL0F06611g,YMR066W,Cluster6440
CAGL0F06655g,YMR068W,Cluster4519
CAGL0F06655g,YMR068W,Cluster4519
CAGL0K03003g,YMR070W,Cluster2857
CAGL0K03003g,YMR070W,Cluster2857
CAGL0K03069g,YMR073C,Cluster8206
CAGL0K03069g,YMR073C,Cluster8206
CAGL0K03091g,YMR074C,Cluster12399
CAGL0K03091g,YMR074C,Cluster12399
CAGL0J01529g,YMR075W,Cluster2903
CAGL0J01529g,YMR075W,Cluster2903
CAGL0J01397g,YMR087W,Cluster8496
CAGL0J01397g,YMR087W,Cluster8496
CAGL0H05445g,YBR196C,Cluster3375
CAGL0H05445g,YBR196C,Cluster3375
CAGL0K03289g,YMR099C,Cluster1966
CAGL0K03289g,YMR099C,Cluster1966
CAGL0K03333g,YMR100W,Cluster11024
CAGL0K03333g,YMR100W,Cluster11024
CAGL0K03355g,YMR101C,Cluster6135
CAGL0K03355g,YMR101C,Cluster6135
CAGL0K03465g,YMR108W,Cluster9791
CAGL0K03465g,YMR108W,Cluster9791
CAGL0K03531g,YMR112C,Cluster8401
CAGL0K03531g,YMR112C,Cluster8401
CAGL0K03685g,YMR123W,Cluster6157
CAGL0K03685g,YMR123W,Cluster6157
CAGL0K03751g,YMR126C,Cluster12462
CAGL0K03751g,YMR126C,Cluster12462
CAGL0K03773g,YMR127C,Cluster4020
CAGL0K03773g,YMR127C,Cluster4020
CAGL0K03883g,YMR132C,Cluster12425
CAGL0K03883g,YMR132C,Cluster12425
CAGL0K03905g,YMR133W,Cluster4496
CAGL0K03905g,YMR133W,Cluster4496
CAGL0K03949g,YMR135C,Cluster11549
CAGL0K03949g,YMR135C,Cluster11549
CAGL0I00770g,YMR144W,Cluster11584
CAGL0I00770g,YMR144W,Cluster11584
CAGL0L06952g,YMR146C,Cluster524
CAGL0L06952g,YMR146C,Cluster524
CAGL0I00682g,YMR150C,Cluster10327
CAGL0I00682g,YMR150C,Cluster10327
CAGL0M09669g,YMR154C,Cluster6452
CAGL0M09669g,YMR154C,Cluster6452
CAGL0M09647g,YMR155W,Cluster877
CAGL0M09647g,YMR155W,Cluster877
CAGL0M05379g,YBR201W,Cluster4510
CAGL0M05379g,YBR201W,Cluster4510
CAGL0M09614g,YMR157C,Cluster3897
CAGL0M09614g,YMR157C,Cluster3897
CAGL0M09603g,YMR158W,Cluster11290
CAGL0M09603g,YMR158W,Cluster11290
CAGL0M09471g,YMR159C,Cluster6930
CAGL0M09471g,YMR159C,Cluster6930
CAGL0H04477g,YMR162C,Cluster661
CAGL0H04477g,YMR162C,Cluster661
CAGL0F07733g,YMR167W,Cluster7337
CAGL0F07733g,YMR167W,Cluster7337
CAGL0F07755g,YMR168C,Cluster4770
CAGL0F07755g,YMR168C,Cluster4770
CAGL0H08844g,YMR173W,Cluster8491
CAGL0H08844g,YMR173W,Cluster8491
CAGL0M05445g,YBR203W,Cluster12440
CAGL0M05445g,YBR203W,Cluster12440
CAGL0E06116g,YMR182C,Cluster3749
CAGL0E06116g,YMR182C,Cluster3749
CAGL0M05467g,YBR204C,Cluster11489
CAGL0M05467g,YBR204C,Cluster11489
CAGL0L00495g,YMR186W,Cluster8909
CAGL0L00495g,YMR186W,Cluster8909
CAGL0L10714g,YMR202W,Cluster9325
CAGL0L10714g,YMR202W,Cluster9325
CAGL0L10736g,YMR204C,Cluster6756
CAGL0L10736g,YMR204C,Cluster6756
CAGL0L10780g,YMR207C,Cluster1324
CAGL0L10780g,YMR207C,Cluster1324
CAGL0F03861g,YMR208W,Cluster9878
CAGL0F03861g,YMR208W,Cluster9878
CAGL0F03795g,YMR211W,Cluster2801
CAGL0F03795g,YMR211W,Cluster2801
CAGL0F04015g,YMR221C,Cluster12024
CAGL0F04015g,YMR221C,Cluster12024
CAGL0M11220g,YMR224C,Cluster3623
CAGL0M11220g,YMR224C,Cluster3623
CAGL0M11286g,YMR228W,Cluster7202
CAGL0M11286g,YMR228W,Cluster7202
CAGL0M04829g,YMR229C,Cluster11721
CAGL0M04829g,YMR229C,Cluster11721
CAGL0M04895g,YMR231W,Cluster420
CAGL0M04895g,YMR231W,Cluster420
CAGL0J04246g,YMR234W,Cluster2235
CAGL0J04246g,YMR234W,Cluster2235
CAGL0M05181g,YMR240C,Cluster4879
CAGL0M05181g,YMR240C,Cluster4879
CAGL0H02585g,YMR250W,Cluster481
CAGL0H02585g,YMR250W,Cluster481
CAGL0H02541g,YMR252C,Cluster4507
CAGL0H02541g,YMR252C,Cluster4507
CAGL0H02491g,YMR256C,Cluster11648
CAGL0H02491g,YMR256C,Cluster11648
CAGL0H02475g,YMR257C,Cluster6761
CAGL0H02475g,YMR257C,Cluster6761
CAGL0H02409g,YMR260C,Cluster1588
CAGL0H02409g,YMR260C,Cluster1588
CAGL0M02937g,YMR276W,Cluster1178
CAGL0M02937g,YMR276W,Cluster1178
CAGL0M07051g,YMR287C,Cluster1318
CAGL0M07051g,YMR287C,Cluster1318
CAGL0M13475g,YMR288W,Cluster2840
CAGL0M13475g,YMR288W,Cluster2840
CAGL0M13519g,YMR290C,Cluster4273
CAGL0M13519g,YMR290C,Cluster4273
CAGL0M13541g,YMR291W,Cluster3089
CAGL0M13541g,YMR291W,Cluster3089
CAGL0M13563g,YMR292W,Cluster10528
CAGL0M13563g,YMR292W,Cluster10528
CAGL0K06743g,YBR216C,Cluster5700
CAGL0K06743g,YBR216C,Cluster5700
CAGL0M13673g,YMR298W,Cluster10500
CAGL0M13673g,YMR298W,Cluster10500
CAGL0M13695g,YMR299C,Cluster11264
CAGL0M13695g,YMR299C,Cluster11264
CAGL0M13761g,YMR302C,Cluster5415
CAGL0M13761g,YMR302C,Cluster5415
CAGL0M13783g,YMR304W,Cluster1996
CAGL0M13783g,YMR304W,Cluster1996
CAGL0M13827g,YMR306W,Cluster9088
CAGL0M13827g,YMR306W,Cluster9088
CAGL0M13981g,YMR313C,Cluster1095
CAGL0M13981g,YMR313C,Cluster1095
CAGL0G06292g,YAL027W,Cluster4068
CAGL0G06292g,YAL027W,Cluster4068
CAGL0D02464g,YNL325C,Cluster11642
CAGL0D02464g,YNL325C,Cluster11642
CAGL0M04081g,YNL317W,Cluster10299
CAGL0M04081g,YNL317W,Cluster10299
CAGL0M04037g,YNL315C,Cluster6375
CAGL0M04037g,YNL315C,Cluster6375
CAGL0M03993g,YNL312W,Cluster2403
CAGL0M03993g,YNL312W,Cluster2403
CAGL0M03971g,YNL311C,Cluster1303
CAGL0M03971g,YNL311C,Cluster1303
CAGL0M03949g,YNL310C,Cluster7524
CAGL0M03949g,YNL310C,Cluster7524
CAGL0M03817g,YNL304W,Cluster8818
CAGL0M03817g,YNL304W,Cluster8818
CAGL0E02013g,YNL301C,Cluster915
CAGL0E02013g,YNL301C,Cluster915
CAGL0M03729g,YNL298W,Cluster3103
CAGL0M03729g,YNL298W,Cluster3103
CAGL0M03707g,YNL297C,Cluster12112
CAGL0M03707g,YNL297C,Cluster12112
CAGL0M03685g,YNL295W,Cluster6102
CAGL0M03685g,YNL295W,Cluster6102
CAGL0M03641g,YNL293W,Cluster4783
CAGL0M03641g,YNL293W,Cluster4783
CAGL0M03619g,YNL292W,Cluster5241
CAGL0M03619g,YNL292W,Cluster5241
CAGL0M03575g,YNL290W,Cluster12302
CAGL0M03575g,YNL290W,Cluster12302
CAGL0I02992g,YNL281W,Cluster2835
CAGL0I02992g,YNL281W,Cluster2835
CAGL0K06919g,YBR227C,Cluster78
CAGL0K06919g,YBR227C,Cluster78
CAGL0J08371g,YNL279W,Cluster4737
CAGL0J08371g,YNL279W,Cluster4737
CAGL0K06941g,YBR228W,Cluster953
CAGL0K06941g,YBR228W,Cluster953
CAGL0J08052g,YNL263C,Cluster8166
CAGL0J08052g,YNL263C,Cluster8166
CAGL0J07980g,YNL259C,Cluster12179
CAGL0J07980g,YNL259C,Cluster12179
CAGL0J07898g,YNL255C,Cluster9095
CAGL0J07898g,YNL255C,Cluster9095
CAGL0K06963g,YBR229C,Cluster5046
CAGL0K06963g,YBR229C,Cluster5046
CAGL0J07832g,YNL252C,Cluster1935
CAGL0J07832g,YNL252C,Cluster1935
CAGL0J07766g,YNL248C,Cluster11268
CAGL0J07766g,YNL248C,Cluster11268
CAGL0J07744g,YNL247W,Cluster12294
CAGL0J07744g,YNL247W,Cluster12294
CAGL0J07722g,YNL246W,Cluster8067
CAGL0J07722g,YNL246W,Cluster8067
CAGL0J07700g,YNL245C,Cluster8304
CAGL0J07700g,YNL245C,Cluster8304
CAGL0J07634g,YNL242W,Cluster12233
CAGL0J07634g,YNL242W,Cluster12233
CAGL0J07612g,YNL241C,Cluster8568
CAGL0J07612g,YNL241C,Cluster8568
CAGL0J07502g,YNL234W,Cluster7452
CAGL0J07502g,YNL234W,Cluster7452
CAGL0K07139g,YBR231C,Cluster5555
CAGL0K07139g,YBR231C,Cluster5555
CAGL0J07458g,YNL232W,Cluster2449
CAGL0J07458g,YNL232W,Cluster2449
CAGL0J07414g,YNL230C,Cluster8302
CAGL0J07414g,YNL230C,Cluster8302
CAGL0J07392g,YNL229C,Cluster3234
CAGL0J07392g,YNL229C,Cluster3234
CAGL0J07370g,YNL227C,Cluster10965
CAGL0J07370g,YNL227C,Cluster10965
CAGL0K05005g,YNL219C,Cluster12435
CAGL0K05005g,YNL219C,Cluster12435
CAGL0K04917g,YNL216W,Cluster4782
CAGL0K04917g,YNL216W,Cluster4782
CAGL0K04851g,YNL214W,Cluster6282
CAGL0K04851g,YNL214W,Cluster6282
CAGL0K04807g,YNL212W,Cluster864
CAGL0K04807g,YNL212W,Cluster864
CAGL0G05379g,YNL199C,Cluster6210
CAGL0G05379g,YNL199C,Cluster6210
CAGL0J11506g,YNL192W,Cluster2471
CAGL0J11506g,YNL192W,Cluster2471
CAGL0J11484g,YNL191W,Cluster8368
CAGL0J11484g,YNL191W,Cluster8368
CAGL0J11396g,YNL187W,Cluster1865
CAGL0J11396g,YNL187W,Cluster1865
CAGL0J11352g,YNL186W,Cluster2075
CAGL0J11352g,YNL186W,Cluster2075
CAGL0J11286g,YNL182C,Cluster526
CAGL0J11286g,YNL182C,Cluster526
CAGL0J11264g,YNL181W,Cluster6035
CAGL0J11264g,YNL181W,Cluster6035
CAGL0J06248g,YNL172W,Cluster9162
CAGL0J06248g,YNL172W,Cluster9162
CAGL0J06226g,YNL169C,Cluster6955
CAGL0J06226g,YNL169C,Cluster6955
CAGL0J06160g,YNL166C,Cluster2451
CAGL0J06160g,YNL166C,Cluster2451
CAGL0J05874g,YNL159C,Cluster9383
CAGL0J05874g,YNL159C,Cluster9383
CAGL0J05962g,YNL155W,Cluster6467
CAGL0J05962g,YNL155W,Cluster6467
CAGL0K07029g,YBR237W,Cluster173
CAGL0K07029g,YBR237W,Cluster173
CAGL0J05720g,YNL149C,Cluster7392
CAGL0J05720g,YNL149C,Cluster7392
CAGL0J06028g,YNL142W,Cluster4583
CAGL0J06028g,YNL142W,Cluster4583
CAGL0J05984g,YNL141W,Cluster11720
CAGL0J05984g,YNL141W,Cluster11720
CAGL0K07007g,YBR238C,Cluster2664
CAGL0K07007g,YBR238C,Cluster2664
CAGL0J05654g,YNL139C,Cluster5965
CAGL0J05654g,YNL139C,Cluster5965
CAGL0K09790g,YNL138W,Cluster12288
CAGL0K09790g,YNL138W,Cluster12288
CAGL0K09746g,YNL136W,Cluster1605
CAGL0K09746g,YNL136W,Cluster1605
CAGL0K09702g,YNL134C,Cluster1174
CAGL0K09702g,YNL134C,Cluster1174
CAGL0K09614g,YNL132W,Cluster8022
CAGL0K09614g,YNL132W,Cluster8022
CAGL0K06985g,YBR239C,Cluster2774
CAGL0K06985g,YBR239C,Cluster2774
CAGL0L04180g,YNL128W,Cluster9300
CAGL0L04180g,YNL128W,Cluster9300
CAGL0L04136g,YNL126W,Cluster9211
CAGL0L04136g,YNL126W,Cluster9211
CAGL0L04070g,YNL122C,Cluster11699
CAGL0L04070g,YNL122C,Cluster11699
CAGL0L04026g,YNL119W,Cluster462
CAGL0L04026g,YNL119W,Cluster462
CAGL0L03938g,YNL115C,Cluster5967
CAGL0L03938g,YNL115C,Cluster5967
CAGL0L03846g,YNL112W,Cluster6988
CAGL0L03846g,YNL112W,Cluster6988
CAGL0L03828g,YNL111C,Cluster8207
CAGL0L03828g,YNL111C,Cluster8207
CAGL0L03806g,YNL110C,Cluster1005
CAGL0L03806g,YNL110C,Cluster1005
CAGL0G04741g,YNL104C,Cluster8678
CAGL0G04741g,YNL104C,Cluster8678
CAGL0G06688g,YNL103W,Cluster6676
CAGL0G06688g,YNL103W,Cluster6676
CAGL0G06622g,YNL101W,Cluster1770
CAGL0G06622g,YNL101W,Cluster1770
CAGL0G06600g,YNL100W,Cluster5303
CAGL0G06600g,YNL100W,Cluster5303
CAGL0G06578g,YNL099C,Cluster6616
CAGL0G06578g,YNL099C,Cluster6616
CAGL0C01749g,YBR242W,Cluster4888
CAGL0C01749g,YBR242W,Cluster4888
CAGL0J05566g,YNL085W,Cluster5692
CAGL0J05566g,YNL085W,Cluster5692
CAGL0J05522g,YNL083W,Cluster11440
CAGL0J05522g,YNL083W,Cluster11440
CAGL0J10274g,YNL076W,Cluster10104
CAGL0J10274g,YNL076W,Cluster10104
CAGL0J10230g,YNL073W,Cluster6678
CAGL0J10230g,YNL073W,Cluster6678
CAGL0J10208g,YNL072W,Cluster4359
CAGL0J10208g,YNL072W,Cluster4359
CAGL0J10179g,YNL070W,Cluster10297
CAGL0J10179g,YNL070W,Cluster10297
CAGL0J09988g,YNL063W,Cluster5537
CAGL0J09988g,YNL063W,Cluster5537
CAGL0J10098g,YNL056W,Cluster8174
CAGL0J10098g,YNL056W,Cluster8174
CAGL0G01342g,YNL054W,Cluster11821
CAGL0G01342g,YNL054W,Cluster11821
CAGL0G01298g,YNL051W,Cluster2080
CAGL0G01298g,YNL051W,Cluster2080
CAGL0G01276g,YNL050C,Cluster1736
CAGL0G01276g,YNL050C,Cluster1736
CAGL0G01452g,YNL044W,Cluster11838
CAGL0G01452g,YNL044W,Cluster11838
CAGL0G01496g,YNL041C,Cluster2478
CAGL0G01496g,YNL041C,Cluster2478
CAGL0G01606g,YNL040W,Cluster9376
CAGL0G01606g,YNL040W,Cluster9376
CAGL0G01584g,YNL039W,Cluster8906
CAGL0G01584g,YNL039W,Cluster8906
CAGL0G02673g,YNL037C,Cluster6083
CAGL0G02673g,YNL037C,Cluster6083
CAGL0M06853g,YNL026W,Cluster9024
CAGL0M06853g,YNL026W,Cluster9024
CAGL0M06875g,YNL025C,Cluster4572
CAGL0M06875g,YNL025C,Cluster4572
CAGL0M06897g,YNL024C,Cluster220
CAGL0M06897g,YNL024C,Cluster220
CAGL0C01639g,YBR247C,Cluster4497
CAGL0C01639g,YBR247C,Cluster4497
CAGL0M06941g,YNL022C,Cluster7385
CAGL0M06941g,YNL022C,Cluster7385
CAGL0J03454g,YNL021W,Cluster7456
CAGL0J03454g,YNL021W,Cluster7456
CAGL0H10604g,YNL016W,Cluster7453
CAGL0H10604g,YNL016W,Cluster7453
CAGL0H03729g,YNL006W,Cluster11736
CAGL0H03729g,YNL006W,Cluster11736
CAGL0H03773g,YNL002C,Cluster11649
CAGL0H03773g,YNL002C,Cluster11649
CAGL0M03487g,YNR003C,Cluster7961
CAGL0M03487g,YNR003C,Cluster7961
CAGL0I05808g,YNR007C,Cluster10005
CAGL0I05808g,YNR007C,Cluster10005
CAGL0I05786g,YNR008W,Cluster11929
CAGL0I05786g,YNR008W,Cluster11929
CAGL0I05742g,YNR010W,Cluster1522
CAGL0I05742g,YNR010W,Cluster1522
CAGL0I05676g,YNR011C,Cluster9072
CAGL0I05676g,YNR011C,Cluster9072
CAGL0I05588g,YNR015W,Cluster8944
CAGL0I05588g,YNR015W,Cluster8944
CAGL0M10593g,YNR020C,Cluster11717
CAGL0M10593g,YNR020C,Cluster11717
CAGL0M10637g,YNR022C,Cluster9442
CAGL0M10637g,YNR022C,Cluster9442
CAGL0M10912g,YNR032C-A,Cluster1710
CAGL0M10912g,YNR032C-A,Cluster1710
CAGL0D05412g,YBR251W,Cluster9995
CAGL0D05412g,YBR251W,Cluster9995
CAGL0G07909g,YNR035C,Cluster2374
CAGL0G07909g,YNR035C,Cluster2374
CAGL0G07931g,YNR036C,Cluster2412
CAGL0G07931g,YNR036C,Cluster2412
CAGL0G07953g,YNR037C,Cluster993
CAGL0G07953g,YNR037C,Cluster993
CAGL0G07997g,YNR039C,Cluster1497
CAGL0G07997g,YNR039C,Cluster1497
CAGL0C03553g,YNR045W,Cluster11626
CAGL0C03553g,YNR045W,Cluster11626
CAGL0C03443g,YNR050C,Cluster10724
CAGL0C03443g,YNR050C,Cluster10724
CAGL0C03421g,YNR051C,Cluster424
CAGL0C03421g,YNR051C,Cluster424
CAGL0C03369g,YNR053C,Cluster3336
CAGL0C03369g,YNR053C,Cluster3336
CAGL0C03355g,YNR054C,Cluster7449
CAGL0C03355g,YNR054C,Cluster7449
CAGL0D05346g,YBR254C,Cluster3972
CAGL0D05346g,YBR254C,Cluster3972
CAGL0D02618g,YOL147C,Cluster3323
CAGL0D02618g,YOL147C,Cluster3323
CAGL0B01375g,YOL145C,Cluster10844
CAGL0B01375g,YOL145C,Cluster10844
CAGL0B01397g,YOL144W,Cluster6571
CAGL0B01397g,YOL144W,Cluster6571
CAGL0B01463g,YOL142W,Cluster12293
CAGL0B01463g,YOL142W,Cluster12293
CAGL0B01485g,YOL141W,Cluster1635
CAGL0B01485g,YOL141W,Cluster1635
CAGL0E01463g,YOL139C,Cluster2350
CAGL0E01463g,YOL139C,Cluster2350
CAGL0E01485g,YOL138C,Cluster3676
CAGL0E01485g,YOL138C,Cluster3676
CAGL0I09152g,YBR257W,Cluster6478
CAGL0I09152g,YBR257W,Cluster6478
CAGL0E01567g,YOL133W,Cluster10649
CAGL0E01567g,YOL133W,Cluster10649
CAGL0M03861g,YOL127W,Cluster11747
CAGL0M03861g,YOL127W,Cluster11747
CAGL0E01705g,YOL126C,Cluster7358
CAGL0E01705g,YOL126C,Cluster7358
CAGL0E01925g,YOL124C,Cluster9000
CAGL0E01925g,YOL124C,Cluster9000
CAGL0E01969g,YOL122C,Cluster7288
CAGL0E01969g,YOL122C,Cluster7288
CAGL0E02189g,YOL110W,Cluster2425
CAGL0E02189g,YOL110W,Cluster2425
CAGL0I07381g,YOL107W,Cluster8942
CAGL0I07381g,YOL107W,Cluster8942
CAGL0I07469g,YOL102C,Cluster6202
CAGL0I07469g,YOL102C,Cluster6202
CAGL0I07535g,YOL098C,Cluster9708
CAGL0I07535g,YOL098C,Cluster9708
CAGL0I07601g,YOL096C,Cluster8474
CAGL0I07601g,YOL096C,Cluster8474
CAGL0I07645g,YOL094C,Cluster732
CAGL0I07645g,YOL094C,Cluster732
CAGL0I09218g,YBR260C,Cluster1851
CAGL0I09218g,YBR260C,Cluster1851
CAGL0I07821g,YOL087C,Cluster3683
CAGL0I07821g,YOL087C,Cluster3683
CAGL0I07953g,YOL078W,Cluster3973
CAGL0I07953g,YOL078W,Cluster3973
CAGL0I07969g,YOL077W-A,Cluster8158
CAGL0I07969g,YOL077W-A,Cluster8158
CAGL0J11572g,YOL069W,Cluster4289
CAGL0J11572g,YOL069W,Cluster4289
CAGL0C05335g,YOL067C,Cluster11493
CAGL0C05335g,YOL067C,Cluster11493
CAGL0C05269g,YOL065C,Cluster9890
CAGL0C05269g,YOL065C,Cluster9890
CAGL0C05225g,YOL063C,Cluster11416
CAGL0C05225g,YOL063C,Cluster11416
CAGL0C05181g,YOL061W,Cluster8211
CAGL0C05181g,YOL061W,Cluster8211
CAGL0F00935g,YOL044W,Cluster1301
CAGL0F00935g,YOL044W,Cluster1301
CAGL0F01001g,YOL042W,Cluster102
CAGL0F01001g,YOL042W,Cluster102
CAGL0F01177g,YOL036W,Cluster8069
CAGL0F01177g,YOL036W,Cluster8069
CAGL0F01111g,YOL032W,Cluster9996
CAGL0F01111g,YOL032W,Cluster9996
CAGL0F01089g,YOL031C,Cluster8399
CAGL0F01089g,YOL031C,Cluster8399
CAGL0H04411g,YOL021C,Cluster1317
CAGL0H04411g,YOL021C,Cluster1317
CAGL0E02299g,YOL013C,Cluster9869
CAGL0E02299g,YOL013C,Cluster9869
CAGL0E02409g,YOL007C,Cluster6944
CAGL0E02409g,YOL007C,Cluster6944
CAGL0E02497g,YOL003C,Cluster3524
CAGL0E02497g,YOL003C,Cluster3524
CAGL0E02519g,YOL002C,Cluster2231
CAGL0E02519g,YOL002C,Cluster2231
CAGL0E02739g,YOR007C,Cluster332
CAGL0E02739g,YOR007C,Cluster332
CAGL0F01507g,YOR008C,Cluster2612
CAGL0F01507g,YOR008C,Cluster2612
CAGL0I09394g,YBR269C,Cluster6754
CAGL0I09394g,YBR269C,Cluster6754
CAGL0C02761g,YOR016C,Cluster7871
CAGL0C02761g,YOR016C,Cluster7871
CAGL0H08283g,YOR020C,Cluster2226
CAGL0H08283g,YOR020C,Cluster2226
CAGL0I09416g,YBR270C,Cluster1409
CAGL0I09416g,YBR270C,Cluster1409
CAGL0H08195g,YOR027W,Cluster11564
CAGL0H08195g,YOR027W,Cluster11564
CAGL0I01012g,YOR036W,Cluster7402
CAGL0I01012g,YOR036W,Cluster7402
CAGL0I09438g,YBR271W,Cluster4141
CAGL0I09438g,YBR271W,Cluster4141
CAGL0L10015g,YOR045W,Cluster4379
CAGL0L10015g,YOR045W,Cluster4379
CAGL0L10120g,YOR048C,Cluster4200
CAGL0L10120g,YOR048C,Cluster4200
CAGL0L10142g,YOR049C,Cluster5019
CAGL0L10142g,YOR049C,Cluster5019
CAGL0L10186g,YOR052C,Cluster5587
CAGL0L10186g,YOR052C,Cluster5587
CAGL0I09460g,YBR272C,Cluster1616
CAGL0I09460g,YBR272C,Cluster1616
CAGL0L10252g,YOR058C,Cluster5691
CAGL0L10252g,YOR058C,Cluster5691
CAGL0L10384g,YOR064C,Cluster10660
CAGL0L10384g,YOR064C,Cluster10660
CAGL0L10450g,YOR067C,Cluster8696
CAGL0L10450g,YOR067C,Cluster8696
CAGL0I09482g,YBR273C,Cluster187
CAGL0I09482g,YBR273C,Cluster187
CAGL0K05555g,YOR078W,Cluster2023
CAGL0K05555g,YOR078W,Cluster2023
CAGL0K05599g,YOR080W,Cluster10339
CAGL0K05599g,YOR080W,Cluster10339
CAGL0J08547g,YOR084W,Cluster9907
CAGL0J08547g,YOR084W,Cluster9907
CAGL0J08657g,YOR090C,Cluster10815
CAGL0J08657g,YOR090C,Cluster10815
CAGL0L03718g,YOR093C,Cluster8140
CAGL0L03718g,YOR093C,Cluster8140
CAGL0B04477g,YOR104W,Cluster11779
CAGL0B04477g,YOR104W,Cluster11779
CAGL0K10296g,YOR126C,Cluster4178
CAGL0K10296g,YOR126C,Cluster4178
CAGL0K10340g,YOR128C,Cluster6812
CAGL0K10340g,YOR128C,Cluster6812
CAGL0B03355g,YBR278W,Cluster8600
CAGL0B03355g,YBR278W,Cluster8600
CAGL0I07271g,YOR132W,Cluster2081
CAGL0I07271g,YOR132W,Cluster2081
CAGL0I07205g,YOR138C,Cluster92
CAGL0I07205g,YOR138C,Cluster92
CAGL0I07139g,YOR142W,Cluster12114
CAGL0I07139g,YOR142W,Cluster12114
CAGL0I07117g,YOR143C,Cluster5367
CAGL0I07117g,YOR143C,Cluster5367
CAGL0K09438g,YOR144C,Cluster4614
CAGL0K09438g,YOR144C,Cluster4614
CAGL0L04246g,YOR151C,Cluster701
CAGL0L04246g,YOR151C,Cluster701
CAGL0L04466g,YOR165W,Cluster1964
CAGL0L04466g,YOR165W,Cluster1964
CAGL0L04488g,YOR166C,Cluster477
CAGL0L04488g,YOR166C,Cluster477
CAGL0G09735g,YOR181W,Cluster10718
CAGL0G09735g,YOR181W,Cluster10718
CAGL0B03267g,YBR282W,Cluster11745
CAGL0B03267g,YBR282W,Cluster11745
CAGL0I10923g,YOR196C,Cluster10096
CAGL0I10923g,YOR196C,Cluster10096
CAGL0I10967g,YOR198C,Cluster3853
CAGL0I10967g,YOR198C,Cluster3853
CAGL0L02937g,YOR202W,Cluster4745
CAGL0L02937g,YOR202W,Cluster4745
CAGL0L02849g,YOR207C,Cluster702
CAGL0L02849g,YOR207C,Cluster702
CAGL0L02651g,YOR219C,Cluster3044
CAGL0L02651g,YOR219C,Cluster3044
CAGL0J04114g,YOR222W,Cluster5227
