Cluster1	orf19.2123
Cluster9337	gene-YKL152C
Cluster9338	gene-YOL056W
Cluster9338	gene:KLLA0_C04081g
Cluster9338	gene-YDL021W
Cluster9338	orf19.1067
Cluster9339	CAGL0M02002g
Cluster9339	gene-YPL165C
Cluster9339	gene:KLLA0_C09944g
Cluster9339	orf19.3665
Cluster9340	CAGL0M05401g
Cluster9341	CaalfMp14
Cluster9342	orf19.4121
Cluster9342	gene:KLLA0_E16523g
Cluster9342	gene-YJR019C
Cluster9343	gene:KLLA0_E14807g
Cluster9343	gene-YGL143C
Cluster9343	CAGL0E04928g
Cluster9343	orf19.1303
Cluster9344	orf19.1789
Cluster9344	CAGL0J11110g
Cluster9344	gene-YJR003C
Cluster9344	gene:KLLA0_D09691g
Cluster9345	gene:KLLA0_E01013g
Cluster9345	gene-YER151C
Cluster9345	orf19.6319
Cluster9346	orf19.3887
Cluster9346	gene-YML108W
Cluster9346	gene:KLLA0_D01661g
Cluster9347	orf19.4236
Cluster9347	CAGL0A04741g
Cluster9347	gene-YFR051C
Cluster9347	gene:KLLA0_D11396g
Cluster9348	gene-YNCE0013W
Cluster9348	CAGL0F06193r
Cluster9349	orf19.540
Cluster9350	gene-YNCP0023W
Cluster9350	tG(GCC)3
Cluster9351	tG(GCC)2
Cluster9351	gene-YNCO0009W
Cluster9352	CAGL0L01133r
Cluster9352	tG(GCC)4
Cluster9353	orf19.4013
Cluster9353	gene-YHR045W
Cluster9353	gene:KLLA0_C11055g
Cluster9354	CAGL0J11682g
Cluster9355	orf19.4018
Cluster9355	gene:KLLA0_E05743g
Cluster9355	gene-YJR113C
Cluster9356	orf19.6588
Cluster9356	CAGL0E01045g
Cluster9356	gene-YDR162C
Cluster9356	gene:KLLA0_D16874g
Cluster9357	orf19.3659
Cluster9357	gene:KLLA0_F12672g
Cluster9357	gene-YER139C
Cluster9357	CAGL0G05181g
Cluster9358	CAGL0F01661g
Cluster9359	CAGL0F06875g
Cluster9360	CAGL0F06963g
Cluster9361	CAGL0F06897g
Cluster9362	CAGL0F06985g
Cluster9363	orf19.4653
Cluster9364	gene:KLLA0_C01496g
Cluster9364	orf19.7218
Cluster9365	gene-YKR013W
Cluster9365	orf19.2336
Cluster9366	orf19.6200
Cluster9366	gene:KLLA0_D02420g
Cluster9366	gene-YJL078C
Cluster9366	orf19.2787
Cluster9367	orf19.6202
Cluster9367	gene:KLLA0_D02442g
Cluster9367	gene-YJL079C
Cluster9368	orf19.5645
Cluster9368	gene-YLR303W
Cluster9368	gene:KLLA0_D04037g
Cluster9369	orf19.2863.1
Cluster9369	gene-YGR029W
Cluster9369	gene:KLLA0_B06061g
Cluster9370	gene:KLLA0_E06161g
Cluster9370	gene-YPR037C
Cluster9370	orf19.6552
Cluster9371	orf19.3291
Cluster9371	gene-YBR034C
Cluster9371	gene:KLLA0_B07117g
Cluster9372	orf19.1040
Cluster9372	gene-YJL030W
Cluster9372	gene:KLLA0_D09438g
Cluster9373	orf19.854
Cluster9373	gene:KLLA0_F20548g
Cluster9373	gene-YGR019W
Cluster9373	orf19.802
Cluster9374	CAGL0K12628g
Cluster9375	orf19.6286.2
Cluster9375	gene:KLLA0_E11661g
Cluster9375	gene-YKL156W
Cluster9375	CAGL0J00737g
Cluster9376	gene-YNL040W
Cluster9376	CAGL0G01606g
Cluster9376	gene:KLLA0_D02794g
Cluster9376	orf19.5239
Cluster9377	orf19.6667
Cluster9377	gene-YMR263W
Cluster9377	gene:KLLA0_E11221g
Cluster9378	gene:KLLA0_F07887g
Cluster9379	gene-YDR532C
Cluster9379	gene:KLLA0_C00891g
Cluster9380	orf19.3059
Cluster9380	gene:KLLA0_D13640g
Cluster9380	gene-YPR086W
Cluster9381	gene-YPL158C
Cluster9381	gene:KLLA0_D06017g
Cluster9382	gene-YML045W
Cluster9383	gene:KLLA0_F27973g
Cluster9383	CAGL0J05874g
Cluster9383	gene-YNL159C
Cluster9384	gene-YOR385W
Cluster9385	CAGL0E01133g
Cluster9386	CAGL0M05269g
Cluster9387	gene-YHL048C-A
Cluster9388	gene-YHL049C
Cluster9389	orf19.826
Cluster9390	CAGL0D05016g
Cluster9391	orf19.4394
Cluster9392	orf19.1087
Cluster9393	gene-YGR027W-B
Cluster9394	orf19.4400
Cluster9395	CAGL0H01573g
Cluster9396	orf19.7304
Cluster9397	orf19.1082
Cluster9398	orf19.1080
Cluster9399	CAGL0H05203g
Cluster9400	CAGL0M04477g
Cluster9401	CAGL0C01287g
Cluster9402	gene-YOL155W-A
Cluster9403	CAGL0J07040g
Cluster9404	CAGL0C02145g
Cluster9405	CAGL0M10238r
Cluster9406	CAGL0E02211g
Cluster9407	CAGL0H06281g
Cluster9408	CAGL0M10235g
Cluster9409	CAGL0H06369g
Cluster9410	gene-YNL269W
Cluster9411	gene-Q0140
Cluster9411	CaglfMp02
Cluster9412	gene-YNL257C
Cluster9412	gene:KLLA0_C02717g
Cluster9412	orf19.3047
Cluster9413	orf19.3475
Cluster9414	CAGL0I10879g
Cluster9415	CAGL0K09306g
Cluster9416	CAGL0G01991g
Cluster9417	orf19.188
Cluster9418	gene-YMR018W
Cluster9419	gene-YMR084W
Cluster9420	gene-YOR179C
Cluster9421	gene:KLLA0_F19943g
Cluster9421	gene-YDR131C
Cluster9422	gene-YDR182W-A
Cluster9423	orf19.5784
Cluster9424	orf19.4424
Cluster9425	CAGL0M07568g
Cluster9425	gene-YMR022W
Cluster9425	gene:KLLA0_E07745g
Cluster9425	orf19.7329
Cluster9426	CAGL0F05929g
Cluster9427	gene-YLR242C
Cluster9427	gene:KLLA0_D18601g
Cluster9427	orf19.5931
Cluster9428	CAGL0M12881g
Cluster9428	gene-YKL216W
Cluster9428	gene:KLLA0_C19360g
Cluster9428	gene:KLLA0_C09240g
Cluster9428	orf19.4836
Cluster9429	gene:KLLA0_E03455g
Cluster9429	CAGL0K06567g
Cluster9429	gene-YDR471W
Cluster9429	gene-YHR010W
Cluster9429	orf19.5225.2
Cluster9430	orf19.1085
Cluster9430	gene-YDR177W
Cluster9430	gene:KLLA0_C18656g
Cluster9431	CAGL0L12980g
Cluster9432	orf19.6648
Cluster9432	gene-YGR245C
Cluster9432	CAGL0F08129g
Cluster9432	gene:KLLA0_A05456g
Cluster9433	gene:KLLA0_D05599g
Cluster9433	gene-YFL044C
Cluster9433	CAGL0K12782g
Cluster9433	orf19.2933
Cluster9434	orf19.799
Cluster9434	gene:KLLA0_D06787g
Cluster9434	gene-YOR212W
Cluster9435	gene-YMR300C
Cluster9435	gene:KLLA0_A10109g
Cluster9435	orf19.1233
Cluster9436	gene:KLLA0_D19536g
Cluster9436	gene-YNL223W
Cluster9436	orf19.2401
Cluster9437	CAGL0A01606g
Cluster9437	gene-YGL033W
Cluster9437	orf19.2922
Cluster9438	gene:KLLA0_D07546g
Cluster9438	CAGL0L02629g
Cluster9438	gene-YFL009W
Cluster9438	orf19.2559
Cluster9439	orf19.3949
Cluster9439	CAGL0G00528g
Cluster9439	gene-YGR270W
Cluster9439	gene:KLLA0_A09823g
Cluster9440	gene:KLLA0_E11485g
Cluster9440	gene-YHR028C
Cluster9440	orf19.4322
Cluster9441	orf19.5798
Cluster9441	gene:KLLA0_D01089g
Cluster9441	gene-YOR005C
Cluster9442	orf19.2259
Cluster9442	CAGL0M10637g
Cluster9442	gene-YNR022C
Cluster9442	gene:KLLA0_C09064g
Cluster9443	gene:KLLA0_E15115g
Cluster9443	gene-YJL123C
Cluster9443	orf19.1338
Cluster9444	orf19.6479
Cluster9444	gene-YDR164C
Cluster9444	CAGL0E01001g
Cluster9444	gene:KLLA0_D17028g
Cluster9445	gene-YDL045C
Cluster9445	CAGL0K01397g
Cluster9445	gene:KLLA0_E13377g
Cluster9445	orf19.4723
Cluster9446	orf19.1336.2
Cluster9446	gene-YBL059C-A
Cluster9446	CAGL0A04389g
Cluster9446	gene:KLLA0_E20175g
Cluster9447	gene-YDR345C
Cluster9447	gene:KLLA0_D13310g
Cluster9447	gene-YHR096C
Cluster9447	orf19.2021
Cluster9448	gene:KLLA0_F19272g
Cluster9448	gene-YDR116C
Cluster9448	orf19.5698
Cluster9449	orf19.4077
Cluster9449	gene:KLLA0_B09768g
Cluster9449	gene-YPL057C
Cluster9449	gene-YBR161W
Cluster9450	orf19.279
Cluster9451	gene-YGR148C
Cluster9451	gene:KLLA0_E10869g
Cluster9452	orf19.7565
Cluster9453	CAGL0G00550g
Cluster9453	gene-YGR268C
Cluster9453	gene:KLLA0_A09757g
Cluster9454	gene:KLLA0_F04257g
Cluster9455	gene:KLLA0_B04378g
Cluster9455	gene-YJR130C
Cluster9455	CAGL0H04169g
Cluster9455	gene-YML082W
Cluster9456	orf19.4690
Cluster9457	orf19.1254
Cluster9458	orf19.105
Cluster9459	orf19.5714
Cluster9460	CAGL0J03146g
Cluster9461	gene:KLLA0_E20571g
Cluster9462	gene:KLLA0_D02948g
Cluster9462	CAGL0J04576g
Cluster9462	gene-YKL191W
Cluster9462	orf19.4173
Cluster9463	orf19.3663.1
Cluster9463	CAGL0F04191g
Cluster9463	gene-YBL029C-A
Cluster9463	gene:KLLA0_E12387g
Cluster9464	orf19.5718
Cluster9465	orf19.5584
Cluster9466	gene-YJR156C
Cluster9467	gene-YNL332W
Cluster9468	gene-YLR089C
Cluster9469	orf19.1589.1
Cluster9470	gene:KLLA0_E10143g
Cluster9470	gene-YDR074W
Cluster9470	orf19.3038
Cluster9471	gene:KLLA0_E11925g
Cluster9471	orf19.7270
Cluster9472	gene:KLLA0_D10934g
Cluster9472	gene-YJR107W
Cluster9472	CAGL0C04939g
Cluster9472	orf19.4678
Cluster9473	gene:KLLA0_C16797g
Cluster9473	gene-YHR073W
Cluster9473	orf19.1317
Cluster9474	orf19.1365
Cluster9474	orf19.3901
Cluster9474	gene:KLLA0_C00286g
Cluster9475	gene-YKL008C
Cluster9475	gene-YHL003C
Cluster9475	gene:KLLA0_B13497g
Cluster9475	orf19.3249
Cluster9476	orf19.4026
Cluster9476	gene-YER055C
Cluster9476	gene:KLLA0_F27489g
Cluster9477	gene:KLLA0_D09779g
Cluster9477	gene-YJR001W
Cluster9477	orf19.7100
Cluster9478	orf19.2958
Cluster9479	orf19.2957
Cluster9480	orf19.851
Cluster9481	orf19.849
Cluster9482	orf19.5103
Cluster9483	orf19.2607
Cluster9484	gene-YOR299W
Cluster9484	gene:KLLA0_F24981g
Cluster9485	orf19.7464
Cluster9486	orf19.308
Cluster9487	gene:KLLA0_C06996g
Cluster9487	gene-YMR222C
Cluster9488	CAGL0K04521g
Cluster9489	CAGL0B04565g
Cluster9490	CAGL0K02453g
Cluster9491	CAGL0G00286g
Cluster9492	CAGL0M11968g
Cluster9493	CAGL0K04675g
Cluster9494	CAGL0G00297g
Cluster9495	CAGL0H03245g
Cluster9496	CAGL0H08866g
Cluster9497	CAGL0M12012g
Cluster9498	gene:KLLA0_A11550g
Cluster9499	gene:KLLA0_A11748g
Cluster9500	CAGL0F06941g
Cluster9501	CAGL0J06908g
Cluster9502	CaalfMp03
Cluster9503	CAGL0F06369g
Cluster9504	orf19.4435
Cluster9504	gene:KLLA0_B12331g
Cluster9504	gene-YBL034C
Cluster9504	CAGL0F04301g
Cluster9505	CAGL0L00913r
Cluster9506	orf19.1801
Cluster9506	gene:KLLA0_F27621g
Cluster9506	gene-YIL043C
Cluster9507	CAGL0B01203g
Cluster9508	gene:KLLA0_E21803g
Cluster9508	gene-YOR037W
Cluster9508	orf19.4294
Cluster9509	gene:KLLA0_D06149g
Cluster9509	CAGL0K06347g
Cluster9509	gene-YDR459C
Cluster9509	orf19.4134
Cluster9510	orf19.5929
Cluster9511	CAGL0L02799g
Cluster9512	CAGL0M00660g
Cluster9513	CaglfMt36
Cluster9513	gene-tS(GCU)Q1
Cluster9514	orf19.4481
Cluster9515	CAGL0L07700g
Cluster9516	gene-YHL042W
Cluster9517	tA(UGC)1
Cluster9518	tA(AGC)7
Cluster9519	tC(GCA)1
Cluster9520	tA(UGC)2
Cluster9521	gene-YLR410W-A
Cluster9522	orf19.2281
Cluster9523	tA(AGC)5
Cluster9524	CAGL0J09592g
Cluster9525	gene-YNCO0007W
Cluster9526	CAGL0L03762g
Cluster9527	gene-YKR075C
Cluster9527	orf19.6983
Cluster9528	CAGL0G03223g
Cluster9529	orf19.1856
Cluster9529	gene:KLLA0_E08691g
Cluster9529	gene-YIL084C
Cluster9530	gene-YJL026W
Cluster9530	gene:KLLA0_F15103g
Cluster9530	orf19.5801
Cluster9530	orf19.1868
Cluster9531	orf19.4837
Cluster9531	gene:KLLA0_B11429g
Cluster9531	CAGL0L04752g
Cluster9531	gene-YGR113W
Cluster9532	CAGL0G05357g
Cluster9533	CAGL0G09361g
Cluster9534	CAGL0L02563g
Cluster9535	CAGL0L07040g
Cluster9536	orf19.5025
Cluster9536	gene-YJR010W
Cluster9536	gene:KLLA0_E09835g
Cluster9537	CAGL0M02431g
Cluster9538	CAGL0F02035g
Cluster9539	gene-YMR147W
Cluster9540	CAGL0M08360g
Cluster9541	gene-YMR285C
Cluster9541	gene:KLLA0_C06248g
Cluster9541	orf19.5527
Cluster9542	CAGL0F03751g
Cluster9543	gene:KLLA0_E11133g
Cluster9543	gene:KLLA0_E11155g
Cluster9543	gene-YMR265C
Cluster9544	CAGL0M05005g
Cluster9545	gene-YPR071W
Cluster9546	CAGL0M05878r
Cluster9547	gene-YNCJ0003C
Cluster9548	gene-YBR027C
Cluster9549	CAGL0F03773g
Cluster9550	gene-YDR451C
Cluster9550	CAGL0G07249g
Cluster9551	CAGL0E04026g
Cluster9551	gene-YHL038C
Cluster9552	CaalfMt33
Cluster9553	orf19.5678
Cluster9554	gene-YOR011W
Cluster9554	CAGL0F01419g
Cluster9555	CAGL0G06314g
Cluster9556	orf19.2762
Cluster9557	orf19.5491
Cluster9558	orf19.5271
Cluster9559	CAGL0B01353g
Cluster9560	gene:KLLA0_E06007g
Cluster9560	CAGL0M09086g
Cluster9560	gene-YJR092W
Cluster9560	orf19.4257
Cluster9561	gene:KLLA0_F19470g
Cluster9562	orf19.1177
Cluster9562	gene-YNL206C
Cluster9562	gene:KLLA0_D18986g
Cluster9563	gene-YIL105W-A
Cluster9564	orf19.787
Cluster9565	gene-YBL081W
Cluster9565	gene:KLLA0_E20681g
Cluster9566	CAGL0G09383g
Cluster9566	gene-YJL052W
Cluster9567	CAGL0J11660g
Cluster9568	orf19.4557
Cluster9568	gene:KLLA0_E18943g
Cluster9568	gene-YGL093W
Cluster9569	CAGL0I03872g
Cluster9570	CAGL0G05445g
Cluster9571	gene-YNCJ0008W
Cluster9572	gene-YGR192C
Cluster9572	gene:KLLA0_A11858g
Cluster9573	gene:KLLA0_D18282g
Cluster9573	gene-YDR183W
Cluster9574	gene-YBR296C-A
Cluster9575	gene:KLLA0_E25081g
Cluster9576	orf19.1313
Cluster9577	gene:KLLA0_F04906g
Cluster9577	gene-YLR213C
Cluster9578	gene-YLR164W
Cluster9579	orf19.3120
Cluster9580	gene:KLLA0_F25146g
Cluster9580	gene-YFL024C
Cluster9580	orf19.7529
Cluster9581	gene-YIL013C
Cluster9582	CAGL0L07238g
Cluster9583	CAGL0L10362g
Cluster9584	orf19.2553
Cluster9585	orf19.5797
Cluster9586	orf19.2552
Cluster9587	CAGL0D00792g
Cluster9588	CAGL0L07150g
Cluster9589	gene-YOL088C
Cluster9589	gene:KLLA0_F02794g
Cluster9590	gene-YML101C
Cluster9591	CAGL0L07304g
Cluster9592	gene-YDR518W
Cluster9593	gene-YOR183W
Cluster9594	orf19.7194
Cluster9595	gene-YKL075C
Cluster9595	gene:KLLA0_F26378g
Cluster9596	CAGL0B00880g
Cluster9597	CAGL0I08371g
Cluster9598	orf19.4182
Cluster9598	gene-YLR426W
Cluster9598	CAGL0J04774g
Cluster9598	gene:KLLA0_D02596g
Cluster9599	gene:KLLA0_F20251g
Cluster9599	gene-YLR268W
Cluster9599	orf19.479.2
Cluster9600	orf19.3980
Cluster9600	gene:KLLA0_A09889g
Cluster9600	CAGL0G00506g
Cluster9600	gene-YGR271W
Cluster9601	CAGL0H03938g
Cluster9602	gene-YGL194C-A
Cluster9603	orf19.3877
Cluster9604	orf19.3879
Cluster9605	orf19.6644
Cluster9606	orf19.6650
Cluster9607	CAGL0L02277g
Cluster9608	orf19.1795.1
Cluster9609	orf19.4976
Cluster9610	orf19.875
Cluster9611	gene-YPR053C
Cluster9612	CAGL0J06270g
Cluster9613	CAGL0I05280g
Cluster9614	gene-YDR488C
Cluster9614	CAGL0G04565g
Cluster9614	gene:KLLA0_F11099g
Cluster9615	gene-YGL193C
Cluster9616	CAGL0J08096g
Cluster9617	orf19.5662
Cluster9617	gene-YDR323C
Cluster9617	CAGL0M01452g
Cluster9617	gene:KLLA0_D13178g
Cluster9618	orf19.5289
Cluster9619	gene:KLLA0_C16027g
Cluster9619	gene-YPL229W
Cluster9620	gene-YDR261C-C
Cluster9621	CAGL0E05192g
Cluster9622	CAGL0I02442g
Cluster9623	orf19.3782.2
Cluster9623	gene:KLLA0_C00550g
Cluster9623	CAGL0B00396g
Cluster9623	gene-YCL057C-A
Cluster9624	gene:KLLA0_A01474g
Cluster9625	CAGL0L02805g
Cluster9626	CAGL0E06094g
Cluster9627	CAGL0D06028g
Cluster9628	gene:KLLA0_D03333g
Cluster9629	gene-YPR137C-B
Cluster9630	gene:KLLA0_F25520g
Cluster9631	CAGL0K09020g
Cluster9632	gene-YLR342W-A
Cluster9633	gene:KLLA0_E23805g
Cluster9634	gene-YDL130W-A
Cluster9635	gene-YDL110C
Cluster9635	CAGL0H10362g
Cluster9635	gene:KLLA0_E09263g
Cluster9636	orf19.1441
Cluster9637	orf19.1057
Cluster9638	gene:KLLA0_C07062g
Cluster9638	CAGL0L11022g
Cluster9638	gene-YOR279C
Cluster9639	gene-YMR319C
Cluster9639	gene:KLLA0_E14499g
Cluster9640	orf19.1060
Cluster9641	snR77b
Cluster9642	CAGL0F02255g
Cluster9643	orf19.6312
Cluster9643	gene-YNL178W
Cluster9643	gene:KLLA0_D08305g
Cluster9644	gene:KLLA0_A00528g
Cluster9644	CAGL0H06611g
Cluster9644	gene-YKR096W
Cluster9644	gene-YIL151C
Cluster9644	orf19.4686
Cluster9645	gene:KLLA0_E22969g
Cluster9645	CAGL0G06182g
Cluster9645	gene-YHR131C
Cluster9645	CAGL0J05830g
Cluster9645	gene-YNL144C
Cluster9645	orf19.6660
Cluster9646	gene-YNL185C
Cluster9646	gene:KLLA0_D08437g
Cluster9646	orf19.6231
Cluster9647	gene:KLLA0_F20702g
Cluster9647	CAGL0F05379g
Cluster9647	gene-YDR206W
Cluster9647	orf19.4045
Cluster9648	orf19.6852
Cluster9648	gene-YEL072W
Cluster9649	orf19.5024
Cluster9649	gene-YGR256W
Cluster9649	gene:KLLA0_A09339g
Cluster9649	gene-YHR183W
Cluster9650	orf19.5466
Cluster9650	gene-YIL069C
Cluster9650	gene:KLLA0_C07755g
Cluster9650	gene-YER074W
Cluster9650	CAGL0J03234g
Cluster9651	gene-YDL084W
Cluster9651	gene:KLLA0_E21935g
Cluster9651	orf19.5647
Cluster9652	orf19.6156
Cluster9652	gene-YBL059W
Cluster9653	orf19.6860
Cluster9653	gene:KLLA0_D15037g
Cluster9653	gene-YPR113W
Cluster9654	orf19.3026
Cluster9654	CAGL0H02739g
Cluster9654	gene-YLR163C
Cluster9654	gene:KLLA0_D18095g
Cluster9655	gene:KLLA0_F08833g
Cluster9655	gene-YFL028C
Cluster9655	orf19.388
Cluster9656	gene:KLLA0_D00704g
Cluster9656	gene-YDR533C
Cluster9656	orf19.251
Cluster9657	orf19.2952
Cluster9657	gene-YDR261C
Cluster9658	gene-YJL042W
Cluster9658	gene:KLLA0_E11815g
Cluster9658	orf19.6621
Cluster9659	orf19.837
Cluster9659	gene:KLLA0_D07700g
Cluster9659	CAGL0D02156g
Cluster9659	gene-YFL017C
Cluster9660	orf19.4492
Cluster9660	gene-YKL172W
Cluster9660	gene:KLLA0_A06710g
Cluster9661	orf19.698
Cluster9661	gene-YIL090W
Cluster9661	CAGL0D04202g
Cluster9661	gene:KLLA0_E08207g
Cluster9662	gene:KLLA0_D13706g
Cluster9662	orf19.1391
Cluster9663	gene:KLLA0_F12232g
Cluster9663	gene-YNL012W
Cluster9663	orf19.4151
Cluster9664	orf19.3173
Cluster9664	gene-YLR250W
Cluster9664	CAGL0H03597g
Cluster9664	gene:KLLA0_F12254g
Cluster9665	gene:KLLA0_B11000g
Cluster9665	gene-YPR139C
Cluster9665	orf19.1043
Cluster9666	gene-YKL074C
Cluster9666	gene:KLLA0_F26433g
Cluster9666	orf19.5828
Cluster9667	gene-YLR203C
Cluster9667	gene:KLLA0_D12430g
Cluster9667	orf19.7577
Cluster9668	orf19.2298
Cluster9668	gene-YEL002C
Cluster9668	CAGL0L02365g
Cluster9668	gene:KLLA0_D13882g
Cluster9669	gene:KLLA0_E00705g
Cluster9669	gene-YLL040C
Cluster9669	orf19.4416
Cluster9670	orf19.3093
Cluster9670	gene-YOL090W
Cluster9670	gene:KLLA0_F02706g
Cluster9671	gene-YLR231C
Cluster9671	orf19.394
Cluster9672	orf19.7201
Cluster9672	gene:KLLA0_C03113g
Cluster9672	gene-YNL243W
Cluster9673	gene:KLLA0_E03125g
Cluster9673	gene-YOR136W
Cluster9673	orf19.5791
Cluster9674	orf19.7388
Cluster9674	gene-YJL128C
Cluster9674	gene:KLLA0_E15313g
Cluster9675	orf19.2921
Cluster9675	CAGL0H09702g
Cluster9675	gene-YER007W
Cluster9675	gene:KLLA0_D13596g
Cluster9676	gene:KLLA0_F00418g
Cluster9676	gene-YOR373W
Cluster9676	orf19.6789
Cluster9677	orf19.4448
Cluster9677	gene-YOR353C
Cluster9677	gene:KLLA0_C13145g
Cluster9678	gene-YJL005W
Cluster9678	gene:KLLA0_F15708g
Cluster9678	orf19.5148
Cluster9679	orf19.5078
Cluster9679	gene:KLLA0_E02267g
Cluster9680	orf19.5759
Cluster9680	gene:KLLA0_D03432g
Cluster9680	gene-YNR070W
Cluster9680	CAGL0I04862g
Cluster9680	gene-YDR011W
Cluster9680	gene:KLLA0_B09702g
Cluster9681	CAGL0J04268g
Cluster9681	gene-YBL015W
Cluster9681	gene:KLLA0_E10561g
Cluster9681	orf19.3171
Cluster9682	orf19.1139
Cluster9682	gene-YDR251W
Cluster9683	gene:KLLA0_F23012g
Cluster9683	orf19.1325
Cluster9684	CAGL0H06732g
Cluster9684	gene-YIL156W-B
Cluster9684	gene:KLLA0_F10967g
Cluster9684	orf19.1618.1
Cluster9685	orf19.5378
Cluster9685	gene-YGL011C
Cluster9685	CAGL0A00407g
Cluster9685	gene:KLLA0_A05027g
Cluster9686	gene:KLLA0_B13409g
Cluster9687	CAGL0C00451g
Cluster9688	CAGL0H07007g
Cluster9689	CAGL0K12276g
Cluster9690	CAGL0H04939g
Cluster9691	gene:KLLA0_F16577g
Cluster9692	CAGL0G08822g
Cluster9693	gene-YNCG0021W
Cluster9694	gene-YGL006W-A
Cluster9695	orf19.1075
Cluster9696	gene-YDR073W
Cluster9696	gene:KLLA0_E10165g
Cluster9697	orf19.6288
Cluster9698	orf19.6282
Cluster9699	orf19.4596
Cluster9700	orf19.4595
Cluster9701	gene:KLLA0_C00190g
Cluster9701	gene-YFR020W
Cluster9702	gene-YDR219C
Cluster9702	gene:KLLA0_F13156g
Cluster9703	CAGL0H09922g
Cluster9703	gene-YBR045C
Cluster9703	gene:KLLA0_A10571g
Cluster9704	gene-YNL067W-B
Cluster9705	gene-YEL059W
Cluster9706	CAGL0M01342g
Cluster9707	gene-YJL214W
Cluster9708	gene:KLLA0_F27071g
Cluster9708	gene-YOL098C
Cluster9708	CAGL0I07535g
Cluster9708	orf19.6693
Cluster9709	orf19.1971
Cluster9710	gene:KLLA0_C15697g
Cluster9710	gene-YPR093C
Cluster9710	CAGL0K08052g
Cluster9711	orf19.1667
Cluster9712	orf19.1314
Cluster9713	orf19.1219
Cluster9714	orf19.1720
Cluster9715	gene-YDL070W
Cluster9716	orf19.6694
Cluster9717	gene-YBR233W-A
Cluster9717	gene:KLLA0_F10637g
Cluster9718	CAGL0C05445g
Cluster9719	orf19.805
Cluster9719	gene:KLLA0_D04378g
Cluster9719	gene-YGR021W
Cluster9720	orf19.4025
Cluster9720	gene-YER012W
Cluster9720	CAGL0H09548g
Cluster9720	gene:KLLA0_B11660g
Cluster9721	gene:KLLA0_A10791g
Cluster9721	gene-YFR010W
Cluster9721	orf19.6063
Cluster9722	orf19.2733
Cluster9722	gene-YPL120W
Cluster9722	gene:KLLA0_F01166g
Cluster9723	CAGL0L12870g
Cluster9723	gene-YKL056C
Cluster9723	gene:KLLA0_C12716g
Cluster9723	orf19.3268
Cluster9724	gene:KLLA0_B13519g
Cluster9724	gene-YHL004W
Cluster9724	CAGL0K02717g
Cluster9724	orf19.5747
Cluster9725	gene:KLLA0_A05093g
Cluster9725	gene-YGR253C
Cluster9725	orf19.709
Cluster9726	orf19.6146
Cluster9726	gene:KLLA0_A01628g
Cluster9726	gene-YGL215W
Cluster9727	gene:KLLA0_C14003g
Cluster9727	gene-YGR277C
Cluster9727	orf19.1776
Cluster9728	orf19.2042
Cluster9728	gene:KLLA0_E07657g
Cluster9728	gene-YMR023C
Cluster9729	gene:KLLA0_F17908g
Cluster9729	CAGL0D02398g
Cluster9729	gene-YLR118C
Cluster9729	orf19.4248
Cluster9730	CAGL0L09515r
Cluster9731	gene:KLLA0_F10813g
Cluster9731	gene-YGL196W
Cluster9732	gene-YKL138C-A
Cluster9732	CAGL0D02018g
Cluster9732	gene:KLLA0_E12167g
Cluster9733	gene-YDR249C
Cluster9733	gene:KLLA0_D11968g
Cluster9734	gene-YEL025C
Cluster9735	orf19.2060
Cluster9736	orf19.206
Cluster9737	CAGL0D03652g
Cluster9738	CAGL0F00693g
Cluster9739	CAGL0I02156g
Cluster9740	gene:KLLA0_C09867g
Cluster9740	gene-YPL168W
Cluster9741	CAGL0H06127g
Cluster9741	gene-YEL020W-A
Cluster9741	gene:KLLA0_E22793g
Cluster9741	orf19.6696
Cluster9742	gene:KLLA0_B04048g
Cluster9742	gene-YJR135W-A
Cluster9742	CAGL0M00418g
Cluster9742	orf19.6183
Cluster9743	gene-YHR005C-A
Cluster9743	CAGL0F06693g
Cluster9743	gene:KLLA0_F25872g
Cluster9743	orf19.4577.3
Cluster9744	orf19.4620
Cluster9744	gene:KLLA0_B12034g
Cluster9744	CAGL0H08525g
Cluster9744	gene-YBR091C
Cluster9745	gene:KLLA0_E20219g
Cluster9745	gene-YBL060W
Cluster9745	orf19.6705
Cluster9746	gene:KLLA0_D17358g
Cluster9746	gene-YDR170C
Cluster9746	orf19.5947
Cluster9747	orf19.1712
Cluster9747	gene-YJR031C
Cluster9747	CAGL0I03102g
Cluster9748	orf19.4116
Cluster9748	gene-YGR212W
Cluster9748	gene:KLLA0_C12243g
Cluster9749	orf19.5054
Cluster9749	gene-YFR047C
Cluster9750	orf19.2260
Cluster9750	gene:KLLA0_C10681g
Cluster9750	gene-YHR040W
Cluster9751	gene-YKL179C
Cluster9751	gene:KLLA0_A06402g
Cluster9751	orf19.841
Cluster9752	gene:KLLA0_B09218g
Cluster9752	gene-YBR115C
Cluster9752	orf19.2970
Cluster9753	orf19.5196
Cluster9753	gene-YJR017C
Cluster9753	gene:KLLA0_E16567g
Cluster9754	gene:KLLA0_D19426g
Cluster9754	gene-YNL220W
Cluster9754	orf19.4827
Cluster9755	gene:KLLA0_C15411g
Cluster9755	gene-YDL209C
Cluster9755	orf19.674
Cluster9756	orf19.6926
Cluster9756	gene:KLLA0_D09306g
Cluster9756	gene-YLR310C
Cluster9756	CAGL0E03476g
